episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc
536,1,0.5813,0.5422,0.141,304,761,16,0,0.343,75,0.56,15550,344.79,0,0,10.588(13.235%)(0.000m),16.757(16.757%)(0.000m),30.371(30.371%)(1.111m),54.000(54.000%)(3.643m),41.000(51.250%)(2.250m),11.119(27.797%)(0.120m),40.000(100.000%)(3.214m),2319.947,7830.138
537,1,2.2257,0.6113,0.148,473,1218,140,0,0.342,85,0.56,15598,523.22,0,0,11.960(14.951%)(0.000m),23.672(23.672%)(0.393m),58.000(58.000%)(4.071m),46.000(46.000%)(2.786m),35.000(43.750%)(1.607m),9.694(24.236%)(0.000m),29.000(72.500%)(2.036m),1147.877,6609.132
538,1,-0.5528,0.6320,0.155,288,721,53,0,0.341,70,0.56,15627,308.71,0,0,46.000(57.500%)(2.786m),47.000(47.000%)(2.893m),36.948(36.948%)(1.816m),18.437(18.437%)(0.000m),11.049(13.811%)(0.000m),40.000(100.000%)(3.214m),10.782(26.954%)(0.084m),1913.089,6560.579
539,1,1.0836,0.6721,0.137,266,686,18,0,0.341,70,0.56,15654,304.16,0,0,11.665(14.581%)(0.000m),21.144(21.144%)(0.123m),51.459(51.459%)(3.371m),53.000(53.000%)(3.536m),41.000(51.250%)(2.250m),10.318(25.795%)(0.034m),40.000(100.000%)(3.214m),1819.573,5634.726
540,1,-1.2897,0.5435,0.152,419,1056,146,19,0.340,80,0.56,15696,467.44,0,0,16.476(20.595%)(0.000m),34.765(34.765%)(1.582m),51.000(51.000%)(3.321m),21.000(21.000%)(0.107m),12.000(15.000%)(0.000m),11.598(28.995%)(0.171m),11.000(27.500%)(0.107m),1745.294,7433.887
541,1,-0.5816,0.4995,0.146,597,1555,286,56,0.339,90,0.55,15756,642.30,0,0,9.562(11.952%)(0.000m),13.746(13.746%)(0.000m),21.460(21.460%)(0.156m),28.000(28.000%)(0.857m),15.255(19.069%)(0.000m),11.797(29.492%)(0.193m),10.697(26.741%)(0.075m),695.731,4769.427
542,1,0.8885,0.5245,0.140,442,1160,40,6,0.339,85,0.55,15801,506.99,0,0,30.000(37.500%)(1.071m),43.000(43.000%)(2.464m),54.000(54.000%)(3.643m),21.325(21.325%)(0.142m),11.493(14.366%)(0.000m),22.000(55.000%)(1.286m),9.917(24.793%)(0.000m),1363.483,5085.253
543,1,2.5679,0.6255,0.153,428,1090,154,0,0.338,85,0.55,15844,497.93,0,0,41.000(51.250%)(2.250m),45.000(45.000%)(2.679m),50.000(50.000%)(3.214m),21.113(21.113%)(0.119m),11.378(14.223%)(0.000m),30.000(75.000%)(2.143m),9.818(24.546%)(0.000m),1718.450,6303.706
544,1,1.8134,0.5930,0.145,426,1190,102,8,0.337,90,0.55,15887,478.34,0,0,38.000(47.500%)(1.929m),24.000(24.000%)(0.429m),23.000(23.000%)(0.321m),34.623(34.623%)(1.567m),16.064(20.079%)(0.000m),30.000(75.000%)(2.143m),11.253(28.133%)(0.134m),748.873,4392.702
545,1,0.7129,0.5759,0.155,595,1557,242,22,0.337,90,0.55,15947,636.52,0,0,16.229(20.286%)(0.000m),20.000(20.000%)(0.000m),21.000(21.000%)(0.107m),27.000(27.000%)(0.750m),18.154(22.693%)(0.000m),11.375(28.437%)(0.147m),19.299(48.249%)(0.996m),0.000,4902.220
546,1,2.3789,0.6706,0.137,512,1407,12,73,0.336,95,0.55,15999,597.10,0,0,22.000(27.500%)(0.214m),28.000(28.000%)(0.857m),65.000(65.000%)(4.821m),21.000(21.000%)(0.107m),12.000(15.000%)(0.000m),26.000(65.000%)(1.714m),11.000(27.500%)(0.107m),1117.359,3976.691
547,1,0.4888,0.6423,0.153,304,768,24,0,0.335,75,0.55,16030,362.95,0,0,10.901(13.626%)(0.000m),18.922(18.922%)(0.000m),41.317(41.317%)(2.284m),50.000(50.000%)(3.214m),38.000(47.500%)(1.929m),10.129(25.324%)(0.014m),40.000(100.000%)(3.214m),1498.543,6838.106
548,1,-1.1172,0.5846,0.138,426,1092,106,7,0.335,85,0.55,16073,471.27,0,0,10.928(13.661%)(0.000m),18.591(18.591%)(0.000m),38.799(38.799%)(2.014m),39.000(39.000%)(2.036m),31.000(38.750%)(1.179m),10.407(26.017%)(0.044m),23.000(57.500%)(1.393m),806.344,5253.483
549,1,22.1471,1.0274,0.151,922,2396,176,74,0.334,100,0.73,16166,1010.92,1,1,31.000(38.750%)(1.179m),39.000(39.000%)(2.036m),43.000(43.000%)(2.464m),38.099(38.099%)(1.939m),17.877(22.347%)(0.000m),15.000(37.500%)(0.536m),12.557(31.394%)(0.274m),1312.202,4671.373
550,1,0.2434,1.0303,0.147,320,809,18,0,0.333,75,0.73,16198,339.24,0,0,34.000(42.500%)(1.500m),40.000(40.000%)(2.143m),33.308(33.308%)(1.426m),17.242(17.242%)(0.000m),10.524(13.155%)(0.000m),40.000(100.000%)(3.214m),10.524(26.310%)(0.056m),1545.804,5460.828
551,1,-5.7745,0.8711,0.147,346,869,58,0,0.333,75,0.73,16233,359.20,0,0,35.539(44.424%)(1.665m),46.000(46.000%)(2.786m),50.000(50.000%)(3.214m),22.569(22.569%)(0.275m),11.866(14.833%)(0.000m),25.614(64.034%)(1.673m),9.987(24.968%)(0.000m),1956.808,8040.660
552,1,-0.7176,0.7981,0.145,618,1632,57,106,0.332,95,0.72,16295,680.71,0,0,15.000(18.750%)(0.000m),31.000(31.000%)(1.179m),48.000(48.000%)(3.000m),17.000(17.000%)(0.000m),11.000(13.750%)(0.000m),22.000(55.000%)(1.286m),11.000(27.500%)(0.107m),1072.754,4194.255
553,1,-2.4095,0.7613,0.153,607,1576,210,18,0.331,90,0.72,16356,635.73,0,0,15.002(18.752%)(0.000m),27.000(27.000%)(0.750m),30.377(30.377%)(1.112m),16.512(16.512%)(0.000m),10.346(12.933%)(0.000m),10.535(26.337%)(0.057m),10.733(26.832%)(0.078m),371.613,6015.814
554,1,-0.9350,0.8343,0.155,559,1446,194,0,0.331,90,0.72,16412,607.51,0,0,17.770(22.213%)(0.000m),24.998(24.998%)(0.536m),14.733(14.733%)(0.000m),10.974(10.974%)(0.000m),8.660(10.824%)(0.000m),12.509(31.271%)(0.269m),14.370(35.925%)(0.468m),1693.630,4944.911
555,1,-2.6051,0.8118,0.148,325,820,86,18,0.330,75,0.72,16445,367.46,0,0,13.181(16.476%)(0.000m),28.258(28.258%)(0.885m),37.000(37.000%)(1.821m),33.000(33.000%)(1.393m),32.000(40.000%)(1.286m),9.639(24.096%)(0.000m),40.000(100.000%)(3.214m),784.791,5177.620
556,1,-4.3334,0.7567,0.150,189,476,73,0,0.329,60,0.72,16464,199.39,0,0,13.633(17.042%)(0.000m),29.150(29.150%)(0.980m),100.000(100.000%)(8.571m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),9.598(23.995%)(0.000m),40.000(100.000%)(3.214m),6375.397,14031.616
557,1,17.7160,1.1268,0.152,711,1938,25,80,0.329,100,0.90,16536,834.34,1,1,24.000(30.000%)(0.429m),31.000(31.000%)(1.179m),62.000(62.000%)(4.500m),38.000(38.000%)(1.929m),22.064(27.580%)(0.221m),23.000(57.500%)(1.393m),15.565(38.912%)(0.596m),431.899,4099.666
558,1,1.0614,1.1591,0.142,309,858,116,0,0.328,80,0.90,16567,345.88,0,0,37.000(46.250%)(1.821m),85.000(85.000%)(6.964m),97.000(97.000%)(8.250m),25.906(25.906%)(0.633m),12.530(15.663%)(0.000m),27.000(67.500%)(1.821m),9.776(24.441%)(0.000m),1885.487,6760.548
559,1,-0.7756,1.1448,0.144,292,737,62,0,0.327,70,0.89,16597,332.89,0,0,37.000(46.250%)(1.821m),38.000(38.000%)(1.929m),35.372(35.372%)(1.647m),17.651(17.651%)(0.000m),10.577(13.222%)(0.000m),40.000(100.000%)(3.214m),10.322(25.805%)(0.034m),1273.025,5462.830
560,1,1.5543,1.1368,0.136,337,840,73,17,0.327,75,0.89,16631,382.68,0,0,31.000(38.750%)(1.179m),36.000(36.000%)(1.714m),23.910(23.910%)(0.419m),14.257(14.257%)(0.000m),9.443(11.803%)(0.000m),40.000(100.000%)(3.214m),10.675(26.688%)(0.072m),768.655,5502.045
561,1,-0.3446,1.1245,0.136,529,1362,147,58,0.326,90,0.89,16684,591.15,0,0,19.653(24.567%)(0.000m),41.250(41.250%)(2.277m),25.056(25.056%)(0.542m),14.766(14.766%)(0.000m),9.707(12.134%)(0.000m),13.879(34.698%)(0.416m),10.839(27.098%)(0.090m),1537.067,5846.744
562,1,0.0128,1.1948,0.144,355,891,96,19,0.325,75,0.89,16720,411.23,0,0,10.623(13.279%)(0.000m),17.404(17.404%)(0.000m),33.622(33.622%)(1.460m),36.000(36.000%)(1.714m),30.000(37.500%)(1.071m),10.623(26.558%)(0.067m),40.000(100.000%)(3.214m),623.060,4902.815
563,1,1.9164,1.2996,0.134,513,1322,236,0,0.325,90,0.89,16772,555.68,0,0,12.860(16.075%)(0.000m),27.453(27.453%)(0.799m),48.000(48.000%)(3.000m),39.000(39.000%)(2.036m),37.000(46.250%)(1.821m),9.653(24.132%)(0.000m),30.000(75.000%)(2.143m),1254.885,5365.374
564,1,-0.3425,1.2896,0.143,592,1591,178,94,0.324,95,0.89,16832,651.35,0,0,12.000(15.000%)(0.000m),35.000(35.000%)(1.607m),41.000(41.000%)(2.250m),35.000(35.000%)(1.607m),18.119(22.649%)(0.000m),11.000(27.500%)(0.107m),12.734(31.834%)(0.293m),528.237,3734.708
565,1,1.6867,1.3284,0.137,611,1589,146,28,0.323,90,0.88,16894,690.72,0,0,21.639(27.049%)(0.176m),24.000(24.000%)(0.429m),25.365(25.365%)(0.575m),15.297(15.297%)(0.000m),10.206(12.758%)(0.000m),15.307(38.268%)(0.569m),11.682(29.205%)(0.180m),348.486,4202.122
566,1,-0.2198,1.3055,0.140,283,723,25,5,0.323,70,0.88,16923,334.56,0,0,9.093(11.366%)(0.000m),12.820(12.820%)(0.000m),19.499(19.499%)(0.000m),37.000(37.000%)(1.821m),34.000(42.500%)(1.500m),11.654(29.136%)(0.177m),40.000(100.000%)(3.214m),903.352,5209.065
567,1,12.2782,1.6346,0.142,865,2276,72,190,0.322,100,1.06,17010,999.09,1,1,24.000(30.000%)(0.429m),40.000(40.000%)(2.143m),64.000(64.000%)(4.714m),31.457(31.457%)(1.228m),14.723(18.404%)(0.000m),17.000(42.500%)(0.750m),10.328(25.821%)(0.035m),777.155,5228.555
568,1,1.8552,1.3800,0.140,288,739,0,15,0.321,75,1.06,17039,327.78,0,0,19.000(23.750%)(0.000m),30.000(30.000%)(1.071m),66.000(66.000%)(4.929m),88.078(88.078%)(7.294m),42.602(53.253%)(2.422m),40.000(100.000%)(3.214m),30.766(76.915%)(2.225m),1085.507,5644.096
569,1,-1.8215,1.5556,0.140,611,1659,142,102,0.321,95,1.05,17101,669.66,0,0,18.277(22.846%)(0.000m),38.941(38.941%)(2.029m),62.000(62.000%)(4.500m),63.000(63.000%)(4.607m),26.000(32.500%)(0.643m),12.830(32.074%)(0.303m),17.000(42.500%)(0.750m),758.482,5225.305
570,1,-3.1883,1.4949,0.133,461,1269,59,51,0.320,90,1.05,17148,511.73,0,0,9.961(12.451%)(0.000m),14.134(14.134%)(0.000m),21.679(21.679%)(0.180m),22.000(22.000%)(0.214m),22.000(27.500%)(0.214m),12.605(31.512%)(0.279m),18.870(47.175%)(0.950m),94.788,3843.913
571,1,1.8329,1.5133,0.142,653,1729,117,111,0.319,95,1.05,17214,732.12,0,0,24.000(30.000%)(0.429m),39.000(39.000%)(2.036m),57.000(57.000%)(3.964m),31.801(31.801%)(1.264m),13.000(16.250%)(0.000m),23.000(57.500%)(1.393m),10.000(25.000%)(0.000m),395.120,3847.720
572,1,2.4752,1.5988,0.151,468,1301,152,38,0.319,90,1.05,17261,522.96,0,0,10.000(12.500%)(0.000m),15.000(15.000%)(0.000m),26.000(26.000%)(0.643m),33.037(33.037%)(1.397m),15.606(19.507%)(0.000m),30.000(75.000%)(2.143m),10.962(27.406%)(0.103m),354.448,4010.450
573,1,-2.7558,1.4893,0.144,764,1917,299,33,0.318,95,1.05,17338,812.70,0,0,14.449(18.061%)(0.000m),25.000(25.000%)(0.536m),27.000(27.000%)(0.750m),15.706(15.706%)(0.000m),10.087(12.608%)(0.000m),10.150(25.375%)(0.016m),10.855(27.138%)(0.092m),447.107,6895.830
574,1,3.5398,1.6221,0.155,703,1826,180,19,0.318,95,1.05,17409,766.89,0,0,10.000(12.500%)(0.000m),16.000(16.000%)(0.000m),43.000(43.000%)(2.464m),40.000(40.000%)(2.143m),31.000(38.750%)(1.179m),11.000(27.500%)(0.107m),23.000(57.500%)(1.393m),1074.773,5212.750
575,1,1.8461,1.6082,0.156,362,909,58,22,0.317,80,1.04,17446,399.85,0,0,27.000(33.750%)(0.750m),43.000(43.000%)(2.464m),50.000(50.000%)(3.214m),21.026(21.026%)(0.110m),11.600(14.500%)(0.000m),40.000(100.000%)(3.214m),10.261(25.651%)(0.028m),1514.139,6289.824
576,1,-2.0227,1.5395,0.153,825,2121,182,152,0.316,95,1.04,17529,916.85,0,0,14.000(17.500%)(0.000m),29.000(29.000%)(0.964m),56.000(56.000%)(3.857m),39.000(39.000%)(2.036m),24.000(30.000%)(0.429m),12.858(32.146%)(0.306m),13.000(32.500%)(0.321m),1566.018,5544.649
577,1,-0.4944,1.5831,0.146,644,1657,173,52,0.316,90,1.04,17594,716.54,0,0,18.436(23.045%)(0.000m),38.377(38.377%)(1.969m),46.000(46.000%)(2.786m),21.000(21.000%)(0.107m),27.000(33.750%)(0.750m),12.997(32.493%)(0.321m),31.000(77.500%)(2.250m),0.000,4554.959
578,1,6.2338,1.7378,0.155,422,1150,56,0,0.315,90,1.04,17637,470.90,0,0,38.000(47.500%)(1.929m),44.000(44.000%)(2.571m),48.000(48.000%)(3.000m),26.233(26.233%)(0.668m),12.689(15.861%)(0.000m),26.000(65.000%)(1.714m),9.900(24.749%)(0.000m),738.443,4345.680
579,1,15.5291,2.0847,0.162,1088,2760,252,110,0.314,100,1.21,17746,1169.63,1,1,16.586(20.733%)(0.000m),35.007(35.007%)(1.608m),44.000(44.000%)(2.571m),38.000(38.000%)(1.929m),33.000(41.250%)(1.393m),11.682(29.205%)(0.180m),13.000(32.500%)(0.321m),827.615,5135.560
580,1,0.1978,2.1412,0.158,657,1691,174,52,0.314,95,1.21,17812,667.01,0,0,20.715(25.893%)(0.077m),32.000(32.000%)(1.286m),40.000(40.000%)(2.143m),27.000(27.000%)(0.750m),22.000(27.500%)(0.214m),14.627(36.567%)(0.496m),24.000(60.000%)(1.500m),695.063,4537.609
581,1,0.7134,2.1157,0.169,539,1403,291,7,0.313,90,1.20,17866,589.38,0,0,33.000(41.250%)(1.393m),40.000(40.000%)(2.143m),44.000(44.000%)(2.571m),26.825(26.825%)(0.731m),12.775(15.969%)(0.000m),28.000(70.000%)(1.929m),9.840(24.601%)(0.000m),890.621,4434.267
582,1,-1.1698,2.0478,0.149,438,1226,133,23,0.312,90,1.20,17910,494.33,0,0,17.000(21.250%)(0.000m),16.000(16.000%)(0.000m),27.000(27.000%)(0.750m),39.000(39.000%)(2.036m),22.693(28.366%)(0.288m),28.000(70.000%)(1.929m),16.026(40.065%)(0.646m),512.728,3629.687
583,1,-2.7547,1.7578,0.153,745,1898,218,81,0.312,95,1.20,17985,849.75,0,0,14.000(17.500%)(0.000m),30.000(30.000%)(1.071m),49.000(49.000%)(3.107m),30.000(30.000%)(1.071m),20.000(25.000%)(0.000m),10.947(27.367%)(0.101m),28.000(70.000%)(1.929m),1553.925,6467.410
584,1,0.8420,1.7125,0.151,394,984,105,0,0.311,80,1.20,18025,441.50,0,0,41.000(51.250%)(2.250m),49.000(49.000%)(3.107m),56.000(56.000%)(3.857m),22.668(22.668%)(0.286m),11.918(14.898%)(0.000m),40.000(100.000%)(3.214m),10.031(25.078%)(0.003m),1854.251,7402.568
585,1,2.5526,1.4554,0.156,326,828,23,22,0.311,75,1.20,18058,356.47,0,0,9.717(12.146%)(0.000m),15.130(15.130%)(0.000m),26.666(26.666%)(0.714m),49.000(49.000%)(3.107m),29.000(36.250%)(0.964m),10.457(26.142%)(0.049m),40.000(100.000%)(3.214m),1419.115,5750.374
586,1,-3.7507,1.3687,0.149,862,2158,344,139,0.310,95,1.19,18145,990.93,0,0,13.000(16.250%)(0.000m),24.000(24.000%)(0.429m),27.000(27.000%)(0.750m),37.000(37.000%)(1.821m),22.000(27.500%)(0.214m),10.000(25.000%)(0.000m),27.000(67.500%)(1.821m),173.426,5217.318
587,1,21.4272,1.7528,0.156,1021,2609,112,72,0.309,100,1.36,18248,1143.37,1,1,13.689(17.111%)(0.000m),29.581(29.581%)(1.026m),45.000(45.000%)(2.679m),40.000(40.000%)(2.143m),30.000(37.500%)(1.071m),9.589(23.973%)(0.000m),18.000(45.000%)(0.857m),1075.371,4965.078
588,1,13.2706,2.0292,0.158,967,2499,232,123,0.309,100,1.53,18345,1059.46,2,1,15.573(19.466%)(0.000m),32.807(32.807%)(1.372m),41.000(41.000%)(2.250m),38.000(38.000%)(1.929m),28.000(35.000%)(0.857m),10.956(27.390%)(0.102m),17.000(42.500%)(0.750m),1363.575,5887.369
589,1,-1.9318,1.9689,0.157,475,1200,154,92,0.308,85,1.53,18393,509.47,0,0,11.242(14.052%)(0.000m),19.315(19.315%)(0.000m),41.206(41.206%)(2.272m),45.000(45.000%)(2.679m),17.000(21.250%)(0.000m),10.575(26.437%)(0.062m),12.000(30.000%)(0.214m),1127.723,6942.081
590,1,-2.1525,1.9517,0.169,534,1411,202,0,0.308,90,1.53,18447,599.42,0,0,19.228(24.035%)(0.000m),28.281(28.281%)(0.887m),15.603(15.603%)(0.000m),11.306(11.306%)(0.000m),8.694(10.868%)(0.000m),13.584(33.959%)(0.384m),13.430(33.576%)(0.368m),625.692,7242.611
591,1,0.9656,1.9826,0.167,288,741,16,0,0.307,75,1.52,18476,340.14,0,0,37.000(46.250%)(1.821m),50.000(50.000%)(3.214m),58.000(58.000%)(4.071m),24.406(24.406%)(0.472m),12.159(15.199%)(0.000m),40.000(100.000%)(3.214m),9.731(24.328%)(0.000m),1397.734,5214.433
592,1,4.6446,2.0577,0.169,447,1214,34,0,0.306,90,1.52,18521,537.95,0,0,34.000(42.500%)(1.500m),34.000(34.000%)(1.500m),42.000(42.000%)(2.357m),21.248(21.248%)(0.134m),11.722(14.653%)(0.000m),27.000(67.500%)(1.821m),10.369(25.922%)(0.040m),445.737,5160.722
593,1,-3.2076,1.9422,0.175,381,939,49,15,0.306,80,1.52,18560,440.17,0,0,11.330(14.162%)(0.000m),20.536(20.536%)(0.057m),48.000(48.000%)(3.000m),36.000(36.000%)(1.714m),31.000(38.750%)(1.179m),10.022(25.054%)(0.002m),40.000(100.000%)(3.214m),975.833,6346.219
594,1,-0.4901,1.8962,0.158,319,798,66,0,0.305,75,1.52,18592,373.89,0,0,11.629(14.536%)(0.000m),20.843(20.843%)(0.090m),46.000(46.000%)(2.786m),42.000(42.000%)(2.357m),39.000(48.750%)(2.036m),10.414(26.035%)(0.044m),40.000(100.000%)(3.214m),1856.495,5618.815
595,1,-0.7016,1.8679,0.157,929,2342,278,142,0.304,95,1.51,18685,1058.28,0,0,17.168(21.459%)(0.000m),32.000(32.000%)(1.286m),40.000(40.000%)(2.143m),37.000(37.000%)(1.821m),19.000(23.750%)(0.000m),11.000(27.500%)(0.107m),24.000(60.000%)(1.500m),1188.038,5330.597
596,1,2.1889,1.8641,0.159,359,896,110,0,0.304,75,1.51,18721,405.41,0,0,40.000(50.000%)(2.143m),46.000(46.000%)(2.786m),51.000(51.000%)(3.321m),29.166(29.166%)(0.982m),13.620(17.025%)(0.000m),40.000(100.000%)(3.214m),9.586(23.965%)(0.000m),2124.021,7410.427
597,1,7.0835,1.9960,0.158,980,2524,245,242,0.303,100,1.68,18819,1081.04,1,1,16.362(20.453%)(0.000m),34.875(34.875%)(1.594m),31.000(31.000%)(1.179m),29.000(29.000%)(0.964m),28.000(35.000%)(0.857m),11.493(28.732%)(0.160m),29.000(72.500%)(2.036m),533.577,4431.016
598,1,4.0571,2.0995,0.163,650,1708,110,65,0.303,95,1.67,18884,740.07,0,0,11.000(13.750%)(0.000m),18.000(18.000%)(0.000m),58.000(58.000%)(4.071m),42.000(42.000%)(2.357m),26.000(32.500%)(0.643m),11.000(27.500%)(0.107m),23.000(57.500%)(1.393m),1176.140,4204.307
599,1,2.5925,1.7084,0.151,394,1081,129,16,0.302,85,1.67,18924,453.97,0,0,11.486(14.357%)(0.000m),20.819(20.819%)(0.088m),50.668(50.668%)(3.286m),45.000(45.000%)(2.679m),28.000(35.000%)(0.857m),10.160(25.399%)(0.017m),31.000(77.500%)(2.250m),833.904,4262.293
600,1,-2.4801,1.6539,0.168,263,659,31,0,0.301,70,1.67,18951,296.84,0,0,53.000(66.250%)(3.536m),44.582(44.582%)(2.634m),19.920(19.920%)(0.000m),13.414(13.414%)(0.000m),9.692(12.115%)(0.000m),40.000(100.000%)(3.214m),12.912(32.281%)(0.312m),2334.641,5837.073
601,1,3.2917,1.8352,0.163,463,1263,211,20,0.301,90,1.66,18998,518.28,0,0,23.000(28.750%)(0.321m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),29.751(29.751%)(1.045m),15.032(18.790%)(0.000m),29.000(72.500%)(2.036m),11.307(28.268%)(0.140m),0.000,4252.650
602,1,-0.8405,1.8328,0.164,290,736,35,0,0.300,75,1.66,19027,334.22,0,0,12.689(15.861%)(0.000m),26.234(26.234%)(0.668m),68.000(68.000%)(5.143m),55.000(55.000%)(3.750m),47.000(58.750%)(2.893m),9.900(24.750%)(0.000m),40.000(100.000%)(3.214m),1921.603,6346.637
603,1,20.7085,2.2951,0.156,909,2370,114,67,0.300,100,1.82,19118,1053.07,1,1,18.619(23.274%)(0.000m),39.056(39.056%)(2.042m),66.000(66.000%)(4.929m),43.000(43.000%)(2.464m),24.000(30.000%)(0.429m),13.154(32.885%)(0.338m),21.000(52.500%)(1.179m),1174.273,5305.938
604,1,0.5158,2.3241,0.154,363,952,56,20,0.299,80,1.82,19155,410.45,0,0,12.000(15.000%)(0.000m),51.000(51.000%)(3.321m),58.000(58.000%)(4.071m),31.912(31.912%)(1.276m),14.894(18.617%)(0.000m),11.000(27.500%)(0.107m),10.439(26.098%)(0.047m),1746.425,5550.926
605,1,2.6032,2.4283,0.154,740,1940,103,33,0.298,95,1.82,19229,827.26,0,0,15.834(19.793%)(0.000m),33.277(33.277%)(1.423m),50.000(50.000%)(3.214m),41.000(41.000%)(2.250m),31.000(38.750%)(1.179m),11.143(27.858%)(0.122m),25.000(62.500%)(1.607m),1103.725,5347.147
606,1,-0.0343,2.5143,0.161,271,691,24,0,0.298,70,1.82,19257,308.55,0,0,42.000(52.500%)(2.357m),55.000(55.000%)(3.750m),32.387(32.387%)(1.327m),16.765(16.765%)(0.000m),10.233(12.791%)(0.000m),40.000(100.000%)(3.214m),10.233(25.583%)(0.025m),2173.649,6675.379
607,1,0.1786,2.1635,0.148,475,1179,168,37,0.297,85,1.81,19305,538.22,0,0,11.967(14.959%)(0.000m),23.056(23.056%)(0.327m),32.000(32.000%)(1.286m),28.000(28.000%)(0.857m),28.000(35.000%)(0.857m),9.947(24.867%)(0.000m),31.000(77.500%)(2.250m),735.798,5773.084
608,1,1.3255,2.1688,0.160,303,800,23,37,0.297,75,1.81,19336,348.93,0,0,21.000(26.250%)(0.107m),47.000(47.000%)(2.893m),49.967(49.967%)(3.211m),20.531(20.531%)(0.057m),11.327(14.158%)(0.000m),23.000(57.500%)(1.393m),10.019(25.047%)(0.002m),1293.748,5123.136
609,1,1.9145,2.2226,0.145,302,773,17,7,0.296,75,1.81,19367,363.00,0,0,32.000(40.000%)(1.286m),48.000(48.000%)(3.000m),33.944(33.944%)(1.494m),17.571(17.571%)(0.000m),10.725(13.406%)(0.000m),40.000(100.000%)(3.214m),10.725(26.812%)(0.078m),1169.781,5369.815
610,1,1.1008,2.2135,0.158,634,1632,296,45,0.295,90,1.80,19431,684.35,0,0,15.435(19.293%)(0.000m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),21.000(21.000%)(0.107m),33.000(41.250%)(1.393m),10.862(27.154%)(0.092m),26.000(65.000%)(1.714m),0.000,5075.303
611,1,0.4014,2.2285,0.152,269,701,50,0,0.295,75,1.80,19458,283.65,0,0,45.000(56.250%)(2.679m),65.000(65.000%)(4.821m),78.000(78.000%)(6.214m),26.636(26.636%)(0.711m),12.685(15.857%)(0.000m),40.000(100.000%)(3.214m),9.771(24.428%)(0.000m),1766.897,6646.871
612,1,-1.3627,2.2010,0.158,638,1660,61,73,0.294,95,1.80,19522,676.27,0,0,12.000(15.000%)(0.000m),18.000(18.000%)(0.000m),36.000(36.000%)(1.714m),37.000(37.000%)(1.821m),24.000(30.000%)(0.429m),14.934(37.335%)(0.529m),26.000(65.000%)(1.714m),990.508,5166.592
613,1,3.3450,2.2295,0.146,420,1099,117,0,0.294,85,1.79,19564,477.03,0,0,35.000(43.750%)(1.607m),44.000(44.000%)(2.571m),49.553(49.553%)(3.166m),20.361(20.361%)(0.039m),11.233(14.041%)(0.000m),28.000(70.000%)(1.929m),9.936(24.840%)(0.000m),1622.234,5426.405
614,1,-5.3861,2.1287,0.148,88,220,24,0,0.293,40,1.79,19573,93.64,0,0,11.571(14.464%)(0.000m),20.513(20.513%)(0.055m),47.127(47.127%)(2.906m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.491(26.227%)(0.053m),40.000(100.000%)(3.214m),5377.079,11089.767
615,1,-0.5625,2.0837,0.156,293,753,73,3,0.293,75,1.79,19603,334.36,0,0,11.288(14.111%)(0.000m),19.799(19.799%)(0.000m),44.000(44.000%)(2.571m),37.000(37.000%)(1.821m),32.000(40.000%)(1.286m),10.361(25.903%)(0.039m),40.000(100.000%)(3.214m),1339.276,4769.786
616,1,-3.6690,2.0147,0.148,622,1588,124,83,0.292,90,1.79,19666,666.58,0,0,17.267(21.583%)(0.000m),36.661(36.661%)(1.785m),26.155(26.155%)(0.659m),15.596(15.596%)(0.000m),10.329(12.912%)(0.000m),12.141(30.352%)(0.229m),11.677(29.193%)(0.180m),1378.264,6047.756
617,1,3.0328,1.8298,0.159,440,1168,159,0,0.291,85,1.78,19710,457.99,0,0,41.000(51.250%)(2.250m),52.000(52.000%)(3.429m),57.000(57.000%)(3.964m),26.010(26.010%)(0.644m),12.581(15.726%)(0.000m),30.000(75.000%)(2.143m),9.816(24.539%)(0.000m),1496.390,5631.180
618,1,-1.4542,1.7636,0.158,172,462,15,0,0.291,60,1.78,19728,190.16,0,0,56.000(70.000%)(3.857m),74.000(74.000%)(5.786m),33.217(33.217%)(1.416m),17.194(17.194%)(0.000m),10.495(13.119%)(0.000m),40.000(100.000%)(3.214m),10.495(26.238%)(0.053m),1799.199,5253.352
619,1,-3.9862,1.7203,0.161,137,345,16,0,0.290,50,1.78,19742,142.55,0,0,10.523(13.154%)(0.000m),16.256(16.256%)(0.000m),28.277(28.277%)(0.887m),100.000(100.000%)(8.571m),67.642(84.553%)(5.105m),11.465(28.662%)(0.157m),40.000(100.000%)(3.214m),4179.504,10165.581
620,1,-0.6521,1.7710,0.148,386,1027,100,0,0.290,85,1.77,19781,404.74,0,0,35.000(43.750%)(1.607m),48.000(48.000%)(3.000m),54.000(54.000%)(3.643m),28.981(28.981%)(0.962m),13.131(16.414%)(0.000m),25.000(62.500%)(1.607m),9.729(24.322%)(0.000m),1108.938,5461.913
