episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc
1,1,-3.9138,-3.9138,0.000,146,365,18,0,1.000,55,0.00,15,67.79,0,0,9.337(11.671%)(0.000m),13.165(13.165%)(0.000m),20.023(20.023%)(0.002m),48.731(48.731%)(3.078m),67.666(84.582%)(5.107m),11.967(29.918%)(0.211m),40.000(100.000%)(3.214m),3824.049,10100.149
2,1,-5.5175,-4.7157,0.000,104,259,20,0,0.998,45,0.00,26,46.65,0,0,78.639(98.299%)(6.283m),70.439(70.439%)(5.404m),22.916(22.916%)(0.312m),14.264(14.264%)(0.000m),9.722(12.153%)(0.000m),40.000(100.000%)(3.214m),11.551(28.878%)(0.166m),5102.701,11774.504
3,1,-4.3296,-4.5870,0.000,304,768,34,0,0.996,75,0.00,57,139.17,0,0,35.000(43.750%)(1.607m),42.000(42.000%)(2.357m),33.588(33.588%)(1.456m),17.387(17.387%)(0.000m),10.613(13.266%)(0.000m),40.000(100.000%)(3.214m),10.613(26.531%)(0.066m),1301.243,6535.855
4,1,-6.5361,-5.0743,0.000,89,214,16,0,0.994,40,0.00,66,39.25,0,0,10.193(12.742%)(0.000m),15.507(15.507%)(0.000m),26.312(26.312%)(0.676m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),11.382(28.456%)(0.148m),40.000(100.000%)(3.214m),8456.486,17022.151
5,1,-5.3221,-5.1238,0.000,96,231,23,0,0.992,40,0.00,76,42.53,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),30.736(30.736%)(1.150m),16.958(16.958%)(0.000m),10.715(13.394%)(0.000m),40.000(100.000%)(3.214m),11.252(28.130%)(0.134m),7997.261,14584.569
6,1,-3.6810,-4.8834,0.000,110,281,18,0,0.990,45,0.00,87,53.63,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),26.279(26.279%)(0.673m),15.670(15.670%)(0.000m),10.379(12.973%)(0.000m),40.000(100.000%)(3.214m),11.733(29.333%)(0.186m),3354.552,8621.342
7,1,-6.7262,-5.1466,0.000,181,445,26,0,0.988,60,0.00,106,81.28,0,0,78.639(98.299%)(6.283m),96.000(96.000%)(8.143m),94.250(94.250%)(7.955m),26.580(26.580%)(0.705m),12.704(15.880%)(0.000m),40.000(100.000%)(3.214m),9.785(24.464%)(0.000m),7483.142,13121.947
8,1,-8.6253,-5.5814,0.000,433,1062,51,54,0.986,80,0.00,150,204.73,0,0,25.981(32.477%)(0.641m),50.947(50.947%)(3.316m),44.000(44.000%)(2.571m),20.000(20.000%)(0.000m),17.000(21.250%)(0.000m),18.521(46.303%)(0.913m),29.059(72.647%)(2.042m),2636.089,9750.269
9,1,-5.9880,-5.6266,0.000,186,464,17,0,0.984,60,0.00,169,84.73,0,0,11.322(14.153%)(0.000m),19.653(19.653%)(0.000m),42.913(42.913%)(2.455m),85.000(85.000%)(6.964m),64.427(80.533%)(4.760m),10.521(26.302%)(0.056m),40.000(100.000%)(3.214m),4059.307,12467.721
10,1,-6.2610,-5.6900,0.000,138,334,17,0,0.982,50,0.00,183,62.31,0,0,75.050(93.813%)(5.898m),100.000(100.000%)(8.571m),33.759(33.759%)(1.474m),17.475(17.475%)(0.000m),10.666(13.333%)(0.000m),40.000(100.000%)(3.214m),10.666(26.666%)(0.071m),7584.766,14467.571
11,1,-6.8881,-5.7990,0.000,85,204,21,0,0.980,40,0.00,192,37.43,0,0,10.872(13.590%)(0.000m),18.680(18.680%)(0.000m),39.852(39.852%)(2.127m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.227(25.568%)(0.024m),40.000(100.000%)(3.214m),8624.864,17581.353
12,1,-5.9890,-5.8148,0.000,77,195,27,0,0.978,40,0.00,200,33.44,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),42.984(42.984%)(2.463m),19.206(19.206%)(0.000m),10.950(13.688%)(0.000m),40.000(100.000%)(3.214m),10.051(25.127%)(0.005m),4242.784,12847.397
13,1,-4.7249,-5.7310,0.000,172,424,49,0,0.976,55,0.00,218,76.18,0,0,69.057(86.321%)(5.256m),100.000(100.000%)(8.571m),93.361(93.361%)(7.860m),25.853(25.853%)(0.627m),12.505(15.631%)(0.000m),40.000(100.000%)(3.214m),9.756(24.391%)(0.000m),5203.316,14143.073
14,1,-6.7323,-5.8025,0.000,102,245,17,0,0.974,45,0.00,229,45.73,0,0,9.622(12.028%)(0.000m),14.318(14.318%)(0.000m),23.483(23.483%)(0.373m),80.511(80.511%)(6.483m),76.230(95.288%)(6.025m),11.151(27.877%)(0.123m),40.000(100.000%)(3.214m),8765.378,16364.255
15,1,-5.5695,-5.7870,0.000,122,301,17,0,0.972,50,0.00,242,55.08,0,0,78.639(98.299%)(6.283m),78.814(78.814%)(6.301m),22.988(22.988%)(0.320m),14.016(14.016%)(0.000m),9.419(11.774%)(0.000m),40.000(100.000%)(3.214m),10.916(27.290%)(0.098m),5870.429,12884.680
16,1,-6.1215,-5.8079,0.000,231,566,20,0,0.970,65,0.00,266,110.67,0,0,9.528(11.910%)(0.000m),13.350(13.350%)(0.000m),20.139(20.139%)(0.015m),47.575(47.575%)(2.955m),43.445(54.306%)(2.512m),12.370(30.924%)(0.254m),31.500(78.750%)(2.304m),3497.236,10415.512
17,1,-7.5586,-5.9109,0.000,243,597,22,0,0.968,65,0.00,291,212.28,0,0,73.000(91.250%)(5.679m),79.000(79.000%)(6.321m),78.281(78.281%)(6.244m),24.179(24.179%)(0.448m),12.217(15.271%)(0.000m),40.000(100.000%)(3.214m),9.902(24.755%)(0.000m),5233.114,12096.565
18,1,-5.5966,-5.8934,0.000,136,333,14,0,0.967,50,0.00,305,62.94,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),28.776(28.776%)(0.940m),16.327(16.327%)(0.000m),10.486(13.107%)(0.000m),40.000(100.000%)(3.214m),11.285(28.212%)(0.138m),7986.657,15960.881
19,1,-5.3799,-5.8664,0.000,119,305,20,0,0.965,50,0.00,317,57.47,0,0,11.131(13.914%)(0.000m),19.951(19.951%)(0.000m),47.132(47.132%)(2.907m),100.000(100.000%)(8.571m),64.664(80.830%)(4.785m),9.968(24.921%)(0.000m),40.000(100.000%)(3.214m),4114.272,9238.693
20,1,-4.7061,-5.8084,0.000,107,267,18,0,0.963,45,0.00,328,48.80,0,0,9.162(11.452%)(0.000m),13.536(13.536%)(0.000m),21.968(21.968%)(0.211m),71.124(71.124%)(5.478m),76.230(95.288%)(6.025m),10.750(26.876%)(0.080m),40.000(100.000%)(3.214m),4731.571,9939.495
21,1,-5.5285,-5.7950,0.000,139,339,16,0,0.961,50,0.00,342,64.66,0,0,10.656(13.320%)(0.000m),17.618(17.618%)(0.000m),34.649(34.649%)(1.570m),100.000(100.000%)(8.571m),64.751(80.939%)(4.795m),10.527(26.317%)(0.056m),40.000(100.000%)(3.214m),7436.797,12910.585
22,1,-7.0640,-5.8527,0.000,309,771,18,0,0.959,75,0.00,373,142.38,0,0,41.949(52.436%)(2.352m),59.000(59.000%)(4.179m),35.127(35.127%)(1.621m),17.861(17.861%)(0.000m),10.803(13.504%)(0.000m),30.323(75.807%)(2.177m),10.672(26.680%)(0.072m),1849.687,9700.246
23,1,-4.8545,-5.8093,0.000,105,269,22,0,0.957,45,0.00,384,47.37,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),66.305(66.305%)(4.961m),22.615(22.615%)(0.280m),11.738(14.673%)(0.000m),40.000(100.000%)(3.214m),9.757(24.392%)(0.000m),6621.868,10463.907
24,1,-5.7523,-5.8069,0.000,141,344,19,0,0.955,50,0.00,399,66.68,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),33.607(33.607%)(1.458m),17.696(17.696%)(0.000m),10.898(13.622%)(0.000m),40.000(100.000%)(3.214m),11.032(27.579%)(0.111m),5202.047,14464.330
25,1,-5.1762,-5.7817,0.000,113,275,19,0,0.953,45,0.00,411,53.15,0,0,10.371(12.963%)(0.000m),15.658(15.658%)(0.000m),26.259(26.259%)(0.671m),100.000(100.000%)(8.571m),67.684(84.605%)(5.109m),11.724(29.310%)(0.185m),40.000(100.000%)(3.214m),5910.480,12465.277
26,1,-7.8761,-5.8623,0.000,301,764,85,31,0.951,75,0.00,442,140.29,0,0,61.149(76.436%)(4.409m),75.000(75.000%)(5.893m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),25.000(31.250%)(0.536m),40.000(100.000%)(3.214m),31.142(77.856%)(2.265m),0.000,6089.171
27,1,-6.8874,-5.9002,0.000,127,304,22,0,0.949,50,0.00,455,58.48,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),43.260(43.260%)(2.492m),19.329(19.329%)(0.000m),11.021(13.776%)(0.000m),40.000(100.000%)(3.214m),10.115(25.288%)(0.012m),8012.152,17612.696
28,1,-3.2579,-5.8059,0.000,218,551,34,0,0.947,65,0.00,477,99.22,0,0,11.810(14.763%)(0.000m),21.914(21.914%)(0.205m),56.978(56.978%)(3.962m),81.000(81.000%)(6.536m),62.000(77.500%)(4.500m),10.191(25.478%)(0.020m),40.000(100.000%)(3.214m),3111.686,10315.220
29,1,-4.5182,-5.7615,0.000,255,631,20,0,0.945,70,0.00,503,120.98,0,0,11.258(14.073%)(0.000m),19.343(19.343%)(0.000m),41.266(41.266%)(2.279m),70.000(70.000%)(5.357m),62.000(77.500%)(4.500m),10.590(26.475%)(0.063m),40.000(100.000%)(3.214m),5203.316,11417.606
30,1,-7.9318,-5.8338,1.414,214,520,18,0,0.944,60,0.00,525,304.08,0,0,8.338(10.422%)(0.000m),11.080(11.080%)(0.000m),15.670(15.670%)(0.000m),30.272(30.272%)(1.101m),44.076(55.095%)(2.580m),12.189(30.472%)(0.235m),32.135(80.338%)(2.372m),4513.280,11803.459
31,1,-5.9976,-5.8391,1.382,80,196,22,0,0.942,40,0.00,533,91.45,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),49.967(49.967%)(3.211m),20.531(20.531%)(0.057m),11.327(14.158%)(0.000m),40.000(100.000%)(3.214m),10.019(25.048%)(0.002m),6636.837,15912.476
32,1,-5.4279,-5.8262,1.310,123,305,25,0,0.940,50,0.00,546,132.36,0,0,69.057(86.321%)(5.256m),100.000(100.000%)(8.571m),50.602(50.602%)(3.279m),20.792(20.792%)(0.085m),11.471(14.338%)(0.000m),40.000(100.000%)(3.214m),10.146(25.366%)(0.016m),5394.613,12406.360
33,1,-4.4228,-5.7837,1.148,100,258,18,0,0.938,45,0.00,556,102.35,0,0,69.057(86.321%)(5.256m),97.554(97.554%)(8.309m),24.859(24.859%)(0.521m),14.823(14.823%)(0.000m),9.818(12.272%)(0.000m),40.000(100.000%)(3.214m),11.099(27.748%)(0.118m),3401.850,9147.702
34,1,-5.5315,-5.7763,0.872,80,197,16,0,0.936,40,0.00,564,72.77,0,0,78.639(98.299%)(6.283m),49.818(49.818%)(3.195m),20.470(20.470%)(0.050m),13.458(13.458%)(0.000m),9.545(11.931%)(0.000m),40.000(100.000%)(3.214m),12.234(30.585%)(0.239m),8332.568,12648.598
35,1,-4.0520,-5.7270,0.449,219,545,20,0,0.934,65,0.00,586,209.51,0,0,10.328(12.910%)(0.000m),17.075(17.075%)(0.000m),33.582(33.582%)(1.455m),78.000(78.000%)(6.214m),67.684(84.605%)(5.109m),10.203(25.507%)(0.022m),40.000(100.000%)(3.214m),3464.667,10311.388
36,1,-5.4834,-5.7203,0.298,125,305,15,0,0.932,50,0.00,599,123.98,0,0,11.643(14.554%)(0.000m),21.105(21.105%)(0.118m),51.364(51.364%)(3.360m),100.000(100.000%)(8.571m),67.684(84.605%)(5.109m),10.299(25.748%)(0.032m),40.000(100.000%)(3.214m),5314.793,12992.373
37,1,-4.5935,-5.6898,0.334,103,272,21,0,0.930,45,0.00,610,98.98,0,0,10.120(12.650%)(0.000m),16.151(16.151%)(0.000m),29.712(29.712%)(1.041m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.498(26.245%)(0.053m),40.000(100.000%)(3.214m),3086.293,7477.816
38,1,-6.3994,-5.7085,0.308,79,190,23,0,0.929,40,0.00,618,71.59,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),33.406(33.406%)(1.436m),17.292(17.292%)(0.000m),10.555(13.194%)(0.000m),40.000(100.000%)(3.214m),10.555(26.387%)(0.059m),9313.089,15957.192
39,1,-4.6583,-5.6815,0.245,190,523,38,13,0.927,65,0.00,637,190.59,0,0,46.267(57.834%)(2.814m),83.865(83.865%)(6.843m),34.000(34.000%)(1.500m),23.000(23.000%)(0.321m),22.000(27.500%)(0.214m),35.549(88.874%)(2.737m),40.000(100.000%)(3.214m),0.000,3189.319
40,1,-6.9251,-5.7126,0.201,146,358,17,0,0.925,55,0.00,652,142.49,0,0,10.936(13.670%)(0.000m),18.982(18.982%)(0.000m),41.449(41.449%)(2.298m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.162(25.404%)(0.017m),40.000(100.000%)(3.214m),5719.560,12939.396
41,1,-5.5065,-5.7076,0.198,66,163,17,0,0.923,35,0.00,659,69.69,0,0,78.639(98.299%)(6.283m),61.926(61.926%)(4.492m),22.057(22.057%)(0.220m),13.999(13.999%)(0.000m),9.673(12.091%)(0.000m),40.000(100.000%)(3.214m),11.784(29.460%)(0.191m),8606.951,12884.375
42,1,-3.1002,-5.6455,0.182,144,390,15,0,0.921,60,0.00,674,144.33,0,0,12.642(15.802%)(0.000m),26.136(26.136%)(0.657m),79.572(79.572%)(6.383m),86.000(86.000%)(7.071m),65.000(81.250%)(4.821m),9.863(24.658%)(0.000m),40.000(100.000%)(3.214m),3098.179,6793.354
43,1,-6.1722,-5.6578,0.171,89,216,16,0,0.919,40,0.00,683,85.18,0,0,78.639(98.299%)(6.283m),51.088(51.088%)(3.331m),20.333(20.333%)(0.036m),13.256(13.256%)(0.000m),9.342(11.678%)(0.000m),40.000(100.000%)(3.214m),11.822(29.555%)(0.195m),6248.023,14575.305
44,1,-4.9873,-5.6425,0.166,227,561,19,0,0.918,65,0.00,706,236.08,0,0,71.000(88.750%)(5.464m),72.000(72.000%)(5.571m),30.378(30.378%)(1.112m),16.513(16.513%)(0.000m),10.346(12.933%)(0.000m),40.000(100.000%)(3.214m),10.733(26.832%)(0.079m),3639.396,8940.951
45,1,-6.0899,-5.6525,0.188,402,1014,23,83,0.916,80,0.00,747,383.86,0,0,21.000(26.250%)(0.107m),43.000(43.000%)(2.464m),46.522(46.522%)(2.842m),20.249(20.249%)(0.027m),11.422(14.278%)(0.000m),23.000(57.500%)(1.393m),10.356(25.890%)(0.038m),1970.941,7995.314
46,1,-8.1715,-5.7072,0.240,322,829,29,17,0.914,75,0.00,780,292.50,0,0,25.000(31.250%)(0.536m),34.000(34.000%)(1.500m),45.271(45.271%)(2.708m),19.705(19.705%)(0.000m),11.115(13.894%)(0.000m),40.000(100.000%)(3.214m),10.077(25.194%)(0.008m),268.397,5853.550
47,1,-6.7727,-5.7299,0.255,205,519,21,0,0.912,65,0.00,801,209.58,0,0,45.793(57.241%)(2.763m),77.000(77.000%)(6.107m),39.174(39.174%)(2.054m),18.362(18.362%)(0.000m),10.687(13.359%)(0.000m),33.297(83.243%)(2.496m),10.053(25.133%)(0.006m),3407.844,8753.645
48,1,-5.8283,-5.7320,0.268,123,297,17,0,0.910,50,0.00,814,121.03,0,0,72.061(90.076%)(5.578m),100.000(100.000%)(8.571m),27.666(27.666%)(0.821m),15.905(15.905%)(0.000m),10.296(12.870%)(0.000m),40.000(100.000%)(3.214m),11.217(28.043%)(0.130m),7405.700,14369.190
49,1,-6.9497,-5.7568,0.287,332,845,46,0,0.908,75,0.00,848,336.24,0,0,20.419(25.524%)(0.045m),41.749(41.749%)(2.330m),44.832(44.832%)(2.661m),19.514(19.514%)(0.000m),11.007(13.759%)(0.000m),14.442(36.104%)(0.476m),9.980(24.949%)(0.000m),1968.269,9348.858
50,1,-4.5310,-5.7323,0.291,194,519,17,0,0.907,65,0.00,868,203.30,0,0,51.000(63.750%)(3.321m),66.000(66.000%)(4.929m),71.322(71.322%)(5.499m),23.203(23.203%)(0.343m),11.885(14.856%)(0.000m),40.000(100.000%)(3.214m),9.755(24.388%)(0.000m),1611.377,5786.635
51,1,-5.1039,-5.7561,0.296,92,233,20,0,0.905,45,0.00,878,96.51,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),50.203(50.203%)(3.236m),20.628(20.628%)(0.067m),11.380(14.225%)(0.000m),40.000(100.000%)(3.214m),10.066(25.166%)(0.007m),5219.641,12377.934
52,1,-5.8739,-5.7632,0.306,363,920,57,26,0.903,80,0.00,915,368.76,0,0,12.000(15.000%)(0.000m),20.000(20.000%)(0.000m),88.000(88.000%)(7.286m),32.287(32.287%)(1.317m),15.163(18.954%)(0.000m),40.000(100.000%)(3.214m),10.647(26.617%)(0.069m),3394.409,9424.231
53,1,-5.6712,-5.7901,0.317,144,351,18,0,0.901,50,0.00,930,143.83,0,0,9.853(12.317%)(0.000m),15.343(15.343%)(0.000m),27.041(27.041%)(0.754m),100.000(100.000%)(8.571m),76.230(95.288%)(6.025m),10.604(26.510%)(0.065m),40.000(100.000%)(3.214m),4560.130,13490.304
54,1,-6.8431,-5.7962,0.325,88,210,19,0,0.899,40,0.00,939,90.05,0,0,10.473(13.091%)(0.000m),16.857(16.857%)(0.000m),31.499(31.499%)(1.232m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.732(26.830%)(0.078m),40.000(100.000%)(3.214m),8768.278,17760.267
55,1,-6.7674,-5.8251,0.342,108,261,19,0,0.898,45,0.00,950,106.44,0,0,11.722(14.652%)(0.000m),21.750(21.750%)(0.187m),56.550(56.550%)(3.916m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.115(25.286%)(0.012m),40.000(100.000%)(3.214m),6508.946,17718.555
56,1,-5.6663,-5.8648,0.332,77,187,13,0,0.896,40,0.00,958,69.05,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),61.998(61.998%)(4.500m),24.054(24.054%)(0.434m),12.153(15.192%)(0.000m),40.000(100.000%)(3.214m),9.851(24.627%)(0.000m),6636.837,17121.954
57,1,-4.7275,-5.8248,0.341,183,507,0,21,0.894,65,0.00,977,185.23,0,0,25.000(31.250%)(0.536m),22.000(22.000%)(0.214m),100.000(100.000%)(8.571m),76.301(76.301%)(6.032m),40.511(50.639%)(2.198m),40.000(100.000%)(3.214m),29.162(72.906%)(2.053m),0.000,4808.164
58,1,-4.4827,-5.7420,0.350,130,318,18,0,0.892,50,0.00,990,126.44,0,0,10.314(12.893%)(0.000m),16.898(16.898%)(0.000m),32.644(32.644%)(1.355m),100.000(100.000%)(8.571m),76.230(95.288%)(6.025m),10.314(25.785%)(0.034m),40.000(100.000%)(3.214m),5570.727,13219.237
59,1,-6.9501,-5.7612,0.325,152,365,16,0,0.890,55,0.00,1006,158.22,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),32.194(32.194%)(1.307m),17.230(17.230%)(0.000m),10.704(13.380%)(0.000m),40.000(100.000%)(3.214m),10.969(27.422%)(0.104m),7353.618,16335.966
60,1,-7.4459,-5.7849,0.350,187,456,17,0,0.889,60,0.00,1025,182.99,0,0,9.206(11.507%)(0.000m),13.234(13.234%)(0.000m),20.661(20.661%)(0.071m),55.738(55.738%)(3.829m),49.633(62.041%)(3.175m),11.358(28.394%)(0.145m),36.141(90.353%)(2.801m),4977.194,10678.066
61,1,-5.5745,-5.7586,0.359,172,420,21,0,0.887,55,0.00,1043,171.37,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),78.204(78.204%)(6.236m),26.168(26.168%)(0.661m),12.657(15.821%)(0.000m),40.000(100.000%)(3.214m),9.875(24.688%)(0.000m),6619.522,12527.646
62,1,-6.8968,-5.7768,0.349,472,1191,67,108,0.885,85,0.00,1091,481.62,0,0,22.392(27.990%)(0.256m),46.532(46.532%)(2.843m),100.000(100.000%)(8.571m),34.000(34.000%)(1.500m),20.000(25.000%)(0.000m),15.900(39.751%)(0.632m),10.000(25.000%)(0.000m),2268.849,10027.906
63,1,-6.3482,-5.8093,0.434,105,257,18,0,0.883,45,0.00,1102,99.85,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),28.830(28.830%)(0.946m),16.135(16.135%)(0.000m),10.279(12.849%)(0.000m),40.000(100.000%)(3.214m),10.928(27.319%)(0.099m),4998.650,15109.031
64,1,-3.3098,-5.7408,0.443,254,628,17,0,0.882,70,0.00,1128,251.11,0,0,62.000(77.500%)(4.500m),65.000(65.000%)(4.821m),33.592(33.592%)(1.456m),17.389(17.389%)(0.000m),10.614(13.267%)(0.000m),40.000(100.000%)(3.214m),10.614(26.535%)(0.066m),3232.805,10950.071
65,1,-6.3895,-5.7572,0.414,184,454,16,0,0.880,60,0.00,1147,193.47,0,0,10.494(13.117%)(0.000m),16.340(16.340%)(0.000m),28.798(28.798%)(0.943m),86.000(86.000%)(7.071m),55.324(69.155%)(3.785m),11.293(28.233%)(0.139m),40.000(100.000%)(3.214m),4316.243,10430.379
66,1,-5.7019,-5.7488,0.464,78,188,17,0,0.878,35,0.00,1155,88.02,0,0,8.863(11.078%)(0.000m),11.911(11.911%)(0.000m),17.067(17.067%)(0.000m),34.201(34.201%)(1.522m),76.230(95.288%)(6.025m),12.612(31.529%)(0.280m),40.000(100.000%)(3.214m),6307.026,15316.616
67,1,-5.1316,-5.7003,0.448,173,446,18,0,0.876,60,0.00,1173,185.06,0,0,9.304(11.629%)(0.000m),12.876(12.876%)(0.000m),19.121(19.121%)(0.000m),42.795(42.795%)(2.442m),48.759(60.949%)(3.081m),12.395(30.987%)(0.257m),35.431(88.577%)(2.725m),2442.241,6307.985
68,1,-6.6449,-5.7212,0.459,415,1043,16,17,0.874,80,0.00,1215,424.44,0,0,12.563(15.704%)(0.000m),25.974(25.974%)(0.640m),76.000(76.000%)(6.000m),45.000(45.000%)(2.679m),27.000(33.750%)(0.750m),9.802(24.505%)(0.000m),31.000(77.500%)(2.250m),3014.652,13613.268
69,1,-5.6935,-5.7275,0.462,153,383,17,0,0.873,55,0.00,1231,158.23,0,0,78.639(98.299%)(6.283m),95.000(95.000%)(8.036m),38.173(38.173%)(1.947m),18.676(18.676%)(0.000m),11.086(13.857%)(0.000m),40.000(100.000%)(3.214m),10.687(26.717%)(0.074m),6627.829,12146.955
70,1,-5.3049,-5.7395,0.550,293,735,19,0,0.871,70,0.00,1261,304.84,0,0,43.000(53.750%)(2.464m),48.000(48.000%)(3.000m),51.631(51.631%)(3.389m),21.215(21.215%)(0.130m),11.704(14.630%)(0.000m),40.000(100.000%)(3.214m),10.353(25.882%)(0.038m),2361.626,6877.909
71,1,-4.8590,-5.7261,0.543,230,590,16,0,0.869,65,0.00,1284,246.65,0,0,53.000(66.250%)(3.536m),83.000(83.000%)(6.750m),50.125(50.125%)(3.228m),20.596(20.596%)(0.064m),11.362(14.203%)(0.000m),40.000(100.000%)(3.214m),10.051(25.127%)(0.005m),5582.755,10419.974
72,1,-5.3227,-5.6913,0.551,253,628,21,0,0.867,65,0.00,1310,273.78,0,0,63.000(78.750%)(4.607m),65.000(65.000%)(4.821m),32.390(32.390%)(1.328m),16.766(16.766%)(0.000m),10.234(12.793%)(0.000m),40.000(100.000%)(3.214m),10.234(25.585%)(0.025m),2787.097,7581.815
73,1,-8.8271,-5.7707,0.579,281,697,22,0,0.866,70,0.00,1339,299.94,0,0,11.210(14.012%)(0.000m),20.092(20.092%)(0.010m),47.464(47.464%)(2.943m),55.804(55.804%)(3.836m),26.935(33.669%)(0.743m),10.039(25.097%)(0.004m),19.214(48.035%)(0.987m),3010.350,12001.017
74,1,-4.6046,-5.7478,0.591,120,297,18,0,0.864,50,0.00,1351,136.56,0,0,10.261(12.826%)(0.000m),15.492(15.492%)(0.000m),25.981(25.981%)(0.641m),100.000(100.000%)(8.571m),67.642(84.553%)(5.105m),11.600(28.999%)(0.171m),40.000(100.000%)(3.214m),4696.820,11857.386
75,1,-6.2047,-5.7684,0.653,331,850,16,58,0.862,75,0.00,1385,343.23,0,0,23.000(28.750%)(0.321m),37.000(37.000%)(1.821m),34.244(34.244%)(1.526m),17.412(17.412%)(0.000m),10.532(13.165%)(0.000m),33.000(82.500%)(2.464m),10.404(26.009%)(0.043m),2765.913,10630.195
76,1,-6.0113,-5.7311,0.698,193,490,24,0,0.861,60,0.00,1405,203.54,0,0,10.622(13.278%)(0.000m),17.403(17.403%)(0.000m),33.619(33.619%)(1.459m),74.000(74.000%)(5.786m),50.421(63.026%)(3.259m),10.622(26.556%)(0.067m),36.804(92.010%)(2.872m),2762.623,7624.353
77,1,-5.2813,-5.6989,0.730,126,313,16,0,0.859,50,0.00,1418,137.56,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),28.728(28.728%)(0.935m),16.300(16.300%)(0.000m),10.468(13.085%)(0.000m),40.000(100.000%)(3.214m),11.266(28.164%)(0.136m),6379.997,12612.281
78,1,-3.7419,-5.7086,0.732,142,398,15,0,0.857,60,0.00,1433,154.95,0,0,56.000(70.000%)(3.857m),77.000(77.000%)(6.107m),44.758(44.758%)(2.653m),19.482(19.482%)(0.000m),10.989(13.736%)(0.000m),40.000(100.000%)(3.214m),9.963(24.908%)(0.000m),3992.944,6982.470
79,1,-2.3805,-5.6659,0.745,164,463,33,0,0.855,65,0.00,1450,179.94,0,0,49.000(61.250%)(3.107m),92.000(92.000%)(7.714m),100.000(100.000%)(8.571m),28.412(28.412%)(0.901m),13.045(16.306%)(0.000m),40.000(100.000%)(3.214m),9.665(24.163%)(0.000m),3646.744,6981.528
80,1,-7.6016,-5.6593,0.802,241,610,20,0,0.854,65,0.00,1475,251.75,0,0,39.401(49.251%)(2.079m),73.133(73.133%)(5.693m),48.083(48.083%)(3.009m),20.354(20.354%)(0.038m),11.356(14.195%)(0.000m),28.566(71.415%)(1.989m),10.170(25.424%)(0.018m),2457.286,12611.446
81,1,-5.1176,-5.6417,0.800,144,388,14,0,0.852,55,0.00,1490,160.70,0,0,65.000(81.250%)(4.821m),75.000(75.000%)(5.893m),30.557(30.557%)(1.131m),16.859(16.859%)(0.000m),10.652(13.316%)(0.000m),40.000(100.000%)(3.214m),11.186(27.966%)(0.127m),3010.189,7013.642
82,1,-7.6148,-5.6854,0.759,158,380,18,0,0.850,55,0.00,1506,173.74,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),26.471(26.471%)(0.693m),15.412(15.412%)(0.000m),10.054(12.568%)(0.000m),40.000(100.000%)(3.214m),11.090(27.724%)(0.117m),8141.667,19438.456
83,1,-5.8254,-5.7134,0.845,96,234,19,0,0.849,45,0.00,1516,103.29,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),62.434(62.434%)(4.546m),23.311(23.311%)(0.355m),11.940(14.925%)(0.000m),40.000(100.000%)(3.214m),9.801(24.502%)(0.000m),8405.946,16222.328
84,1,-4.8759,-5.7003,0.851,238,629,5,23,0.847,70,0.00,1540,244.24,0,0,30.000(37.500%)(1.071m),21.000(21.000%)(0.107m),27.000(27.000%)(0.750m),83.000(83.000%)(6.750m),47.366(59.208%)(2.932m),33.504(83.760%)(2.518m),34.412(86.031%)(2.616m),0.000,5228.312
85,1,-5.6290,-5.7319,0.715,107,265,13,0,0.845,45,0.00,1551,116.02,0,0,12.033(15.041%)(0.000m),23.815(23.815%)(0.409m),63.118(63.118%)(4.620m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),9.753(24.382%)(0.000m),40.000(100.000%)(3.214m),7144.355,14287.925
