episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc
1,1,-4.1714,-4.1714,0.000,125,341,17,0,1.000,55,0.00,13,56.17,0,0,69.098(86.372%)(5.260m),100.000(100.000%)(8.571m),75.961(75.961%)(5.996m),28.784(28.784%)(0.941m),13.220(16.525%)(0.000m),40.000(100.000%)(3.214m),9.667(24.169%)(0.000m),2711.391,6958.862
2,1,-5.4662,-4.8188,0.000,106,261,18,0,0.998,45,0.00,24,46.19,0,0,10.363(12.954%)(0.000m),16.401(16.401%)(0.000m),29.727(29.727%)(1.042m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.883(27.207%)(0.095m),40.000(100.000%)(3.214m),6295.919,13171.426
3,1,-5.9125,-5.1834,0.000,91,225,20,0,0.996,40,0.00,34,41.05,0,0,10.275(12.844%)(0.000m),15.631(15.631%)(0.000m),26.523(26.523%)(0.699m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),11.474(28.685%)(0.158m),40.000(100.000%)(3.214m),5205.306,12073.983
4,1,-6.7770,-5.5818,0.000,129,314,17,0,0.994,50,0.00,47,56.08,0,0,78.639(98.299%)(6.283m),49.081(49.081%)(3.116m),19.534(19.534%)(0.000m),12.735(12.735%)(0.000m),8.975(11.219%)(0.000m),40.000(100.000%)(3.214m),11.357(28.393%)(0.145m),6636.837,12122.944
5,1,-4.6016,-5.3857,0.000,115,296,17,0,0.992,50,0.00,59,50.73,0,0,9.849(12.311%)(0.000m),15.459(15.459%)(0.000m),27.622(27.622%)(0.817m),100.000(100.000%)(8.571m),76.230(95.288%)(6.025m),10.470(26.174%)(0.050m),40.000(100.000%)(3.214m),3983.578,9336.770
6,1,-5.1485,-5.3462,0.000,205,501,22,0,0.990,60,0.00,80,93.22,0,0,62.895(78.619%)(4.596m),92.000(92.000%)(7.714m),40.309(40.309%)(2.176m),18.894(18.894%)(0.000m),10.997(13.746%)(0.000m),40.000(100.000%)(3.214m),10.344(25.861%)(0.037m),4542.637,12061.447
7,1,-8.0150,-5.7275,0.000,114,272,18,0,0.988,45,0.00,92,49.31,0,0,11.447(14.309%)(0.000m),20.749(20.749%)(0.080m),50.499(50.499%)(3.268m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.126(25.314%)(0.013m),40.000(100.000%)(3.214m),11226.292,19006.534
8,1,-4.9945,-5.6358,0.000,121,310,14,0,0.986,50,0.00,105,55.12,0,0,10.794(13.492%)(0.000m),17.526(17.526%)(0.000m),33.286(33.286%)(1.423m),100.000(100.000%)(8.571m),76.230(95.288%)(6.025m),10.926(27.316%)(0.099m),40.000(100.000%)(3.214m),3912.280,8835.862
9,1,-4.8109,-5.5442,0.000,118,291,18,0,0.984,50,0.00,117,50.90,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),56.711(56.711%)(3.933m),21.812(21.812%)(0.194m),11.755(14.694%)(0.000m),40.000(100.000%)(3.214m),10.143(25.358%)(0.015m),6361.709,13253.884
10,1,-8.2061,-5.8104,0.000,362,912,43,0,0.982,80,0.00,154,152.85,0,0,11.333(14.166%)(0.000m),20.091(20.091%)(0.010m),46.157(46.157%)(2.803m),47.000(47.000%)(2.893m),33.920(42.401%)(1.491m),10.275(25.687%)(0.029m),24.351(60.877%)(1.538m),2082.608,9132.691
11,1,-6.3982,-5.8638,0.000,335,837,68,36,0.980,75,0.00,188,248.18,0,0,24.000(30.000%)(0.429m),20.000(20.000%)(0.000m),21.000(21.000%)(0.107m),36.000(36.000%)(1.714m),55.790(69.738%)(3.835m),22.605(56.512%)(1.350m),40.000(100.000%)(3.214m),0.000,8269.310
12,1,-5.6234,-5.8438,0.000,214,573,33,9,0.978,70,0.00,210,96.64,0,0,50.804(63.505%)(3.300m),92.997(92.997%)(7.821m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),25.000(31.250%)(0.536m),37.202(93.006%)(2.915m),40.000(100.000%)(3.214m),0.000,5598.503
13,1,-5.3959,-5.8093,0.000,180,485,19,0,0.976,65,0.00,228,81.57,0,0,46.403(58.004%)(2.829m),45.668(45.668%)(2.750m),18.765(18.765%)(0.000m),12.337(12.337%)(0.000m),8.750(10.938%)(0.000m),33.794(84.485%)(2.549m),11.215(28.038%)(0.130m),1325.190,5736.059
14,1,-11.0587,-6.1843,0.000,382,939,65,32,0.974,75,0.00,267,166.95,0,0,32.913(41.141%)(1.384m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),21.000(21.000%)(0.107m),55.854(69.817%)(3.841m),23.655(59.138%)(1.463m),40.000(100.000%)(3.214m),0.000,8978.454
15,1,-5.8414,-6.1614,0.000,68,166,19,0,0.972,35,0.00,274,28.66,0,0,78.639(98.299%)(6.283m),46.054(46.054%)(2.792m),18.923(18.923%)(0.000m),12.441(12.441%)(0.000m),8.824(11.030%)(0.000m),40.000(100.000%)(3.214m),11.310(28.274%)(0.140m),6636.837,15851.975
16,1,-6.6040,-6.1891,0.000,139,335,16,0,0.970,50,0.00,288,63.62,0,0,10.369(12.961%)(0.000m),15.773(15.773%)(0.000m),26.764(26.764%)(0.725m),100.000(100.000%)(8.571m),64.664(80.830%)(4.785m),11.578(28.946%)(0.169m),40.000(100.000%)(3.214m),7741.164,12975.464
17,1,-5.3805,-6.1415,0.000,114,278,20,0,0.968,45,0.00,300,53.53,0,0,10.341(12.927%)(0.000m),15.614(15.614%)(0.000m),26.185(26.185%)(0.663m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),11.691(29.228%)(0.181m),40.000(100.000%)(3.214m),4817.882,13241.899
18,1,-5.6505,-6.1142,0.000,83,206,16,0,0.967,40,0.00,309,37.14,0,0,9.157(11.447%)(0.000m),12.674(12.674%)(0.000m),18.821(18.821%)(0.000m),42.123(42.123%)(2.370m),77.067(96.334%)(6.114m),12.200(30.500%)(0.236m),40.000(100.000%)(3.214m),6364.533,11618.127
19,1,-8.0772,-6.2176,0.000,162,394,15,0,0.965,55,0.00,326,73.64,0,0,10.330(12.913%)(0.000m),15.835(15.835%)(0.000m),27.198(27.198%)(0.771m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),11.394(28.485%)(0.149m),40.000(100.000%)(3.214m),7586.945,11417.451
20,1,-6.4248,-6.2279,0.000,95,228,15,0,0.963,40,0.00,336,41.87,0,0,78.639(98.299%)(6.283m),68.766(68.766%)(5.225m),23.455(23.455%)(0.370m),14.744(14.744%)(0.000m),10.119(12.649%)(0.000m),40.000(100.000%)(3.214m),12.174(30.436%)(0.233m),8768.278,16905.057
21,1,-6.1228,-6.2229,0.000,217,530,84,0,0.961,65,0.00,358,96.59,0,0,11.635(14.544%)(0.000m),21.854(21.854%)(0.199m),58.957(58.957%)(4.174m),91.000(91.000%)(7.607m),76.230(95.288%)(6.025m),9.916(24.790%)(0.000m),40.000(100.000%)(3.214m),8091.150,17103.356
22,1,-6.3326,-6.2279,0.000,93,234,16,0,0.959,45,0.00,368,41.10,0,0,78.639(98.299%)(6.283m),78.853(78.853%)(6.306m),24.356(24.356%)(0.467m),15.007(15.007%)(0.000m),10.157(12.697%)(0.000m),40.000(100.000%)(3.214m),11.918(29.796%)(0.206m),4242.784,14423.896
23,1,-5.3956,-6.1917,0.000,102,278,15,0,0.957,50,0.00,379,49.73,0,0,10.717(13.396%)(0.000m),17.883(17.883%)(0.000m),35.837(35.837%)(1.697m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.458(26.144%)(0.049m),40.000(100.000%)(3.214m),3032.157,6897.340
24,1,-6.3489,-6.1983,0.000,98,240,13,0,0.955,45,0.00,389,44.77,0,0,12.351(15.438%)(0.000m),24.791(24.791%)(0.513m),64.622(64.622%)(4.781m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),9.885(24.712%)(0.000m),40.000(100.000%)(3.214m),6636.837,16404.223
25,1,-5.0259,-6.1514,0.000,101,247,17,0,0.953,45,0.00,400,43.77,0,0,78.639(98.299%)(6.283m),51.597(51.597%)(3.385m),20.535(20.535%)(0.057m),13.388(13.388%)(0.000m),9.435(11.794%)(0.000m),40.000(100.000%)(3.214m),11.940(29.849%)(0.208m),6482.923,12283.468
26,1,-7.2996,-6.1955,0.000,186,452,17,0,0.951,60,0.00,419,86.56,0,0,10.175(12.718%)(0.000m),15.843(15.843%)(0.000m),27.922(27.922%)(0.849m),90.122(90.122%)(7.513m),49.245(61.556%)(3.133m),10.950(27.374%)(0.102m),36.093(90.233%)(2.796m),4878.187,11346.038
27,1,-5.9015,-6.1846,0.000,80,200,16,0,0.949,40,0.00,427,36.28,0,0,9.895(12.369%)(0.000m),14.941(14.941%)(0.000m),25.056(25.056%)(0.542m),98.327(98.327%)(8.392m),77.067(96.334%)(6.114m),11.187(27.967%)(0.127m),40.000(100.000%)(3.214m),5247.966,13732.799
28,1,-5.0737,-6.1450,0.000,124,317,16,0,0.947,50,0.00,440,54.02,0,0,10.241(12.801%)(0.000m),15.462(15.462%)(0.000m),25.930(25.930%)(0.635m),93.000(93.000%)(7.821m),77.067(96.334%)(6.114m),11.577(28.943%)(0.169m),40.000(100.000%)(3.214m),3399.537,10388.884
29,1,-4.6045,-6.0918,0.000,403,994,60,0,0.945,80,0.00,481,182.66,0,0,12.663(15.828%)(0.000m),26.179(26.179%)(0.662m),79.000(79.000%)(6.321m),60.000(60.000%)(4.286m),36.000(45.000%)(1.714m),9.879(24.699%)(0.000m),40.000(100.000%)(3.214m),3086.496,9380.222
30,1,-6.3133,-6.0992,0.000,102,254,15,0,0.944,45,0.00,492,47.29,0,0,10.066(12.582%)(0.000m),15.430(15.430%)(0.000m),26.502(26.502%)(0.697m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),11.102(27.756%)(0.118m),40.000(100.000%)(3.214m),7036.030,12468.623
31,1,-5.6393,-6.0844,0.000,152,368,18,0,0.942,55,0.00,508,70.46,0,0,9.564(11.954%)(0.000m),13.659(13.659%)(0.000m),21.133(21.133%)(0.121m),54.948(54.948%)(3.744m),61.761(77.202%)(4.474m),11.949(29.874%)(0.209m),40.000(100.000%)(3.214m),6987.486,10961.773
32,1,-5.7578,-6.0742,1.502,110,268,17,0,0.940,45,0.00,519,274.71,0,0,78.639(98.299%)(6.283m),96.870(96.870%)(8.236m),24.685(24.685%)(0.502m),14.719(14.719%)(0.000m),9.749(12.186%)(0.000m),40.000(100.000%)(3.214m),11.021(27.553%)(0.109m),6502.158,15482.456
33,1,-6.2210,-6.0786,1.406,84,205,17,0,0.938,40,0.00,528,130.62,0,0,9.322(11.652%)(0.000m),13.676(13.676%)(0.000m),21.971(21.971%)(0.211m),67.535(67.535%)(5.093m),77.067(96.334%)(6.114m),11.075(27.688%)(0.115m),40.000(100.000%)(3.214m),6508.946,15093.770
34,1,-3.8032,-6.0117,1.303,145,426,36,9,0.936,60,0.00,543,178.94,0,0,55.396(69.246%)(3.792m),81.000(81.000%)(6.536m),24.000(24.000%)(0.429m),19.000(19.000%)(0.000m),22.000(27.500%)(0.214m),40.000(100.000%)(3.214m),40.000(100.000%)(3.214m),0.000,3073.229
35,1,-4.9736,-5.9820,0.855,136,330,17,0,0.934,50,0.00,557,139.36,0,0,9.888(12.361%)(0.000m),14.930(14.930%)(0.000m),25.038(25.038%)(0.540m),98.257(98.257%)(8.385m),67.642(84.553%)(5.105m),11.179(27.948%)(0.126m),40.000(100.000%)(3.214m),7236.480,12493.564
36,1,-4.8721,-5.9512,0.437,80,207,17,0,0.932,40,0.00,565,78.64,0,0,10.033(12.541%)(0.000m),15.148(15.148%)(0.000m),25.403(25.403%)(0.579m),99.688(99.688%)(8.538m),77.067(96.334%)(6.114m),11.342(28.355%)(0.144m),40.000(100.000%)(3.214m),5225.411,8652.832
37,1,-4.4696,-5.9112,0.312,104,279,14,0,0.930,50,0.00,576,118.90,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),34.156(34.156%)(1.517m),17.681(17.681%)(0.000m),10.792(13.490%)(0.000m),40.000(100.000%)(3.214m),10.792(26.980%)(0.085m),4604.958,7561.146
38,1,-4.0984,-5.8635,0.297,155,449,27,12,0.929,65,0.00,592,181.38,0,0,21.000(26.250%)(0.107m),24.000(24.000%)(0.429m),33.000(33.000%)(1.393m),67.719(67.719%)(5.113m),43.142(53.928%)(2.480m),33.205(83.011%)(2.486m),40.000(100.000%)(3.214m),0.000,4262.276
39,1,-6.1568,-5.8710,0.264,134,325,16,0,0.927,50,0.00,606,142.66,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),43.052(43.052%)(2.470m),19.716(19.716%)(0.000m),11.359(14.199%)(0.000m),40.000(100.000%)(3.214m),10.555(26.387%)(0.059m),7738.795,13749.508
40,1,-4.8214,-5.8447,0.190,242,612,15,0,0.925,70,0.00,631,244.67,0,0,10.016(12.520%)(0.000m),14.903(14.903%)(0.000m),24.444(24.444%)(0.476m),61.000(61.000%)(4.393m),56.000(70.000%)(3.857m),11.607(29.017%)(0.172m),40.000(100.000%)(3.214m),2350.660,6738.007
41,1,-6.4163,-5.8587,0.164,88,212,22,0,0.923,40,0.00,640,86.09,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),26.584(26.584%)(0.705m),15.477(15.477%)(0.000m),10.097(12.621%)(0.000m),40.000(100.000%)(3.214m),11.137(27.842%)(0.122m),8061.103,16332.842
42,1,-4.3093,-5.8218,0.139,275,676,19,0,0.921,70,0.00,668,278.07,0,0,9.947(12.434%)(0.000m),15.019(15.019%)(0.000m),25.187(25.187%)(0.556m),64.000(64.000%)(4.714m),58.266(72.833%)(4.100m),11.246(28.114%)(0.133m),40.000(100.000%)(3.214m),2230.223,7349.906
43,1,-4.5211,-5.7915,0.127,105,267,16,0,0.919,45,0.00,679,105.37,0,0,9.059(11.324%)(0.000m),12.773(12.773%)(0.000m),19.427(19.427%)(0.000m),47.282(47.282%)(2.923m),76.230(95.288%)(6.025m),11.611(29.028%)(0.173m),40.000(100.000%)(3.214m),3887.562,9048.473
44,1,-6.2526,-5.8020,0.142,171,415,19,0,0.918,55,0.00,697,171.83,0,0,77.786(97.233%)(6.191m),99.000(99.000%)(8.464m),33.317(33.317%)(1.427m),17.246(17.246%)(0.000m),10.527(13.159%)(0.000m),40.000(100.000%)(3.214m),10.527(26.317%)(0.056m),7243.060,14013.504
45,1,-6.1866,-5.8106,0.131,81,194,23,0,0.916,40,0.00,706,84.67,0,0,10.817(13.522%)(0.000m),17.565(17.565%)(0.000m),33.360(33.360%)(1.431m),100.000(100.000%)(8.571m),76.230(95.288%)(6.025m),10.951(27.376%)(0.102m),40.000(100.000%)(3.214m),8387.361,16962.142
46,1,-5.3352,-5.8002,0.133,158,383,20,0,0.914,55,0.00,722,156.48,0,0,11.440(14.300%)(0.000m),21.227(21.227%)(0.131m),55.191(55.191%)(3.770m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),9.871(24.679%)(0.000m),40.000(100.000%)(3.214m),6342.456,14283.060
47,1,-3.4474,-5.7502,0.140,209,512,20,0,0.912,60,0.00,743,206.87,0,0,65.968(82.459%)(4.925m),88.000(88.000%)(7.286m),48.298(48.298%)(3.032m),20.445(20.445%)(0.048m),11.407(14.258%)(0.000m),40.000(100.000%)(3.214m),10.215(25.538%)(0.023m),5241.588,10704.237
48,1,-5.1785,-5.7383,0.136,131,336,18,0,0.910,50,0.00,757,137.04,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),34.394(34.394%)(1.542m),17.488(17.488%)(0.000m),10.578(13.222%)(0.000m),40.000(100.000%)(3.214m),10.449(26.124%)(0.048m),3350.774,9569.791
49,1,-4.8662,-5.7205,0.160,274,715,36,0,0.908,75,0.00,785,271.27,0,0,12.291(15.364%)(0.000m),23.997(23.997%)(0.428m),73.762(73.762%)(5.760m),50.000(50.000%)(3.214m),34.000(42.500%)(1.500m),10.089(25.222%)(0.010m),40.000(100.000%)(3.214m),1306.139,6915.641
50,1,-4.9670,-5.7054,0.160,234,595,16,0,0.907,65,0.00,809,234.55,0,0,11.064(13.830%)(0.000m),19.204(19.204%)(0.000m),41.933(41.933%)(2.350m),70.000(70.000%)(5.357m),52.115(65.143%)(3.441m),10.281(25.701%)(0.030m),38.269(95.672%)(3.029m),2341.945,8575.149
51,1,-4.6679,-5.7153,0.169,234,617,23,0,0.905,70,0.00,833,234.89,0,0,11.165(13.957%)(0.000m),20.239(20.239%)(0.026m),49.256(49.256%)(3.135m),87.000(87.000%)(7.179m),42.000(52.500%)(2.357m),9.876(24.691%)(0.000m),40.000(100.000%)(3.214m),4300.242,8006.841
52,1,-7.1592,-5.7492,0.165,256,640,17,0,0.903,70,0.00,859,254.44,0,0,11.006(13.758%)(0.000m),18.723(18.723%)(0.000m),39.074(39.074%)(2.044m),61.000(61.000%)(4.393m),41.687(52.109%)(2.324m),10.481(26.202%)(0.051m),30.102(75.254%)(2.154m),2994.710,8979.956
53,1,-6.2261,-5.7555,0.168,86,209,18,0,0.901,40,0.00,868,84.92,0,0,10.266(12.832%)(0.000m),15.984(15.984%)(0.000m),28.172(28.172%)(0.876m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),11.048(27.619%)(0.112m),40.000(100.000%)(3.214m),6636.837,15724.239
54,1,-7.9955,-5.7798,0.176,332,822,59,0,0.899,75,0.00,902,328.67,0,0,43.000(53.750%)(2.464m),45.000(45.000%)(2.679m),48.000(48.000%)(3.000m),21.826(21.826%)(0.196m),11.762(14.703%)(0.000m),40.000(100.000%)(3.214m),10.150(25.375%)(0.016m),1881.900,10120.285
55,1,-6.3267,-5.8143,0.187,237,577,20,0,0.898,65,0.00,926,286.59,0,0,11.640(14.549%)(0.000m),21.098(21.098%)(0.118m),51.348(51.348%)(3.359m),86.000(86.000%)(7.071m),55.945(69.931%)(3.851m),10.296(25.740%)(0.032m),40.000(100.000%)(3.214m),5105.160,9920.372
56,1,-5.9117,-5.8296,0.201,97,243,19,0,0.896,45,0.00,936,132.19,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),43.564(43.564%)(2.525m),19.465(19.465%)(0.000m),11.098(13.872%)(0.000m),40.000(100.000%)(3.214m),10.186(25.466%)(0.020m),8606.951,13165.710
57,1,-2.7168,-5.7236,0.180,302,760,16,0,0.894,75,0.00,967,315.71,0,0,45.000(56.250%)(2.679m),52.000(52.000%)(3.429m),49.225(49.225%)(3.131m),20.226(20.226%)(0.024m),11.158(13.948%)(0.000m),40.000(100.000%)(3.214m),9.870(24.675%)(0.000m),1716.486,7099.863
58,1,-5.9167,-5.7421,0.180,73,180,16,0,0.892,35,0.00,975,88.77,0,0,10.066(12.582%)(0.000m),15.550(15.550%)(0.000m),27.048(27.048%)(0.755m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.966(27.416%)(0.104m),40.000(100.000%)(3.214m),6630.095,13992.714
59,1,-5.8899,-5.7637,0.165,136,335,19,0,0.890,50,0.00,989,148.33,0,0,11.116(13.894%)(0.000m),19.294(19.294%)(0.000m),42.129(42.129%)(2.371m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.329(25.822%)(0.035m),40.000(100.000%)(3.214m),5138.831,16039.124
60,1,-6.6003,-5.7315,0.163,95,230,16,0,0.889,40,0.00,999,99.49,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),40.205(40.205%)(2.165m),18.846(18.846%)(0.000m),10.969(13.711%)(0.000m),40.000(100.000%)(3.214m),10.318(25.795%)(0.034m),6496.388,17345.584
61,1,-5.9519,-5.7226,0.153,131,320,23,0,0.887,50,0.00,1013,145.12,0,0,11.427(14.284%)(0.000m),20.482(20.482%)(0.052m),48.386(48.386%)(3.041m),100.000(100.000%)(8.571m),67.642(84.553%)(5.105m),10.234(25.584%)(0.025m),40.000(100.000%)(3.214m),4756.199,14346.041
62,1,-3.1414,-5.6730,0.162,185,510,14,0,0.885,65,0.00,1032,211.45,0,0,38.000(47.500%)(1.929m),45.000(45.000%)(2.679m),22.007(22.007%)(0.215m),13.834(13.834%)(0.000m),9.494(11.868%)(0.000m),40.000(100.000%)(3.214m),11.423(28.556%)(0.152m),769.330,3890.113
63,1,-6.8095,-5.7013,0.164,136,329,19,0,0.883,50,0.00,1046,148.90,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),41.761(41.761%)(2.332m),19.125(19.125%)(0.000m),11.018(13.773%)(0.000m),40.000(100.000%)(3.214m),10.238(25.596%)(0.026m),6015.003,14435.690
64,1,-7.0133,-5.6203,0.146,251,637,47,0,0.882,70,0.00,1072,272.50,0,0,18.857(23.572%)(0.000m),38.618(38.618%)(1.995m),26.536(26.536%)(0.700m),15.639(15.639%)(0.000m),10.280(12.851%)(0.000m),13.331(33.327%)(0.357m),11.480(28.699%)(0.159m),1889.494,11854.173
65,1,-3.4249,-5.5720,0.156,328,871,19,33,0.880,80,0.00,1105,344.77,0,0,12.000(15.000%)(0.000m),60.000(60.000%)(4.286m),78.000(78.000%)(6.214m),54.628(54.628%)(3.710m),26.270(32.837%)(0.672m),10.000(25.000%)(0.000m),18.643(46.608%)(0.926m),1495.997,6166.377
66,1,-6.9059,-5.5781,0.241,100,239,21,0,0.878,45,0.00,1115,101.56,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),32.412(32.412%)(1.330m),16.778(16.778%)(0.000m),10.241(12.801%)(0.000m),40.000(100.000%)(3.214m),10.241(25.603%)(0.026m),8250.746,16888.967
67,1,-6.4613,-5.5997,0.218,136,339,15,0,0.876,50,0.00,1129,147.51,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),39.908(39.908%)(2.133m),19.122(19.122%)(0.000m),11.241(14.051%)(0.000m),40.000(100.000%)(3.214m),10.704(26.761%)(0.075m),8442.905,13617.864
68,1,-4.9101,-5.5849,0.216,186,455,27,0,0.874,60,0.00,1148,197.07,0,0,11.867(14.834%)(0.000m),22.571(22.571%)(0.275m),63.368(63.368%)(4.647m),95.000(95.000%)(8.036m),77.067(96.334%)(6.114m),9.988(24.971%)(0.000m),40.000(100.000%)(3.214m),6350.763,15475.137
69,1,-3.6692,-5.4967,0.192,146,406,16,0,0.873,60,0.00,1163,162.66,0,0,11.885(14.856%)(0.000m),22.604(22.604%)(0.279m),63.460(63.460%)(4.656m),83.000(83.000%)(6.750m),56.000(70.000%)(3.857m),10.003(25.007%)(0.000m),40.000(100.000%)(3.214m),2221.375,5044.691
70,1,-4.0781,-5.4498,0.200,151,401,16,0,0.871,60,0.00,1179,193.53,0,0,10.387(12.984%)(0.000m),17.018(17.018%)(0.000m),32.875(32.875%)(1.379m),88.000(88.000%)(7.286m),67.000(83.750%)(5.036m),10.387(25.968%)(0.041m),40.000(100.000%)(3.214m),4009.902,8114.175
71,1,-4.1956,-5.4112,0.212,137,373,16,0,0.869,55,0.00,1193,223.83,0,0,67.000(83.750%)(5.036m),81.000(81.000%)(6.536m),33.768(33.768%)(1.475m),17.480(17.480%)(0.000m),10.669(13.337%)(0.000m),40.000(100.000%)(3.214m),10.669(26.673%)(0.072m),4379.162,7423.649
72,1,-8.5978,-5.4565,0.186,275,673,21,0,0.867,70,0.00,1221,307.00,0,0,33.117(41.396%)(1.405m),68.467(68.467%)(5.193m),28.244(28.244%)(0.883m),15.807(15.807%)(0.000m),10.070(12.588%)(0.000m),23.831(59.577%)(1.482m),10.706(26.764%)(0.076m),3284.391,14589.841
73,1,-4.5755,-5.4401,0.207,142,367,19,0,0.866,55,0.00,1236,155.39,0,0,69.057(86.321%)(5.256m),87.000(87.000%)(7.179m),25.175(25.175%)(0.555m),14.657(14.657%)(0.000m),9.562(11.953%)(0.000m),40.000(100.000%)(3.214m),10.547(26.367%)(0.059m),2432.217,7978.420
74,1,-4.4653,-5.4025,0.177,124,319,17,0,0.864,50,0.00,1249,143.29,0,0,78.639(98.299%)(6.283m),57.645(57.645%)(4.033m),20.532(20.532%)(0.057m),13.031(13.031%)(0.000m),9.004(11.255%)(0.000m),40.000(100.000%)(3.214m),10.970(27.424%)(0.104m),3719.807,7770.167
75,1,-4.6789,-5.3955,0.215,119,298,16,0,0.862,50,0.00,1261,126.65,0,0,10.870(13.588%)(0.000m),17.971(17.971%)(0.000m),35.344(35.344%)(1.644m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.738(26.845%)(0.079m),40.000(100.000%)(3.214m),5650.155,10430.639
76,1,-5.1575,-5.3527,0.215,104,272,14,0,0.861,45,0.00,1272,125.82,0,0,11.229(14.036%)(0.000m),19.491(19.491%)(0.000m),42.560(42.560%)(2.417m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.434(26.085%)(0.047m),40.000(100.000%)(3.214m),5158.075,9680.588
77,1,-6.0755,-5.3562,0.189,73,177,17,0,0.859,35,0.00,1280,82.93,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),26.226(26.226%)(0.667m),15.077(15.077%)(0.000m),9.760(12.200%)(0.000m),40.000(100.000%)(3.214m),10.633(26.583%)(0.068m),8475.780,15728.313
78,1,-6.3044,-5.3808,0.207,155,383,17,0,0.857,55,0.00,1296,181.83,0,0,10.865(13.581%)(0.000m),17.800(17.800%)(0.000m),34.387(34.387%)(1.542m),96.000(96.000%)(8.143m),77.067(96.334%)(6.114m),10.865(27.163%)(0.093m),40.000(100.000%)(3.214m),5231.153,16300.211
79,1,-3.3044,-5.3548,0.181,187,458,14,0,0.855,60,0.00,1315,233.81,0,0,12.030(15.038%)(0.000m),23.810(23.810%)(0.408m),64.989(64.989%)(4.820m),96.000(96.000%)(8.143m),67.666(84.582%)(5.107m),9.751(24.377%)(0.000m),40.000(100.000%)(3.214m),6287.715,10676.751
80,1,-8.7821,-5.4041,0.182,380,943,55,35,0.854,75,0.00,1353,455.98,0,0,39.989(49.986%)(2.142m),30.000(30.000%)(1.071m),23.000(23.000%)(0.321m),21.000(21.000%)(0.107m),21.000(26.250%)(0.107m),31.345(78.363%)(2.287m),24.944(62.359%)(1.601m),0.000,7198.489
81,1,-5.8244,-5.4078,0.208,112,281,16,0,0.852,45,0.00,1365,185.22,0,0,12.562(15.702%)(0.000m),25.970(25.970%)(0.640m),71.663(71.663%)(5.535m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),9.801(24.502%)(0.000m),40.000(100.000%)(3.214m),5485.967,12042.010
82,1,-4.9826,-5.3923,0.210,110,282,16,0,0.850,50,0.00,1376,135.11,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),50.618(50.618%)(3.281m),20.798(20.798%)(0.086m),11.474(14.343%)(0.000m),40.000(100.000%)(3.214m),10.150(25.374%)(0.016m),6941.316,11147.993
83,1,-4.3575,-5.3551,0.201,193,498,15,0,0.849,65,0.00,1396,245.49,0,0,10.316(12.895%)(0.000m),15.576(15.576%)(0.000m),26.121(26.121%)(0.656m),76.000(76.000%)(6.000m),61.715(77.144%)(4.469m),11.662(29.156%)(0.178m),40.000(100.000%)(3.214m),1728.496,7256.681
84,1,-5.4642,-5.3883,0.205,142,354,20,0,0.847,55,0.00,1411,178.18,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),50.949(50.949%)(3.316m),20.934(20.934%)(0.100m),11.549(14.436%)(0.000m),40.000(100.000%)(3.214m),10.216(25.540%)(0.023m),4974.195,13659.294
85,1,-5.5383,-5.3996,0.189,80,204,20,0,0.845,40,0.00,1419,94.67,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),49.730(49.730%)(3.185m),20.433(20.433%)(0.046m),11.273(14.091%)(0.000m),40.000(100.000%)(3.214m),9.971(24.928%)(0.000m),5411.842,11304.456
