episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc
502,1,12.2155,-0.3084,0.148,797,2130,137,106,0.367,100,0.40,14173,1335.04,1,1,33.000(41.250%)(1.393m),40.000(40.000%)(2.143m),50.000(50.000%)(3.214m),32.705(32.705%)(1.361m),15.220(19.025%)(0.000m),27.000(67.500%)(1.821m),10.673(26.682%)(0.072m),1107.226,4880.939
503,1,-1.0767,-0.2830,0.140,419,1088,128,15,0.366,85,0.40,14215,662.77,0,0,11.550(14.438%)(0.000m),21.179(21.179%)(0.126m),53.215(53.215%)(3.559m),49.000(49.000%)(3.107m),28.000(35.000%)(0.857m),10.091(25.228%)(0.010m),27.000(67.500%)(1.821m),1336.747,5711.521
504,1,0.0929,-0.2965,0.139,423,1208,119,37,0.365,90,0.40,14258,669.96,0,0,13.000(16.250%)(0.000m),27.000(27.000%)(0.750m),42.000(42.000%)(2.357m),37.409(37.409%)(1.865m),17.821(22.276%)(0.000m),10.000(25.000%)(0.000m),12.537(31.341%)(0.272m),600.425,3915.631
505,1,-0.2978,-0.2670,0.146,483,1229,224,16,0.365,85,0.40,14307,784.20,0,0,12.570(15.712%)(0.000m),25.988(25.988%)(0.642m),39.000(39.000%)(2.036m),36.000(36.000%)(1.714m),32.000(40.000%)(1.286m),9.807(24.518%)(0.000m),27.000(67.500%)(1.821m),862.668,5644.197
506,1,0.3127,-0.2583,0.159,200,557,17,0,0.364,70,0.40,14327,344.97,0,0,41.000(51.250%)(2.250m),61.000(61.000%)(4.393m),50.455(50.455%)(3.263m),20.731(20.731%)(0.078m),11.437(14.296%)(0.000m),40.000(100.000%)(3.214m),10.117(25.292%)(0.013m),1050.245,4892.654
507,1,-0.3625,-0.2218,0.136,373,948,74,4,0.363,80,0.39,14365,598.12,0,0,13.035(16.294%)(0.000m),27.885(27.885%)(0.845m),49.000(49.000%)(3.107m),42.000(42.000%)(2.357m),33.000(41.250%)(1.393m),9.784(24.460%)(0.000m),40.000(100.000%)(3.214m),1046.612,5595.621
508,1,-1.4943,-0.1801,0.147,342,873,59,34,0.362,75,0.39,14400,611.37,0,0,12.797(15.996%)(0.000m),27.027(27.027%)(0.753m),47.000(47.000%)(2.893m),31.000(31.000%)(1.179m),28.000(35.000%)(0.857m),9.731(24.327%)(0.000m),40.000(100.000%)(3.214m),615.840,6459.201
509,1,0.0729,-0.0968,0.162,356,953,102,0,0.362,80,0.39,14436,593.45,0,0,34.000(42.500%)(1.500m),40.000(40.000%)(2.143m),47.000(47.000%)(2.893m),25.638(25.638%)(0.604m),12.401(15.501%)(0.000m),26.000(65.000%)(1.714m),9.675(24.188%)(0.000m),845.063,4400.403
510,1,-1.1118,-0.0667,0.152,488,1369,158,47,0.361,95,0.39,14485,822.48,0,0,13.000(16.250%)(0.000m),50.000(50.000%)(3.214m),55.000(55.000%)(3.750m),38.000(38.000%)(1.929m),18.158(22.698%)(0.000m),10.000(25.000%)(0.000m),12.744(31.859%)(0.294m),232.133,4007.384
511,1,3.3714,0.0529,0.155,302,819,34,8,0.360,80,0.39,14516,528.47,0,0,31.000(38.750%)(1.179m),47.000(47.000%)(2.893m),59.000(59.000%)(4.179m),24.218(24.218%)(0.452m),12.065(15.082%)(0.000m),29.000(72.500%)(2.036m),9.656(24.141%)(0.000m),796.374,4926.408
512,1,-0.9578,0.0939,0.145,387,973,67,18,0.360,80,0.39,14555,664.34,0,0,12.509(15.636%)(0.000m),25.861(25.861%)(0.628m),43.000(43.000%)(2.464m),35.000(35.000%)(1.607m),30.000(37.500%)(1.071m),9.759(24.399%)(0.000m),40.000(100.000%)(3.214m),922.269,5524.474
513,1,-0.6837,0.1113,0.144,358,928,87,39,0.359,80,0.39,14591,543.09,0,0,17.385(21.732%)(0.000m),36.534(36.534%)(1.772m),51.000(51.000%)(3.321m),40.000(40.000%)(2.143m),14.000(17.500%)(0.000m),12.258(30.644%)(0.242m),10.000(25.000%)(0.000m),854.968,5674.127
514,1,0.3546,0.1467,0.156,519,1344,128,64,0.358,90,0.39,14643,742.30,0,0,24.000(30.000%)(0.429m),50.000(50.000%)(3.214m),55.000(55.000%)(3.750m),26.040(26.040%)(0.647m),12.595(15.744%)(0.000m),18.000(45.000%)(0.857m),9.827(24.567%)(0.000m),1108.165,6997.775
515,1,0.4171,0.1967,0.145,393,1011,125,18,0.357,80,0.39,14683,650.61,0,0,18.089(22.612%)(0.000m),37.905(37.905%)(1.918m),55.000(55.000%)(3.750m),42.000(42.000%)(2.357m),12.000(15.000%)(0.000m),12.774(31.934%)(0.297m),10.000(25.000%)(0.000m),1004.715,6587.770
516,1,1.4141,0.2393,0.149,478,1224,229,0,0.357,85,0.39,14731,802.04,0,0,12.614(15.767%)(0.000m),26.078(26.078%)(0.651m),72.000(72.000%)(5.571m),59.000(59.000%)(4.179m),42.000(52.500%)(2.357m),9.841(24.603%)(0.000m),26.000(65.000%)(1.714m),1892.255,7270.614
517,1,2.7191,0.3256,0.148,320,821,54,13,0.356,75,0.39,14763,510.53,0,0,12.651(15.813%)(0.000m),26.155(26.155%)(0.659m),46.000(46.000%)(2.786m),43.000(43.000%)(2.464m),31.000(38.750%)(1.179m),9.870(24.675%)(0.000m),40.000(100.000%)(3.214m),1086.092,5006.305
518,1,-5.4037,0.2177,0.142,696,1773,185,142,0.355,95,0.39,14833,1140.71,0,0,15.004(18.755%)(0.000m),25.000(25.000%)(0.536m),26.000(26.000%)(0.643m),18.338(18.338%)(0.000m),10.780(13.475%)(0.000m),10.548(26.370%)(0.059m),10.265(25.663%)(0.028m),537.716,7504.277
519,1,0.6397,0.2456,0.149,504,1421,52,59,0.355,95,0.39,14884,818.91,0,0,33.000(41.250%)(1.393m),53.000(53.000%)(3.536m),66.000(66.000%)(4.929m),33.101(33.101%)(1.404m),15.389(19.236%)(0.000m),12.000(30.000%)(0.214m),10.783(26.957%)(0.084m),551.069,4608.832
520,1,-1.8084,0.1386,0.160,279,747,73,0,0.354,75,0.38,14912,443.77,0,0,44.000(55.000%)(2.571m),81.000(81.000%)(6.536m),86.000(86.000%)(7.071m),25.682(25.682%)(0.609m),12.422(15.527%)(0.000m),33.000(82.500%)(2.464m),9.692(24.229%)(0.000m),2877.555,6671.519
521,1,2.1922,0.2634,0.159,327,847,31,11,0.353,75,0.38,14945,543.34,0,0,30.000(37.500%)(1.071m),42.000(42.000%)(2.357m),56.000(56.000%)(3.857m),22.307(22.307%)(0.247m),11.876(14.845%)(0.000m),32.000(80.000%)(2.357m),10.121(25.303%)(0.013m),2084.018,5259.653
522,1,0.1735,0.2935,0.144,553,1527,170,93,0.352,95,0.38,15001,957.29,0,0,25.000(31.250%)(0.536m),42.000(42.000%)(2.357m),39.000(39.000%)(2.036m),29.000(29.000%)(0.964m),16.540(20.675%)(0.000m),12.000(30.000%)(0.214m),11.594(28.986%)(0.171m),35.804,4104.768
523,1,13.5829,0.6045,0.145,720,1960,88,156,0.352,100,0.57,15073,1235.56,1,1,16.000(20.000%)(0.000m),33.000(33.000%)(1.393m),46.000(46.000%)(2.786m),47.980(47.980%)(2.998m),21.000(26.250%)(0.107m),15.000(37.500%)(0.536m),14.000(35.000%)(0.429m),609.748,4730.349
524,1,2.6863,0.6000,0.146,549,1403,196,35,0.351,90,0.57,15128,911.45,0,0,11.428(14.285%)(0.000m),20.956(20.956%)(0.102m),52.652(52.652%)(3.498m),43.000(43.000%)(2.464m),26.000(32.500%)(0.643m),9.985(24.961%)(0.000m),26.000(65.000%)(1.714m),1188.055,5371.296
525,1,2.9365,0.7005,0.142,717,1892,217,32,0.350,95,0.57,15200,1173.15,0,0,14.112(17.640%)(0.000m),30.517(30.517%)(1.127m),49.000(49.000%)(3.107m),42.000(42.000%)(2.357m),32.000(40.000%)(1.286m),9.880(24.701%)(0.000m),23.000(57.500%)(1.393m),904.745,5707.663
526,1,-2.0098,0.6442,0.143,427,1083,136,0,0.350,80,0.57,15243,649.29,0,0,10.532(13.165%)(0.000m),17.744(17.744%)(0.000m),36.268(36.268%)(1.743m),65.000(65.000%)(4.821m),35.000(43.750%)(1.607m),10.153(25.383%)(0.016m),26.000(65.000%)(1.714m),1737.507,8077.903
527,1,-1.0994,0.5788,0.141,258,649,20,0,0.349,70,0.57,15269,428.31,0,0,10.528(13.161%)(0.000m),17.569(17.569%)(0.000m),35.208(35.208%)(1.629m),67.000(67.000%)(5.036m),51.000(63.750%)(3.321m),10.274(25.685%)(0.029m),40.000(100.000%)(3.214m),2682.722,8614.349
528,1,0.7962,0.6430,0.151,502,1281,214,14,0.348,85,0.57,15320,779.88,0,0,12.677(15.847%)(0.000m),26.209(26.209%)(0.665m),40.000(40.000%)(2.143m),37.000(37.000%)(1.821m),31.000(38.750%)(1.179m),9.891(24.727%)(0.000m),27.000(67.500%)(1.821m),897.007,6080.238
529,1,1.9750,0.6500,0.140,494,1257,213,15,0.347,85,0.57,15370,807.93,0,0,11.854(14.817%)(0.000m),22.545(22.545%)(0.273m),44.000(44.000%)(2.571m),38.000(38.000%)(1.929m),32.000(40.000%)(1.286m),9.977(24.942%)(0.000m),27.000(67.500%)(1.821m),1008.038,6000.296
530,1,-0.8972,0.6360,0.135,607,1577,196,79,0.347,90,0.57,15431,854.49,0,0,15.533(19.416%)(0.000m),29.000(29.000%)(0.964m),18.538(18.538%)(0.000m),12.188(12.188%)(0.000m),8.645(10.806%)(0.000m),10.905(27.262%)(0.097m),11.080(27.699%)(0.116m),214.862,4428.519
531,1,-1.0710,0.6415,0.149,605,1555,229,0,0.346,90,0.56,15492,863.12,0,0,14.623(18.278%)(0.000m),31.181(31.181%)(1.198m),29.637(29.637%)(1.033m),16.587(16.587%)(0.000m),10.567(13.208%)(0.000m),10.263(25.658%)(0.028m),11.233(28.083%)(0.132m),1211.445,5975.948
532,1,-2.7226,0.5775,0.148,231,642,64,0,0.345,75,0.56,15516,343.18,0,0,47.000(58.750%)(2.893m),76.000(76.000%)(6.000m),100.000(100.000%)(8.571m),26.735(26.735%)(0.722m),12.732(15.915%)(0.000m),33.000(82.500%)(2.464m),9.807(24.518%)(0.000m),3222.913,6540.640
533,1,2.1843,0.5722,0.148,335,855,67,7,0.345,75,0.56,15550,511.49,0,0,13.164(16.455%)(0.000m),29.575(29.575%)(1.026m),43.000(43.000%)(2.464m),40.000(40.000%)(2.143m),32.000(40.000%)(1.286m),9.626(24.065%)(0.000m),40.000(100.000%)(3.214m),998.149,5382.458
534,1,1.7934,0.6426,0.146,257,714,41,0,0.344,75,0.56,15576,382.17,0,0,40.000(50.000%)(2.143m),63.000(63.000%)(4.607m),81.000(81.000%)(6.536m),28.044(28.044%)(0.862m),12.927(16.159%)(0.000m),33.000(82.500%)(2.464m),9.703(24.258%)(0.000m),1287.952,5286.478
535,1,17.2326,1.0048,0.141,859,2263,239,38,0.343,100,0.75,15662,1187.95,1,1,17.670(22.087%)(0.000m),37.134(37.134%)(1.836m),38.000(38.000%)(1.929m),34.000(34.000%)(1.500m),30.000(37.500%)(1.071m),12.458(31.145%)(0.263m),24.000(60.000%)(1.500m),600.695,4532.306
536,1,2.8847,1.1251,0.146,417,1069,129,13,0.343,85,0.75,15704,575.54,0,0,11.908(14.885%)(0.000m),22.366(22.366%)(0.254m),46.000(46.000%)(2.786m),42.000(42.000%)(2.357m),31.000(38.750%)(1.179m),10.148(25.371%)(0.016m),30.000(75.000%)(2.143m),1064.618,5618.284
537,1,1.5088,1.1259,0.138,497,1383,22,137,0.342,95,0.74,15754,680.05,0,0,24.000(30.000%)(0.429m),41.000(41.000%)(2.250m),53.000(53.000%)(3.536m),16.000(16.000%)(0.000m),11.000(13.750%)(0.000m),17.000(42.500%)(0.750m),12.000(30.000%)(0.214m),594.267,3829.765
538,1,0.0047,1.1070,0.122,264,676,26,0,0.341,70,0.74,15781,372.21,0,0,41.000(51.250%)(2.250m),44.000(44.000%)(2.571m),54.000(54.000%)(3.643m),28.019(28.019%)(0.859m),13.164(16.455%)(0.000m),40.000(100.000%)(3.214m),9.753(24.383%)(0.000m),1006.346,6972.803
539,1,-0.3834,1.0818,0.136,720,1824,255,73,0.341,95,0.74,15853,1120.52,0,0,16.871(21.088%)(0.000m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),21.000(21.000%)(0.107m),25.978(32.472%)(0.640m),11.878(29.695%)(0.201m),20.268(50.670%)(1.100m),0.000,4959.594
540,1,-5.8607,0.9236,0.146,146,359,22,0,0.340,55,0.74,15868,223.75,0,0,11.459(14.323%)(0.000m),20.770(20.770%)(0.083m),50.550(50.550%)(3.273m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.136(25.340%)(0.015m),40.000(100.000%)(3.214m),5987.303,13628.480
541,1,-0.2030,0.9657,0.138,438,1154,95,105,0.339,85,0.74,15912,624.52,0,0,23.000(28.750%)(0.321m),40.000(40.000%)(2.143m),46.000(46.000%)(2.786m),21.055(21.055%)(0.113m),11.347(14.184%)(0.000m),16.000(40.000%)(0.643m),9.791(24.479%)(0.000m),1350.162,5013.149
542,1,0.4582,0.9811,0.153,359,887,87,47,0.339,75,0.74,15948,516.24,0,0,49.016(61.269%)(3.109m),99.223(99.223%)(8.488m),36.000(36.000%)(1.714m),27.000(27.000%)(0.750m),26.000(32.500%)(0.643m),35.868(89.669%)(2.772m),40.000(100.000%)(3.214m),0.000,3887.900
543,1,1.0642,0.9815,0.143,400,1033,34,12,0.338,80,0.74,15988,644.20,0,0,12.567(15.708%)(0.000m),25.965(25.965%)(0.639m),54.000(54.000%)(3.643m),45.000(45.000%)(2.679m),30.000(37.500%)(1.071m),9.805(24.511%)(0.000m),21.000(52.500%)(1.179m),1240.294,5633.729
544,1,3.4837,1.0068,0.152,481,1325,86,15,0.337,90,0.74,16037,742.22,0,0,11.000(13.750%)(0.000m),18.000(18.000%)(0.000m),34.000(34.000%)(1.500m),35.466(35.466%)(1.657m),16.818(21.022%)(0.000m),24.000(60.000%)(1.500m),11.848(29.621%)(0.198m),497.614,4831.106
545,1,9.0584,1.1851,0.139,569,1640,147,101,0.337,100,0.92,16094,941.39,1,1,24.000(30.000%)(0.429m),53.000(53.000%)(3.536m),49.000(49.000%)(3.107m),36.137(36.137%)(1.729m),16.899(21.124%)(0.000m),17.000(42.500%)(0.750m),11.846(29.614%)(0.198m),275.475,4127.766
546,1,0.1819,1.1741,0.153,683,1744,247,70,0.336,95,0.92,16163,1043.55,0,0,14.524(18.155%)(0.000m),31.150(31.150%)(1.195m),28.000(28.000%)(0.857m),23.000(23.000%)(0.321m),25.000(31.250%)(0.536m),10.181(25.452%)(0.019m),28.000(70.000%)(1.929m),0.000,5437.054
547,1,-0.3153,1.2047,0.151,336,847,69,22,0.335,75,0.91,16197,583.34,0,0,9.149(11.436%)(0.000m),12.900(12.900%)(0.000m),19.620(19.620%)(0.000m),31.000(31.000%)(1.179m),27.000(33.750%)(0.750m),11.726(29.316%)(0.185m),40.000(100.000%)(3.214m),306.604,5329.296
548,1,-1.8715,1.1885,0.152,276,757,148,0,0.335,75,0.91,16225,405.02,0,0,45.000(56.250%)(2.679m),74.000(74.000%)(5.786m),100.000(100.000%)(8.571m),29.370(29.370%)(1.004m),13.383(16.729%)(0.000m),31.000(77.500%)(2.250m),9.658(24.146%)(0.000m),2354.594,8217.467
549,1,0.2431,1.1594,0.159,324,837,16,0,0.334,75,0.91,16258,552.85,0,0,35.000(43.750%)(1.607m),55.000(55.000%)(3.750m),60.261(60.261%)(4.314m),22.101(22.101%)(0.225m),11.620(14.525%)(0.000m),39.098(97.746%)(3.118m),9.780(24.451%)(0.000m),1997.721,6369.390
550,1,-6.2552,1.0365,0.149,627,1623,235,29,0.333,90,0.91,16321,1029.82,0,0,19.287(24.109%)(0.000m),25.000(25.000%)(0.536m),29.000(29.000%)(0.964m),16.039(16.039%)(0.000m),10.050(12.562%)(0.000m),13.640(34.100%)(0.390m),10.425(26.063%)(0.046m),464.972,4614.982
551,1,-3.8871,0.9256,0.145,198,507,18,0,0.333,65,0.91,16341,351.64,0,0,11.333(14.166%)(0.000m),20.543(20.543%)(0.058m),49.996(49.996%)(3.214m),70.000(70.000%)(5.357m),63.000(78.750%)(4.607m),10.025(25.062%)(0.003m),40.000(100.000%)(3.214m),2472.245,7942.629
552,1,2.5524,0.7323,0.152,466,1209,184,39,0.332,85,0.91,16388,752.56,0,0,12.697(15.871%)(0.000m),26.250(26.250%)(0.670m),37.000(37.000%)(1.821m),34.000(34.000%)(1.500m),28.000(35.000%)(0.857m),9.906(24.765%)(0.000m),22.000(55.000%)(1.286m),599.933,6024.457
553,1,1.6202,0.7862,0.147,395,964,125,37,0.331,80,0.90,16428,643.75,0,0,53.622(67.028%)(3.602m),26.000(26.000%)(0.643m),22.000(22.000%)(0.214m),20.000(20.000%)(0.000m),23.000(28.750%)(0.321m),40.000(100.000%)(3.214m),40.000(100.000%)(3.214m),0.000,4725.757
554,1,-3.1011,0.7224,0.155,349,878,100,55,0.331,75,0.90,16463,608.56,0,0,12.525(15.656%)(0.000m),25.508(25.508%)(0.590m),25.000(25.000%)(0.536m),22.000(22.000%)(0.214m),22.000(27.500%)(0.214m),9.897(24.743%)(0.000m),40.000(100.000%)(3.214m),82.901,5423.044
555,1,-1.0528,0.7073,0.147,323,816,32,0,0.330,75,0.90,16496,479.43,0,0,12.967(16.209%)(0.000m),27.722(27.722%)(0.827m),55.000(55.000%)(3.750m),47.000(47.000%)(2.893m),37.000(46.250%)(1.821m),9.733(24.333%)(0.000m),38.339(95.848%)(3.036m),1174.810,6499.026
556,1,-3.6064,0.6289,0.156,293,748,47,0,0.329,75,0.90,16526,468.48,0,0,13.028(16.285%)(0.000m),27.817(27.817%)(0.838m),91.000(91.000%)(7.607m),60.000(60.000%)(4.286m),44.000(55.000%)(2.571m),9.779(24.447%)(0.000m),40.000(100.000%)(3.214m),2220.196,7657.162
557,1,1.6537,0.6692,0.137,323,809,110,42,0.329,75,0.90,16559,587.68,0,0,46.016(57.520%)(2.787m),33.000(33.000%)(1.393m),25.000(25.000%)(0.536m),21.000(21.000%)(0.107m),23.000(28.750%)(0.321m),40.000(100.000%)(3.214m),40.000(100.000%)(3.214m),0.000,3949.543
558,1,12.3202,0.9455,0.148,750,2024,37,223,0.328,100,1.08,16634,1367.68,1,1,20.000(25.000%)(0.000m),33.000(33.000%)(1.393m),47.000(47.000%)(2.893m),35.000(35.000%)(1.607m),25.000(31.250%)(0.536m),15.000(37.500%)(0.536m),19.765(49.412%)(1.046m),155.309,5271.798
559,1,1.5104,0.9742,0.165,223,593,41,24,0.327,70,1.07,16657,383.41,0,0,43.229(54.037%)(2.489m),72.827(72.827%)(5.660m),28.000(28.000%)(0.857m),23.000(23.000%)(0.321m),22.000(27.500%)(0.214m),40.000(100.000%)(3.214m),40.000(100.000%)(3.214m),0.000,4153.775
560,1,-0.8909,0.9787,0.146,327,824,94,32,0.327,75,1.07,16690,574.59,0,0,11.788(14.735%)(0.000m),22.140(22.140%)(0.229m),33.000(33.000%)(1.393m),30.000(30.000%)(1.071m),28.000(35.000%)(0.857m),10.046(25.114%)(0.005m),40.000(100.000%)(3.214m),549.478,6005.168
561,1,3.3552,0.9783,0.143,472,1213,189,12,0.326,85,1.07,16738,492.14,0,0,11.448(14.310%)(0.000m),20.751(20.751%)(0.080m),42.000(42.000%)(2.357m),38.000(38.000%)(1.929m),31.000(38.750%)(1.179m),10.126(25.316%)(0.014m),25.000(62.500%)(1.607m),737.437,5157.956
562,1,-0.7912,0.9817,0.147,524,1323,101,43,0.325,85,1.07,16791,548.70,0,0,11.572(14.465%)(0.000m),20.975(20.975%)(0.104m),51.049(51.049%)(3.327m),52.000(52.000%)(3.429m),27.000(33.750%)(0.750m),10.236(25.590%)(0.025m),19.000(47.500%)(0.964m),1663.208,6846.043
563,1,1.2958,1.0213,0.141,363,921,93,6,0.325,80,1.07,16828,517.26,0,0,11.252(14.065%)(0.000m),20.396(20.396%)(0.042m),49.639(49.639%)(3.176m),45.000(45.000%)(2.679m),33.000(41.250%)(1.393m),9.953(24.883%)(0.000m),40.000(100.000%)(3.214m),1040.668,6613.371
564,1,-2.4298,0.9656,0.164,315,829,67,0,0.324,80,1.06,16860,357.55,0,0,13.230(16.538%)(0.000m),28.586(28.586%)(0.920m),65.000(65.000%)(4.821m),52.000(52.000%)(3.429m),38.000(47.500%)(1.929m),9.675(24.187%)(0.000m),32.000(80.000%)(2.357m),1326.979,5656.869
565,1,-0.9652,0.9379,0.144,387,968,122,46,0.323,80,1.06,16899,474.87,0,0,13.545(16.932%)(0.000m),28.913(28.913%)(0.955m),29.000(29.000%)(0.964m),26.000(26.000%)(0.643m),26.000(32.500%)(0.643m),9.670(24.176%)(0.000m),40.000(100.000%)(3.214m),434.940,4860.580
566,1,-0.9278,0.8911,0.132,339,873,55,31,0.323,80,1.06,16933,400.59,0,0,25.000(31.250%)(0.536m),43.000(43.000%)(2.464m),35.562(35.562%)(1.667m),18.082(18.082%)(0.000m),10.937(13.671%)(0.000m),28.000(70.000%)(1.929m),10.804(27.010%)(0.086m),1028.630,4910.497
567,1,-2.3301,0.7901,0.141,490,1334,72,45,0.322,90,1.06,16982,642.81,0,0,20.000(25.000%)(0.000m),26.000(26.000%)(0.643m),65.000(65.000%)(4.821m),36.404(36.404%)(1.758m),17.110(21.387%)(0.000m),21.000(52.500%)(1.179m),12.016(30.041%)(0.216m),934.826,4032.850
568,1,0.7968,0.9141,0.148,371,917,135,39,0.321,75,1.06,17020,513.80,0,0,10.606(13.258%)(0.000m),17.376(17.376%)(0.000m),30.000(30.000%)(1.071m),28.000(28.000%)(0.857m),28.000(35.000%)(0.857m),10.606(26.515%)(0.065m),40.000(100.000%)(3.214m),616.870,5319.681
569,1,3.7163,0.9756,0.153,577,1544,64,77,0.321,95,1.05,17078,683.82,0,0,13.000(16.250%)(0.000m),24.000(24.000%)(0.429m),63.000(63.000%)(4.607m),37.263(37.263%)(1.850m),17.493(21.867%)(0.000m),10.000(25.000%)(0.000m),12.290(30.724%)(0.245m),1548.864,4580.888
570,1,-5.2831,0.9061,0.145,385,945,137,33,0.320,75,1.05,17117,521.00,0,0,24.000(30.000%)(0.429m),20.000(20.000%)(0.000m),25.000(25.000%)(0.536m),32.000(32.000%)(1.286m),54.656(68.320%)(3.713m),39.605(99.014%)(3.172m),40.000(100.000%)(3.214m),0.000,4849.926
571,1,1.4047,0.8904,0.143,427,1128,122,14,0.319,85,1.05,17160,479.52,0,0,11.845(14.806%)(0.000m),22.247(22.247%)(0.241m),51.000(51.000%)(3.321m),47.000(47.000%)(2.893m),29.000(36.250%)(0.964m),10.094(25.236%)(0.010m),28.000(70.000%)(1.929m),1228.466,4631.153
572,1,-4.8906,0.7891,0.146,124,312,16,0,0.319,50,1.05,17173,167.96,0,0,10.937(13.671%)(0.000m),17.918(17.918%)(0.000m),34.614(34.614%)(1.566m),100.000(100.000%)(8.571m),76.230(95.288%)(6.025m),10.937(27.342%)(0.100m),40.000(100.000%)(3.214m),5257.315,11372.456
573,1,0.0692,0.5188,0.138,604,1574,224,25,0.318,90,1.05,17234,763.46,0,0,17.052(21.314%)(0.000m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),25.977(25.977%)(0.640m),13.658(17.073%)(0.000m),12.012(30.030%)(0.216m),11.496(28.739%)(0.160m),0.000,5242.778
574,1,3.1964,0.5290,0.144,671,1775,180,124,0.318,95,1.05,17302,794.00,0,0,19.943(24.929%)(0.000m),41.140(41.140%)(2.265m),25.000(25.000%)(0.536m),23.000(23.000%)(0.321m),21.000(26.250%)(0.107m),14.103(35.257%)(0.440m),11.000(27.500%)(0.107m),137.039,5089.716
575,1,2.5067,0.5204,0.144,720,1879,224,53,0.317,95,1.04,17374,811.15,0,0,15.055(18.818%)(0.000m),32.215(32.215%)(1.309m),45.000(45.000%)(2.679m),38.000(38.000%)(1.929m),26.000(32.500%)(0.643m),10.563(26.406%)(0.060m),21.000(52.500%)(1.179m),496.398,4576.585
576,1,-5.3564,0.4535,0.147,104,265,17,0,0.316,45,1.04,17385,113.33,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),70.365(70.365%)(5.396m),23.362(23.362%)(0.360m),11.966(14.958%)(0.000m),40.000(100.000%)(3.214m),9.822(24.555%)(0.000m),5330.734,11312.247
577,1,1.3800,0.5031,0.143,393,962,126,43,0.316,80,1.04,17425,558.12,0,0,44.275(55.344%)(2.601m),34.000(34.000%)(1.500m),27.000(27.000%)(0.750m),24.000(24.000%)(0.429m),23.000(28.750%)(0.321m),39.164(97.909%)(3.125m),40.000(100.000%)(3.214m),0.000,4622.159
578,1,2.0623,0.5284,0.151,284,725,116,41,0.315,75,1.04,17454,350.26,0,0,49.335(61.669%)(3.143m),28.000(28.000%)(0.857m),24.000(24.000%)(0.429m),21.000(21.000%)(0.107m),23.000(28.750%)(0.321m),40.000(100.000%)(3.214m),40.000(100.000%)(3.214m),0.000,3077.421
579,1,1.1713,0.5123,0.147,264,698,18,5,0.314,75,1.04,17481,366.93,0,0,32.000(40.000%)(1.286m),47.000(47.000%)(2.893m),59.000(59.000%)(4.179m),22.471(22.471%)(0.265m),11.815(14.769%)(0.000m),40.000(100.000%)(3.214m),9.944(24.861%)(0.000m),826.289,4923.956
580,1,-0.4125,0.5220,0.148,540,1504,143,90,0.314,95,1.03,17535,736.49,0,0,22.000(27.500%)(0.214m),44.000(44.000%)(2.571m),68.000(68.000%)(5.143m),38.451(38.451%)(1.977m),18.244(22.805%)(0.000m),16.000(40.000%)(0.643m),12.850(32.125%)(0.305m),306.197,4121.215
581,1,-1.7042,0.5094,0.150,595,1604,141,91,0.313,95,1.03,17595,847.17,0,0,24.000(30.000%)(0.429m),38.000(38.000%)(1.929m),56.000(56.000%)(3.857m),37.917(37.917%)(1.920m),10.000(12.500%)(0.000m),17.000(42.500%)(0.750m),11.000(27.500%)(0.107m),584.226,4917.882
582,1,-3.2538,0.4987,0.151,269,692,83,41,0.312,70,1.03,17622,374.21,0,0,56.345(70.432%)(3.894m),25.000(25.000%)(0.536m),21.000(21.000%)(0.107m),20.000(20.000%)(0.000m),23.000(28.750%)(0.321m),40.000(100.000%)(3.214m),40.000(100.000%)(3.214m),0.000,3279.055
583,1,-5.3061,0.3489,0.152,704,1856,64,191,0.312,95,1.03,17693,1061.40,0,0,25.000(31.250%)(0.536m),25.000(25.000%)(0.536m),28.000(28.000%)(0.857m),49.549(49.549%)(3.166m),23.773(29.716%)(0.404m),11.000(27.500%)(0.107m),16.840(42.101%)(0.733m),368.982,4825.834
584,1,0.5390,0.3239,0.150,295,737,20,0,0.311,70,1.03,17723,415.49,0,0,13.222(16.528%)(0.000m),28.190(28.190%)(0.877m),69.000(69.000%)(5.250m),63.000(63.000%)(4.607m),48.000(60.000%)(3.000m),9.669(24.172%)(0.000m),40.000(100.000%)(3.214m),2665.682,7971.786
585,1,-1.2204,-0.0452,0.162,237,617,18,0,0.311,70,1.03,17747,349.71,0,0,44.000(55.000%)(2.571m),56.000(56.000%)(3.857m),51.388(51.388%)(3.363m),21.115(21.115%)(0.119m),11.649(14.561%)(0.000m),40.000(100.000%)(3.214m),10.304(25.760%)(0.033m),1573.982,5645.726
586,1,-0.7173,-0.1172,0.154,278,701,34,0,0.310,70,1.02,17775,375.87,0,0,44.000(55.000%)(2.571m),49.000(49.000%)(3.107m),21.972(21.972%)(0.211m),14.201(14.201%)(0.000m),9.943(12.429%)(0.000m),40.000(100.000%)(3.214m),12.424(31.059%)(0.260m),1718.710,5541.950
