episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc
1,1,-5.7215,-5.7215,0.000,213,516,77,0,1.000,60,0.00,22,177.83,0,0,69.100(86.375%)(5.261m),100.000(100.000%)(8.571m),79.390(79.390%)(6.363m),24.522(24.522%)(0.484m),12.390(15.487%)(0.000m),40.000(100.000%)(3.214m),10.042(25.106%)(0.005m),4604.804,16181.182
2,1,-4.5887,-5.1551,0.000,137,341,18,0,0.998,50,0.00,36,85.40,0,0,65.960(82.450%)(4.924m),99.000(99.000%)(8.464m),26.564(26.564%)(0.703m),15.271(15.271%)(0.000m),9.886(12.357%)(0.000m),40.000(100.000%)(3.214m),10.770(26.926%)(0.083m),4086.090,10884.577
3,1,-5.0340,-5.1147,0.000,120,293,17,0,0.996,50,0.00,48,61.58,0,0,9.293(11.616%)(0.000m),13.103(13.103%)(0.000m),19.929(19.929%)(0.000m),48.502(48.502%)(3.054m),76.230(95.288%)(6.025m),11.911(29.777%)(0.205m),40.000(100.000%)(3.214m),5647.733,12528.543
4,1,-7.1770,-5.6303,0.000,175,440,19,0,0.994,60,0.00,66,99.01,0,0,9.894(12.367%)(0.000m),14.416(14.416%)(0.000m),22.933(22.933%)(0.314m),67.235(67.235%)(5.061m),52.370(65.463%)(3.468m),11.903(29.758%)(0.204m),38.453(96.132%)(3.049m),2731.567,9064.395
5,1,-5.6211,-5.6284,0.000,104,254,22,0,0.992,45,0.00,77,46.64,0,0,10.339(12.924%)(0.000m),16.099(16.099%)(0.000m),28.374(28.374%)(0.897m),100.000(100.000%)(8.571m),64.546(80.683%)(4.773m),11.127(27.817%)(0.121m),40.000(100.000%)(3.214m),6627.829,11806.731
6,1,-7.3608,-5.9172,0.000,142,345,18,0,0.990,50,0.00,92,63.36,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),35.171(35.171%)(1.625m),17.550(17.550%)(0.000m),10.517(13.147%)(0.000m),40.000(100.000%)(3.214m),10.263(25.658%)(0.028m),6636.837,14184.439
7,1,-6.8656,-6.0527,0.000,111,267,27,0,0.988,45,0.00,104,196.09,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),47.422(47.422%)(2.938m),20.074(20.074%)(0.008m),11.200(14.000%)(0.000m),40.000(100.000%)(3.214m),10.030(25.075%)(0.003m),11482.448,18574.531
8,1,-4.9784,-5.9184,0.000,82,219,15,0,0.986,40,0.00,113,69.93,0,0,77.786(97.233%)(6.191m),84.214(84.214%)(6.880m),24.563(24.563%)(0.489m),14.976(14.976%)(0.000m),10.065(12.581%)(0.000m),40.000(100.000%)(3.214m),11.664(29.159%)(0.178m),3668.971,7750.247
9,1,-5.8232,-5.9078,0.000,63,154,19,0,0.984,35,0.00,120,51.47,0,0,78.639(98.299%)(6.283m),43.642(43.642%)(2.533m),19.500(19.500%)(0.000m),13.131(13.131%)(0.000m),9.488(11.860%)(0.000m),40.000(100.000%)(3.214m),12.640(31.600%)(0.283m),6740.920,14742.331
10,1,-5.5276,-5.8698,0.000,156,398,19,0,0.982,55,0.00,136,148.14,0,0,9.547(11.933%)(0.000m),14.414(14.414%)(0.000m),24.173(24.173%)(0.447m),87.000(87.000%)(7.179m),77.067(96.334%)(6.114m),10.793(26.981%)(0.085m),40.000(100.000%)(3.214m),3077.261,7502.652
11,1,-8.9844,-6.1529,0.000,415,1011,44,40,0.980,80,0.00,178,346.41,0,0,28.000(35.000%)(0.857m),21.000(21.000%)(0.107m),20.000(20.000%)(0.000m),72.360(72.360%)(5.610m),35.000(43.750%)(1.607m),40.000(100.000%)(3.214m),25.203(63.008%)(1.629m),0.000,9289.393
12,1,-5.5925,-6.1062,0.000,156,383,26,0,0.978,55,0.00,194,128.04,0,0,12.038(15.048%)(0.000m),22.896(22.896%)(0.310m),64.282(64.282%)(4.745m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.132(25.331%)(0.014m),40.000(100.000%)(3.214m),5389.531,13270.422
13,1,-6.5905,-6.1435,0.000,352,875,76,30,0.976,75,0.00,230,255.69,0,0,69.461(86.826%)(5.299m),21.000(21.000%)(0.107m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),18.899(23.624%)(0.000m),40.000(100.000%)(3.214m),13.342(33.354%)(0.358m),0.000,10861.433
14,1,-6.4882,-6.1681,0.000,80,191,18,0,0.974,40,0.00,238,52.68,0,0,78.639(98.299%)(6.283m),49.271(49.271%)(3.136m),20.245(20.245%)(0.026m),13.311(13.311%)(0.000m),9.440(11.800%)(0.000m),40.000(100.000%)(3.214m),12.100(30.250%)(0.225m),8768.278,17410.703
15,1,-4.1267,-6.0320,0.000,148,381,18,0,0.972,55,0.00,253,97.98,0,0,69.057(86.321%)(5.256m),93.000(93.000%)(7.821m),45.496(45.496%)(2.732m),19.803(19.803%)(0.000m),11.170(13.963%)(0.000m),40.000(100.000%)(3.214m),10.128(25.319%)(0.014m),3838.607,7791.838
16,1,-4.2026,-5.9177,0.000,222,560,17,0,0.970,65,0.00,276,108.35,0,0,60.000(75.000%)(4.286m),65.000(65.000%)(4.821m),24.176(24.176%)(0.447m),14.740(14.740%)(0.000m),9.906(12.382%)(0.000m),40.000(100.000%)(3.214m),11.480(28.699%)(0.159m),2332.896,8250.046
17,1,-6.6107,-5.9584,0.000,118,283,19,0,0.968,45,0.00,288,85.16,0,0,11.865(14.831%)(0.000m),22.015(22.015%)(0.216m),57.241(57.241%)(3.990m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.238(25.595%)(0.026m),40.000(100.000%)(3.214m),8423.279,17608.379
18,1,-9.2251,-6.1399,0.000,395,963,71,9,0.967,75,0.00,328,349.29,0,0,34.000(42.500%)(1.500m),36.000(36.000%)(1.714m),28.618(28.618%)(0.923m),16.017(16.017%)(0.000m),10.204(12.755%)(0.000m),32.584(81.460%)(2.420m),10.847(27.118%)(0.091m),1146.859,9989.905
19,1,-4.5203,-6.0547,0.000,95,248,17,0,0.965,45,0.00,338,90.63,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),27.466(27.466%)(0.800m),15.372(15.372%)(0.000m),9.793(12.241%)(0.000m),40.000(100.000%)(3.214m),10.410(26.026%)(0.044m),3948.381,8601.580
20,1,-3.4924,-5.9266,0.000,150,398,22,0,0.963,60,0.00,353,125.41,0,0,67.000(83.750%)(5.036m),92.000(92.000%)(7.714m),51.159(51.159%)(3.338m),21.020(21.020%)(0.109m),11.597(14.496%)(0.000m),40.000(100.000%)(3.214m),10.258(25.645%)(0.028m),3581.749,7795.265
21,1,-4.9252,-5.8789,0.000,90,229,19,0,0.961,45,0.00,362,65.87,0,0,10.843(13.553%)(0.000m),17.764(17.764%)(0.000m),34.317(34.317%)(1.534m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.843(27.107%)(0.090m),40.000(100.000%)(3.214m),4958.514,10623.890
22,1,-6.4000,-5.9026,0.000,156,391,19,0,0.959,55,0.00,378,123.66,0,0,78.639(98.299%)(6.283m),89.000(89.000%)(7.393m),34.735(34.735%)(1.579m),17.980(17.980%)(0.000m),10.975(13.719%)(0.000m),40.000(100.000%)(3.214m),10.975(27.437%)(0.104m),5129.514,11634.850
23,1,-3.3438,-5.7913,0.000,162,418,19,0,0.957,60,0.00,395,91.42,0,0,65.900(82.375%)(4.918m),79.000(79.000%)(6.321m),36.245(36.245%)(1.741m),18.087(18.087%)(0.000m),10.839(13.548%)(0.000m),40.000(100.000%)(3.214m),10.577(26.442%)(0.062m),2566.304,7386.441
24,1,-5.3198,-5.7717,0.000,178,463,23,0,0.955,60,0.00,413,108.83,0,0,53.482(66.853%)(3.587m),69.000(69.000%)(5.250m),30.473(30.473%)(1.122m),16.308(16.308%)(0.000m),10.132(12.665%)(0.000m),38.922(97.306%)(3.099m),10.382(25.956%)(0.041m),1874.922,6893.850
25,1,-3.5868,-5.6843,0.000,167,453,15,0,0.953,60,0.00,430,126.53,0,0,55.000(68.750%)(3.750m),73.000(73.000%)(5.679m),35.512(35.512%)(1.662m),17.374(17.374%)(0.000m),10.313(12.891%)(0.000m),40.000(100.000%)(3.214m),9.942(24.854%)(0.000m),3978.012,7506.632
26,1,-2.9570,-5.5794,0.000,150,377,14,0,0.951,55,0.00,445,105.10,0,0,12.453(15.566%)(0.000m),25.745(25.745%)(0.616m),67.610(67.610%)(5.101m),100.000(100.000%)(8.571m),67.642(84.553%)(5.105m),9.716(24.289%)(0.000m),40.000(100.000%)(3.214m),4929.932,9009.053
27,1,-3.6526,-5.5080,0.000,328,825,66,15,0.949,75,0.00,478,231.46,0,0,17.248(21.560%)(0.000m),36.328(36.328%)(1.749m),56.000(56.000%)(3.857m),22.000(22.000%)(0.214m),27.000(33.750%)(0.750m),12.147(30.366%)(0.230m),40.000(100.000%)(3.214m),5156.951,10459.644
28,1,-5.5325,-5.5089,0.000,118,289,14,0,0.947,50,0.00,490,84.75,0,0,12.182(15.228%)(0.000m),24.453(24.453%)(0.477m),63.650(63.650%)(4.677m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),9.750(24.375%)(0.000m),40.000(100.000%)(3.214m),6485.268,14891.924
29,1,-5.6861,-5.5150,0.000,198,490,17,0,0.945,60,0.00,510,120.12,0,0,57.076(71.345%)(3.972m),35.278(35.278%)(1.637m),17.604(17.604%)(0.000m),12.286(12.286%)(0.000m),9.142(11.427%)(0.000m),40.000(100.000%)(3.214m),13.009(32.522%)(0.322m),3139.956,8300.729
30,1,-7.8465,-5.5927,1.338,227,604,49,12,0.944,70,0.00,533,375.22,0,0,65.119(81.399%)(4.834m),21.000(21.000%)(0.107m),20.000(20.000%)(0.000m),19.000(19.000%)(0.000m),34.604(43.255%)(1.565m),40.000(100.000%)(3.214m),24.786(61.966%)(1.584m),0.000,9178.224
31,1,-5.5564,-5.5915,1.207,110,267,16,0,0.942,45,0.00,544,107.04,0,0,77.786(97.233%)(6.191m),95.478(95.478%)(8.087m),24.330(24.330%)(0.464m),14.508(14.508%)(0.000m),9.609(12.011%)(0.000m),40.000(100.000%)(3.214m),10.863(27.157%)(0.092m),7848.106,13459.065
32,1,-4.7541,-5.5654,0.894,186,490,16,0,0.940,65,0.00,563,182.83,0,0,56.000(70.000%)(3.857m),79.000(79.000%)(6.321m),39.831(39.831%)(2.125m),19.085(19.085%)(0.000m),11.219(14.024%)(0.000m),40.000(100.000%)(3.214m),10.684(26.709%)(0.073m),5785.975,9341.291
33,1,-4.5920,-5.5359,0.452,150,373,18,0,0.938,55,0.00,578,189.03,0,0,10.100(12.625%)(0.000m),15.249(15.249%)(0.000m),25.573(25.573%)(0.597m),94.000(94.000%)(7.929m),77.067(96.334%)(6.114m),11.418(28.545%)(0.152m),40.000(100.000%)(3.214m),3912.339,9688.506
34,1,-7.1490,-5.5833,0.268,161,392,17,0,0.936,55,0.00,595,188.08,0,0,77.786(97.233%)(6.191m),98.000(98.000%)(8.357m),34.410(34.410%)(1.544m),17.496(17.496%)(0.000m),10.583(13.228%)(0.000m),40.000(100.000%)(3.214m),10.454(26.135%)(0.049m),6355.938,17353.801
35,1,-6.8894,-5.6206,0.252,88,210,14,0,0.934,40,0.00,604,99.67,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),63.708(63.708%)(4.683m),24.977(24.977%)(0.533m),12.443(15.554%)(0.000m),40.000(100.000%)(3.214m),9.959(24.897%)(0.000m),11674.613,19409.938
36,1,-3.9174,-5.5733,0.249,274,665,17,0,0.932,70,0.00,632,404.68,0,0,10.252(12.815%)(0.000m),15.963(15.963%)(0.000m),28.134(28.134%)(0.872m),70.000(70.000%)(5.357m),64.692(80.865%)(4.788m),11.033(27.582%)(0.111m),40.000(100.000%)(3.214m),2906.113,9370.197
37,1,-3.8911,-5.5279,0.229,187,481,16,0,0.930,60,0.00,651,214.84,0,0,11.278(14.097%)(0.000m),20.443(20.443%)(0.047m),49.752(49.752%)(3.188m),80.000(80.000%)(6.429m),64.000(80.000%)(4.714m),9.976(24.940%)(0.000m),40.000(100.000%)(3.214m),5202.047,9802.370
38,1,-3.5899,-5.4769,0.236,166,411,39,0,0.929,55,0.00,668,161.52,0,0,66.091(82.613%)(4.938m),100.000(100.000%)(8.571m),76.409(76.409%)(6.044m),28.726(28.726%)(0.935m),13.016(16.270%)(0.000m),40.000(100.000%)(3.214m),9.644(24.109%)(0.000m),4020.184,12676.318
39,1,-6.4853,-5.5027,0.245,126,305,21,0,0.927,50,0.00,681,158.11,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),41.805(41.805%)(2.336m),19.145(19.145%)(0.000m),11.030(13.787%)(0.000m),40.000(100.000%)(3.214m),10.249(25.623%)(0.027m),8413.474,16179.845
40,1,-5.6541,-5.5065,0.253,330,830,52,13,0.925,75,0.00,714,421.26,0,0,10.848(13.560%)(0.000m),17.773(17.773%)(0.000m),34.335(34.335%)(1.536m),36.000(36.000%)(1.714m),30.000(37.500%)(1.071m),10.848(27.121%)(0.091m),29.807(74.518%)(2.122m),675.743,9949.835
41,1,-5.0759,-5.4960,0.270,225,562,17,0,0.923,65,0.00,737,291.84,0,0,10.825(13.531%)(0.000m),17.734(17.734%)(0.000m),34.259(34.259%)(1.528m),76.000(76.000%)(6.000m),58.831(73.538%)(4.160m),10.825(27.061%)(0.088m),40.000(100.000%)(3.214m),3380.307,8127.093
42,1,-8.6845,-5.5719,0.280,343,866,38,39,0.921,75,0.00,772,463.55,0,0,22.000(27.500%)(0.214m),28.000(28.000%)(0.857m),29.594(29.594%)(1.028m),16.087(16.087%)(0.000m),10.080(12.600%)(0.000m),40.000(100.000%)(3.214m),10.456(26.141%)(0.049m),159.140,7258.672
43,1,-6.5194,-5.5940,0.303,71,171,17,0,0.919,35,0.00,780,92.95,0,0,9.072(11.340%)(0.000m),12.791(12.791%)(0.000m),19.455(19.455%)(0.000m),47.348(47.348%)(2.930m),77.067(96.334%)(6.114m),11.628(29.069%)(0.174m),40.000(100.000%)(3.214m),8606.951,17335.311
44,1,-6.0454,-5.6042,0.310,197,506,16,0,0.918,60,0.00,800,257.57,0,0,10.396(12.995%)(0.000m),16.060(16.060%)(0.000m),27.935(27.935%)(0.850m),73.413(73.413%)(5.723m),39.784(49.730%)(2.120m),11.326(28.315%)(0.142m),28.806(72.016%)(2.015m),2282.125,9766.163
45,1,-9.4334,-5.6893,0.313,412,1005,120,33,0.916,80,0.00,842,523.08,0,0,15.546(19.433%)(0.000m),32.831(32.831%)(1.375m),20.000(20.000%)(0.000m),21.000(21.000%)(0.107m),27.000(33.750%)(0.750m),10.944(27.360%)(0.101m),40.000(100.000%)(3.214m),0.000,16582.860
46,1,-4.1452,-5.6557,0.327,141,346,19,0,0.914,50,0.00,857,230.82,0,0,69.007(86.258%)(5.251m),48.328(48.328%)(3.035m),19.857(19.857%)(0.000m),13.056(13.056%)(0.000m),9.260(11.575%)(0.000m),40.000(100.000%)(3.214m),11.868(29.671%)(0.200m),5336.895,9912.116
47,1,-7.3840,-5.6925,0.332,305,757,91,0,0.912,70,0.00,888,436.82,0,0,17.044(21.304%)(0.000m),23.340(23.340%)(0.358m),14.672(14.672%)(0.000m),11.258(11.258%)(0.000m),9.149(11.436%)(0.000m),11.998(29.995%)(0.214m),16.623(41.558%)(0.710m),2213.460,11306.976
48,1,-5.9405,-5.6977,0.353,229,604,20,0,0.910,70,0.00,911,302.35,0,0,39.000(48.750%)(2.036m),53.000(53.000%)(3.536m),47.639(47.639%)(2.961m),20.166(20.166%)(0.018m),11.251(14.064%)(0.000m),40.000(100.000%)(3.214m),10.076(25.189%)(0.008m),1016.651,5911.147
49,1,-5.1220,-5.6859,0.402,158,382,19,0,0.908,55,0.00,927,224.19,0,0,63.161(78.951%)(4.624m),46.529(46.529%)(2.842m),19.118(19.118%)(0.000m),12.570(12.570%)(0.000m),8.915(11.144%)(0.000m),40.000(100.000%)(3.214m),11.426(28.566%)(0.153m),5540.791,11450.730
50,1,-5.0009,-5.6722,0.391,74,198,19,0,0.907,40,0.00,935,114.01,0,0,9.632(12.040%)(0.000m),14.998(14.998%)(0.000m),26.434(26.434%)(0.689m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.366(25.915%)(0.039m),40.000(100.000%)(3.214m),3813.322,7527.011
51,1,-5.7017,-5.6718,0.400,138,332,24,0,0.905,50,0.00,949,181.80,0,0,11.770(14.713%)(0.000m),21.840(21.840%)(0.197m),56.785(56.785%)(3.941m),100.000(100.000%)(8.571m),67.684(84.605%)(5.109m),10.156(25.391%)(0.017m),40.000(100.000%)(3.214m),7773.795,16413.594
52,1,-6.0234,-5.7005,0.409,264,648,24,0,0.903,70,0.00,976,356.80,0,0,64.000(80.000%)(4.714m),73.000(73.000%)(5.679m),58.663(58.663%)(4.142m),22.335(22.335%)(0.250m),11.743(14.679%)(0.000m),40.000(100.000%)(3.214m),9.884(24.710%)(0.000m),3348.259,14376.650
53,1,-6.0145,-5.7201,0.409,186,459,17,0,0.901,60,0.00,995,249.23,0,0,9.910(12.388%)(0.000m),15.431(15.431%)(0.000m),27.197(27.197%)(0.771m),91.000(91.000%)(7.607m),77.067(96.334%)(6.114m),10.665(26.663%)(0.071m),40.000(100.000%)(3.214m),6627.829,15234.963
54,1,-5.8366,-5.6933,0.430,294,748,20,16,0.899,75,0.00,1025,397.30,0,0,39.196(48.995%)(2.057m),77.162(77.162%)(6.124m),47.000(47.000%)(2.893m),27.000(27.000%)(0.750m),23.000(28.750%)(0.321m),28.364(70.910%)(1.968m),40.000(100.000%)(3.214m),18.380,9220.319
55,1,-6.7992,-5.7169,0.487,205,501,17,0,0.898,60,0.00,1046,281.67,0,0,10.185(12.732%)(0.000m),15.988(15.988%)(0.000m),28.567(28.567%)(0.918m),90.000(90.000%)(7.500m),58.784(73.481%)(4.155m),10.828(27.069%)(0.089m),40.000(100.000%)(3.214m),4396.446,11821.804
56,1,-7.4521,-5.7187,0.467,132,318,18,0,0.896,50,0.00,1060,187.89,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),35.986(35.986%)(1.713m),17.957(17.957%)(0.000m),10.761(13.451%)(0.000m),40.000(100.000%)(3.214m),10.501(26.253%)(0.054m),6636.837,19381.228
57,1,-5.9170,-5.6997,0.510,62,153,17,0,0.894,35,0.00,1067,82.00,0,0,78.639(98.299%)(6.283m),29.036(29.036%)(0.968m),15.539(15.539%)(0.000m),11.126(11.126%)(0.000m),8.465(10.581%)(0.000m),40.000(100.000%)(3.214m),12.717(31.794%)(0.291m),6636.837,13559.648
58,1,-8.7685,-5.7755,0.533,359,903,41,0,0.892,75,0.00,1103,481.05,0,0,10.517(13.146%)(0.000m),17.387(17.387%)(0.000m),34.196(34.196%)(1.521m),42.493(42.493%)(2.410m),20.357(25.446%)(0.038m),10.389(25.973%)(0.042m),14.402(36.006%)(0.472m),1924.842,11686.291
59,1,-2.8059,-5.7152,0.530,231,591,35,0,0.890,65,0.00,1127,304.65,0,0,11.511(14.388%)(0.000m),21.107(21.107%)(0.119m),52.715(52.715%)(3.505m),82.000(82.000%)(6.643m),53.000(66.250%)(3.536m),10.057(25.142%)(0.006m),40.000(100.000%)(3.214m),2552.526,8630.713
60,1,-5.8482,-5.7216,0.531,164,414,16,0,0.889,55,0.00,1144,190.27,0,0,78.639(98.299%)(6.283m),70.891(70.891%)(5.453m),23.063(23.063%)(0.328m),14.356(14.356%)(0.000m),9.785(12.231%)(0.000m),40.000(100.000%)(3.214m),11.626(29.064%)(0.174m),3111.546,9484.847
61,1,-5.3332,-5.6486,0.548,421,1026,106,36,0.887,80,0.00,1187,492.36,0,0,23.048(28.810%)(0.327m),25.000(25.000%)(0.536m),28.000(28.000%)(0.857m),54.000(54.000%)(3.643m),47.197(58.996%)(2.914m),16.385(40.963%)(0.684m),37.296(93.241%)(2.925m),0.000,8367.143
62,1,-5.5943,-5.6486,0.653,80,195,19,0,0.885,40,0.00,1195,83.53,0,0,78.639(98.299%)(6.283m),46.128(46.128%)(2.799m),18.953(18.953%)(0.000m),12.461(12.461%)(0.000m),8.838(11.048%)(0.000m),40.000(100.000%)(3.214m),11.328(28.320%)(0.142m),6312.809,14800.018
63,1,-6.0222,-5.6373,0.622,226,555,25,0,0.883,65,0.00,1218,231.59,0,0,11.291(14.114%)(0.000m),20.466(20.466%)(0.050m),49.810(49.810%)(3.194m),83.000(83.000%)(6.750m),76.000(95.000%)(6.000m),9.987(24.969%)(0.000m),40.000(100.000%)(3.214m),5205.306,15766.166
64,1,-6.5369,-5.6382,0.567,146,360,19,0,0.882,55,0.00,1233,218.40,0,0,59.467(74.334%)(4.229m),100.000(100.000%)(8.571m),41.453(41.453%)(2.299m),18.984(18.984%)(0.000m),10.937(13.672%)(0.000m),40.000(100.000%)(3.214m),10.163(25.407%)(0.017m),6042.035,10722.345
65,1,-9.1284,-5.7383,0.601,310,758,18,0,0.880,70,0.00,1264,442.08,0,0,41.077(51.346%)(2.258m),31.995(31.995%)(1.285m),16.562(16.562%)(0.000m),11.711(11.711%)(0.000m),8.812(11.016%)(0.000m),29.763(74.407%)(2.117m),12.883(32.207%)(0.309m),2855.689,14343.084
66,1,-5.1904,-5.7580,0.581,257,637,46,0,0.878,70,0.00,1290,348.94,0,0,11.894(14.868%)(0.000m),22.340(22.340%)(0.251m),60.268(60.268%)(4.314m),79.000(79.000%)(6.321m),57.958(72.448%)(4.067m),10.137(25.341%)(0.015m),40.000(100.000%)(3.214m),3268.288,10202.939
67,1,-6.1022,-5.7479,0.607,145,349,19,0,0.876,50,0.00,1305,180.89,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),66.750(66.750%)(5.009m),22.767(22.767%)(0.296m),11.817(14.772%)(0.000m),40.000(100.000%)(3.214m),9.822(24.556%)(0.000m),7846.942,17077.003
68,1,-4.4631,-5.6526,0.608,321,793,38,0,0.874,75,0.00,1338,413.67,0,0,11.615(14.519%)(0.000m),21.053(21.053%)(0.113m),51.239(51.239%)(3.347m),46.000(46.000%)(2.786m),46.000(57.500%)(2.786m),10.274(25.685%)(0.029m),40.000(100.000%)(3.214m),1916.685,7418.117
69,1,-5.6128,-5.6745,0.581,101,260,21,0,0.873,45,0.00,1349,138.44,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),35.804(35.804%)(1.693m),18.205(18.205%)(0.000m),11.011(13.764%)(0.000m),40.000(100.000%)(3.214m),10.878(27.194%)(0.094m),3598.166,9217.227
70,1,-5.2213,-5.7090,0.582,215,562,18,0,0.871,65,0.00,1371,292.74,0,0,53.000(66.250%)(3.536m),65.000(65.000%)(4.821m),71.731(71.731%)(5.543m),25.700(25.700%)(0.611m),12.431(15.539%)(0.000m),40.000(100.000%)(3.214m),9.699(24.247%)(0.000m),1747.457,6262.378
71,1,-4.8032,-5.7066,0.662,155,393,24,0,0.869,55,0.00,1387,233.73,0,0,78.639(98.299%)(6.283m),97.000(97.000%)(8.250m),39.425(39.425%)(2.081m),18.480(18.480%)(0.000m),10.756(13.445%)(0.000m),40.000(100.000%)(3.214m),10.118(25.294%)(0.013m),4128.674,12814.932
72,1,-7.6919,-5.7324,0.635,171,414,18,0,0.867,55,0.00,1405,229.77,0,0,10.296(12.870%)(0.000m),15.546(15.546%)(0.000m),26.071(26.071%)(0.650m),97.000(97.000%)(8.250m),77.067(96.334%)(6.114m),11.640(29.100%)(0.176m),40.000(100.000%)(3.214m),6305.101,15462.308
73,1,-6.6238,-5.7980,0.614,267,698,57,19,0.866,70,0.00,1432,319.88,0,0,29.000(36.250%)(0.964m),33.000(33.000%)(1.393m),41.000(41.000%)(2.250m),19.205(19.205%)(0.000m),10.949(13.687%)(0.000m),33.388(83.469%)(2.506m),10.050(25.125%)(0.005m),401.728,5500.774
74,1,-5.0953,-5.7936,0.576,108,262,18,0,0.864,45,0.00,1443,176.16,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),26.102(26.102%)(0.654m),15.197(15.197%)(0.000m),9.914(12.392%)(0.000m),40.000(100.000%)(3.214m),10.935(27.337%)(0.100m),6621.868,13950.222
75,1,-6.6560,-5.8549,0.643,104,253,23,0,0.862,45,0.00,1454,129.66,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),39.684(39.684%)(2.109m),19.015(19.015%)(0.000m),11.178(13.972%)(0.000m),40.000(100.000%)(3.214m),10.644(26.610%)(0.069m),8427.095,13586.380
76,1,-3.4318,-5.8644,0.609,248,616,54,0,0.861,65,0.00,1479,318.63,0,0,63.000(78.750%)(4.607m),75.000(75.000%)(5.893m),66.646(66.646%)(4.998m),25.028(25.028%)(0.539m),12.469(15.586%)(0.000m),40.000(100.000%)(3.214m),9.979(24.948%)(0.000m),2959.615,12403.908
77,1,-5.9991,-5.9114,0.596,213,524,25,0,0.859,65,0.00,1501,362.82,0,0,77.812(97.265%)(6.194m),93.000(93.000%)(7.821m),56.818(56.818%)(3.945m),21.771(21.771%)(0.190m),11.591(14.489%)(0.000m),40.000(100.000%)(3.214m),9.878(24.695%)(0.000m),4171.247,11895.291
78,1,-5.6792,-5.9143,0.555,96,234,17,0,0.857,45,0.00,1511,136.26,0,0,10.711(13.388%)(0.000m),17.548(17.548%)(0.000m),33.899(33.899%)(1.489m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.711(26.777%)(0.076m),40.000(100.000%)(3.214m),8214.186,14661.917
79,1,-7.3467,-5.9475,0.597,342,853,74,46,0.855,75,0.00,1546,460.69,0,0,53.748(67.185%)(3.616m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),21.000(21.000%)(0.107m),37.922(47.402%)(1.920m),39.164(97.910%)(3.125m),27.279(68.197%)(1.851m),0.000,6284.296
80,1,-6.8122,-5.9268,0.575,71,170,16,0,0.854,35,0.00,1554,109.84,0,0,78.639(98.299%)(6.283m),90.149(90.149%)(7.516m),24.672(24.672%)(0.501m),14.879(14.879%)(0.000m),9.927(12.409%)(0.000m),40.000(100.000%)(3.214m),11.363(28.407%)(0.146m),8768.278,18249.209
81,1,-4.6504,-5.9087,0.569,85,214,16,0,0.852,40,0.00,1563,127.84,0,0,69.057(86.321%)(5.256m),40.981(40.981%)(2.248m),19.210(19.210%)(0.000m),13.129(13.129%)(0.000m),9.601(12.001%)(0.000m),40.000(100.000%)(3.214m),13.129(32.823%)(0.335m),5430.530,9844.653
82,1,-6.3540,-5.9407,0.595,339,862,32,47,0.850,75,0.00,1597,377.75,0,0,24.000(30.000%)(0.429m),31.000(31.000%)(1.179m),53.000(53.000%)(3.536m),25.395(25.395%)(0.578m),12.469(15.586%)(0.000m),40.000(100.000%)(3.214m),9.854(24.634%)(0.000m),452.365,7487.026
83,1,-5.4261,-5.9574,0.578,108,271,13,0,0.849,45,0.00,1608,112.43,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),65.773(65.773%)(4.904m),24.483(24.483%)(0.480m),12.197(15.246%)(0.000m),40.000(100.000%)(3.214m),9.762(24.405%)(0.000m),6636.837,14463.429
84,1,-4.3512,-5.9014,0.619,100,261,14,0,0.847,45,0.00,1618,129.31,0,0,69.057(86.321%)(5.256m),100.000(100.000%)(8.571m),68.537(68.537%)(5.200m),26.019(26.019%)(0.645m),12.585(15.732%)(0.000m),40.000(100.000%)(3.214m),9.819(24.548%)(0.000m),4142.341,8567.779
85,1,-10.4003,-5.9716,0.611,434,1095,59,50,0.845,80,0.00,1662,516.49,0,0,25.000(31.250%)(0.536m),28.000(28.000%)(0.857m),33.000(33.000%)(1.393m),21.096(21.096%)(0.117m),11.638(14.548%)(0.000m),25.000(62.500%)(1.607m),10.295(25.736%)(0.032m),483.555,11088.447
