episode,stage,reward,avg_reward,MSE,timeframe,steps,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc
1,1,-4.0861,-4.0861,0.000,169,422,1.000,25,0.00,17,353.59,0,0,77.786(97.233%)(6.191m),51.385(51.385%)(3.363m),20.451(20.451%)(0.048m),13.333(13.333%)(0.000m),9.396(11.745%)(0.000m),40.000(100.000%)(3.214m),11.891(29.727%)(0.203m),2401.422,2973.166
2,1,-7.3142,-5.7002,0.000,299,752,0.998,40,0.00,47,601.15,0,0,39.182(48.977%)(2.055m),43.646(43.646%)(2.534m),18.475(18.475%)(0.000m),12.247(12.247%)(0.000m),8.741(10.926%)(0.000m),28.363(70.907%)(1.967m),11.348(28.370%)(0.144m),497.944,2549.636
3,1,-1.8621,-4.4208,0.000,158,383,0.996,25,0.00,63,328.33,0,0,10.298(12.873%)(0.000m),15.549(15.549%)(0.000m),26.076(26.076%)(0.651m),100.000(100.000%)(8.571m),64.753(80.941%)(4.795m),11.642(29.106%)(0.176m),40.000(100.000%)(3.214m),None,None
4,1,-3.6740,-4.2341,0.482,81,205,0.994,15,0.00,72,195.25,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),34.231(34.231%)(1.525m),17.720(17.720%)(0.000m),10.816(13.520%)(0.000m),40.000(100.000%)(3.214m),10.816(27.039%)(0.087m),None,None
5,1,-7.5155,-4.8904,0.410,314,779,0.992,40,0.00,104,1146.59,0,0,10.818(13.522%)(0.000m),17.722(17.722%)(0.000m),34.237(34.237%)(1.525m),57.000(57.000%)(3.964m),48.000(60.000%)(3.000m),10.818(27.044%)(0.088m),36.001(90.001%)(2.786m),4789.427,5100.829
6,1,-7.6074,-5.3432,0.146,353,882,0.990,45,0.00,140,1225.37,0,0,29.692(37.116%)(1.038m),33.000(33.000%)(1.393m),41.000(41.000%)(2.250m),20.887(20.887%)(0.095m),11.523(14.404%)(0.000m),21.238(53.094%)(1.204m),10.193(25.482%)(0.021m),532.480,854.301
7,1,-2.6684,-4.9611,0.095,123,316,0.988,20,0.00,153,450.85,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),85.712(85.712%)(7.041m),27.782(27.782%)(0.834m),13.036(16.295%)(0.000m),40.000(100.000%)(3.214m),9.785(24.463%)(0.000m),None,None
8,1,-3.5708,-4.7873,0.113,88,224,0.986,15,0.00,162,304.55,0,0,9.207(11.508%)(0.000m),13.149(13.149%)(0.000m),20.344(20.344%)(0.037m),52.896(52.896%)(3.525m),77.067(96.334%)(6.114m),11.503(28.758%)(0.161m),40.000(100.000%)(3.214m),None,None
9,1,-9.4680,-5.3074,0.100,374,910,0.984,45,0.00,200,1325.01,0,0,10.423(13.029%)(0.000m),17.076(17.076%)(0.000m),32.989(32.989%)(1.392m),46.000(46.000%)(2.786m),31.458(39.322%)(1.228m),10.423(26.058%)(0.045m),22.531(56.327%)(1.343m),1380.034,2105.388
10,1,-4.2442,-5.2011,0.090,150,363,0.982,25,0.00,215,652.45,0,0,10.911(13.639%)(0.000m),17.876(17.876%)(0.000m),34.534(34.534%)(1.557m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.911(27.279%)(0.098m),40.000(100.000%)(3.214m),None,None
