episode,stage,reward,avg_reward,MSE,timeframe,steps,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc
1,1,-4.0716,-4.0716,0.000,213,514,1.000,45,0.00,22,198.60,0,0,11.086(13.857%)(0.000m),18.676(18.676%)(0.000m),38.173(38.173%)(1.947m),100.000(100.000%)(8.571m),58.848(73.560%)(4.162m),10.686(26.716%)(0.074m),40.000(100.000%)(3.214m),None,None
2,1,-2.8718,-3.4717,0.000,80,196,0.998,25,0.00,30,68.84,0,0,9.361(11.702%)(0.000m),13.199(13.199%)(0.000m),20.076(20.076%)(0.008m),48.859(48.859%)(3.092m),76.230(95.288%)(6.025m),11.999(29.997%)(0.214m),40.000(100.000%)(3.214m),None,None
3,1,-2.0647,-3.0027,0.000,126,313,0.996,35,0.00,43,116.44,0,0,65.795(82.243%)(4.907m),100.000(100.000%)(8.571m),28.586(28.586%)(0.920m),15.772(15.772%)(0.000m),9.966(12.457%)(0.000m),40.000(100.000%)(3.214m),10.465(26.163%)(0.050m),None,None
4,1,-3.3237,-3.0830,0.000,89,216,0.994,30,0.00,52,75.94,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),32.369(32.369%)(1.325m),16.755(16.755%)(0.000m),10.227(12.784%)(0.000m),40.000(100.000%)(3.214m),10.227(25.568%)(0.024m),None,None
5,1,2.5736,-1.9516,0.699,272,746,0.992,60,0.00,80,338.46,0,0,46.000(57.500%)(2.786m),77.000(77.000%)(6.107m),100.000(100.000%)(8.571m),25.986(25.986%)(0.641m),12.569(15.712%)(0.000m),40.000(100.000%)(3.214m),9.807(24.517%)(0.000m),None,None
6,1,-3.2861,-2.1741,0.781,225,559,0.990,50,0.00,103,353.90,0,0,11.130(13.913%)(0.000m),19.124(19.124%)(0.000m),40.798(40.798%)(2.228m),100.000(100.000%)(8.571m),76.230(95.288%)(6.025m),10.470(26.175%)(0.050m),40.000(100.000%)(3.214m),None,None
7,1,-2.1748,-2.1742,0.905,165,407,0.988,40,0.00,120,273.79,0,0,12.446(15.557%)(0.000m),25.731(25.731%)(0.614m),76.421(76.421%)(6.045m),100.000(100.000%)(8.571m),76.230(95.288%)(6.025m),9.710(24.276%)(0.000m),40.000(100.000%)(3.214m),None,None
8,1,-3.2331,-2.3065,0.927,143,364,0.986,40,0.00,135,216.42,0,0,9.452(11.815%)(0.000m),13.965(13.965%)(0.000m),22.664(22.664%)(0.285m),73.377(73.377%)(5.719m),76.230(95.288%)(6.025m),11.091(27.727%)(0.117m),40.000(100.000%)(3.214m),None,None
9,1,-3.6401,-2.4547,1.144,141,345,0.984,40,0.00,150,240.83,0,0,10.971(13.714%)(0.000m),17.974(17.974%)(0.000m),34.722(34.722%)(1.577m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.971(27.427%)(0.104m),40.000(100.000%)(3.214m),None,None
10,1,-4.8463,-2.6939,1.144,78,186,0.982,25,0.00,158,127.66,0,0,78.639(98.299%)(6.283m),53.054(53.054%)(3.541m),20.405(20.405%)(0.043m),13.188(13.188%)(0.000m),9.234(11.542%)(0.000m),40.000(100.000%)(3.214m),11.538(28.844%)(0.165m),None,None
11,1,-3.1866,-2.7387,1.292,118,306,0.980,35,0.00,170,161.07,0,0,10.127(12.659%)(0.000m),16.591(16.591%)(0.000m),32.052(32.052%)(1.291m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.127(25.318%)(0.014m),40.000(100.000%)(3.214m),None,None
12,1,-2.6744,-2.7333,1.041,157,411,0.978,45,0.00,186,226.23,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),49.646(49.646%)(3.176m),20.399(20.399%)(0.043m),11.254(14.067%)(0.000m),40.000(100.000%)(3.214m),9.955(24.887%)(0.000m),None,None
13,1,-1.5960,-2.6458,0.745,441,1119,0.976,70,0.00,231,737.07,0,0,16.540(20.675%)(0.000m),35.109(35.109%)(1.619m),100.000(100.000%)(8.571m),21.000(21.000%)(0.107m),28.000(35.000%)(0.857m),11.631(29.077%)(0.175m),31.755(79.389%)(2.331m),0.000,2397.538
14,1,-2.1691,-2.6118,0.596,138,374,0.974,40,0.00,245,209.69,0,0,9.969(12.462%)(0.000m),14.238(14.238%)(0.000m),22.030(22.030%)(0.217m),57.279(57.279%)(3.994m),54.616(68.270%)(3.709m),12.456(31.141%)(0.263m),39.715(99.287%)(3.184m),None,None
15,1,0.3123,-2.4168,0.467,255,628,0.972,50,0.00,271,435.60,0,0,69.057(86.321%)(5.256m),100.000(100.000%)(8.571m),28.465(28.465%)(0.907m),15.931(15.931%)(0.000m),10.149(12.686%)(0.000m),40.000(100.000%)(3.214m),10.789(26.973%)(0.085m),None,None
16,1,-2.0998,-2.3970,0.402,162,392,0.970,40,0.00,288,232.83,0,0,66.052(82.566%)(4.934m),100.000(100.000%)(8.571m),36.096(36.096%)(1.725m),18.012(18.012%)(0.000m),10.794(13.492%)(0.000m),40.000(100.000%)(3.214m),10.533(26.333%)(0.057m),None,None
17,1,-0.9635,-2.3127,0.340,262,647,0.968,55,0.00,315,395.57,0,0,10.037(12.547%)(0.000m),14.936(14.936%)(0.000m),24.497(24.497%)(0.482m),83.986(83.986%)(6.856m),70.679(88.349%)(5.430m),11.632(29.080%)(0.175m),40.000(100.000%)(3.214m),None,None
