episode,stage,reward,avg_reward,MSE,timeframe,steps,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc
1,1,-2.7069,-2.7069,0.000,94,252,1.000,30,0.00,10,84.70,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),33.120(33.120%)(1.406m),17.144(17.144%)(0.000m),10.465(13.081%)(0.000m),40.000(100.000%)(3.214m),10.465(26.161%)(0.050m),None,None
2,1,1.8340,-0.4365,0.000,294,760,0.998,60,0.00,40,273.19,0,0,58.050(72.563%)(4.077m),71.000(71.000%)(5.464m),26.857(26.857%)(0.735m),15.238(15.238%)(0.000m),9.786(12.233%)(0.000m),40.000(100.000%)(3.214m),10.532(26.329%)(0.057m),2767.326,3779.136
3,1,-7.4230,-2.7653,0.000,198,479,0.996,45,0.00,60,180.36,0,0,35.837(44.797%)(1.697m),55.855(55.855%)(3.842m),21.482(21.482%)(0.159m),13.884(13.884%)(0.000m),9.722(12.152%)(0.000m),25.837(64.591%)(1.697m),12.147(30.367%)(0.230m),None,None
4,1,-0.8520,-2.2870,0.000,215,570,0.994,50,0.00,82,197.34,0,0,10.597(13.247%)(0.000m),18.208(18.208%)(0.000m),38.845(38.845%)(2.019m),100.000(100.000%)(8.571m),58.762(73.453%)(4.153m),9.969(24.922%)(0.000m),40.000(100.000%)(3.214m),None,None
5,1,-4.3861,-2.7068,0.000,101,252,0.992,30,0.00,93,88.41,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),53.326(53.326%)(3.571m),21.438(21.438%)(0.154m),11.691(14.614%)(0.000m),40.000(100.000%)(3.214m),10.215(25.536%)(0.023m),None,None
6,1,-4.3338,-2.9780,0.000,300,749,0.990,55,0.00,123,271.99,0,0,12.581(15.727%)(0.000m),26.011(26.011%)(0.644m),100.000(100.000%)(8.571m),100.000(100.000%)(8.571m),76.230(95.288%)(6.025m),9.816(24.540%)(0.000m),40.000(100.000%)(3.214m),None,None
7,1,-3.4723,-3.0486,0.000,264,658,0.988,55,0.00,150,235.82,0,0,11.035(13.794%)(0.000m),19.154(19.154%)(0.000m),41.825(41.825%)(2.338m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.254(25.635%)(0.027m),40.000(100.000%)(3.214m),None,None
8,1,-1.5646,-2.8631,0.000,444,1088,0.986,65,0.00,195,429.66,0,0,9.789(12.236%)(0.000m),14.362(14.362%)(0.000m),23.073(23.073%)(0.329m),68.000(68.000%)(5.143m),59.676(74.595%)(4.251m),11.631(29.077%)(0.175m),40.000(100.000%)(3.214m),1945.668,3681.822
9,1,-0.7872,-2.6324,0.000,130,325,0.984,35,0.00,208,119.34,0,0,9.068(11.336%)(0.000m),12.051(12.051%)(0.000m),17.043(17.043%)(0.000m),32.925(32.925%)(1.385m),70.564(88.206%)(5.418m),13.257(33.143%)(0.349m),40.000(100.000%)(3.214m),None,None
10,1,6.0047,-1.7687,0.000,329,848,0.982,60,0.00,241,323.77,0,0,60.000(75.000%)(4.286m),66.000(66.000%)(4.929m),49.434(49.434%)(3.154m),20.312(20.312%)(0.033m),11.206(14.007%)(0.000m),40.000(100.000%)(3.214m),9.912(24.780%)(0.000m),1483.517,1854.860
11,1,-3.6772,-1.9422,0.000,96,233,0.980,30,0.00,251,85.32,0,0,10.278(12.848%)(0.000m),15.519(15.519%)(0.000m),26.026(26.026%)(0.646m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),11.620(29.049%)(0.174m),40.000(100.000%)(3.214m),None,None
