episode,stage,reward,avg_reward,MSE,timeframe,steps,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc
1,1,-1.8926,-1.8926,0.000,204,519,1.000,30,0.00,21,449.09,0,0,9.877(12.346%)(0.000m),14.913(14.913%)(0.000m),25.009(25.009%)(0.537m),75.000(75.000%)(5.893m),61.731(77.164%)(4.471m),11.166(27.915%)(0.125m),40.000(100.000%)(3.214m),1414.805,1656.827
2,1,0.3432,-0.7747,0.000,294,750,0.998,40,0.00,51,614.22,0,0,33.000(41.250%)(1.393m),39.000(39.000%)(2.036m),39.269(39.269%)(2.065m),18.816(18.816%)(0.000m),11.061(13.826%)(0.000m),40.000(100.000%)(3.214m),10.533(26.332%)(0.057m),396.052,1983.148
3,1,-9.9273,-3.8256,0.393,339,839,0.996,40,0.00,85,1006.39,0,0,10.980(13.725%)(0.000m),18.153(18.153%)(0.000m),35.701(35.701%)(1.682m),43.521(43.521%)(2.520m),21.590(26.987%)(0.170m),10.846(27.116%)(0.091m),15.293(38.232%)(0.567m),1155.826,1813.201
4,1,-4.2733,-3.9375,0.432,210,506,0.994,30,0.00,106,764.66,0,0,12.525(15.657%)(0.000m),25.896(25.896%)(0.632m),73.652(73.652%)(5.748m),97.000(97.000%)(8.250m),76.230(95.288%)(6.025m),9.772(24.431%)(0.000m),40.000(100.000%)(3.214m),None,None
5,1,-4.8658,-4.1232,0.362,360,890,0.992,45,0.00,142,1303.93,0,0,9.675(12.094%)(0.000m),13.642(13.642%)(0.000m),20.749(20.749%)(0.080m),31.000(31.000%)(1.179m),28.000(35.000%)(0.857m),12.401(31.002%)(0.257m),40.000(100.000%)(3.214m),381.647,2601.456
6,1,-0.2451,-3.4768,0.265,177,449,0.990,30,0.00,160,627.84,0,0,69.057(86.321%)(5.256m),89.000(89.000%)(7.393m),89.440(89.440%)(7.440m),26.115(26.115%)(0.655m),12.631(15.789%)(0.000m),40.000(100.000%)(3.214m),9.855(24.638%)(0.000m),2198.659,2480.517
7,1,-2.6356,-3.3566,0.531,76,198,0.988,15,0.00,168,235.43,0,0,77.786(97.233%)(6.191m),100.000(100.000%)(8.571m),25.630(25.630%)(0.603m),15.283(15.283%)(0.000m),10.122(12.652%)(0.000m),40.000(100.000%)(3.214m),11.443(28.608%)(0.155m),None,None
8,1,-1.9637,-3.1825,0.488,85,227,0.986,15,0.00,177,240.82,0,0,77.786(97.233%)(6.191m),93.415(93.415%)(7.866m),23.805(23.805%)(0.408m),14.195(14.195%)(0.000m),9.401(11.751%)(0.000m),40.000(100.000%)(3.214m),10.628(26.570%)(0.067m),None,None
9,1,-4.1443,-3.2894,0.482,114,277,0.984,20,0.00,189,410.62,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),42.216(42.216%)(2.380m),19.334(19.334%)(0.000m),11.139(13.923%)(0.000m),40.000(100.000%)(3.214m),10.350(25.875%)(0.037m),None,None
10,1,-3.5937,-3.3198,0.469,114,276,0.982,20,0.00,201,395.59,0,0,10.139(12.674%)(0.000m),16.046(16.046%)(0.000m),29.084(29.084%)(0.973m),100.000(100.000%)(8.571m),76.230(95.288%)(6.025m),10.647(26.618%)(0.069m),40.000(100.000%)(3.214m),None,None
11,1,-4.5770,-3.4341,0.310,228,553,0.980,30,0.00,224,821.81,0,0,11.731(14.663%)(0.000m),21.263(21.263%)(0.135m),51.749(51.749%)(3.402m),83.000(83.000%)(6.750m),76.230(95.288%)(6.025m),10.376(25.941%)(0.040m),40.000(100.000%)(3.214m),None,None
12,1,-2.8449,-3.3850,0.202,275,680,0.978,35,0.00,252,866.33,0,0,57.000(71.250%)(3.964m),82.000(82.000%)(6.643m),68.016(68.016%)(5.145m),23.199(23.199%)(0.343m),12.041(15.052%)(0.000m),40.000(100.000%)(3.214m),9.656(24.141%)(0.000m),None,None
13,1,-4.6053,-3.4789,0.242,76,184,0.976,15,0.00,260,274.85,0,0,9.852(12.315%)(0.000m),14.259(14.259%)(0.000m),22.467(22.467%)(0.264m),63.076(63.076%)(4.615m),77.067(96.334%)(6.114m),12.003(30.007%)(0.215m),40.000(100.000%)(3.214m),None,None
14,1,-3.6025,-3.4877,0.230,123,309,0.974,20,0.00,273,403.78,0,0,12.223(15.279%)(0.000m),24.192(24.192%)(0.449m),68.750(68.750%)(5.223m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),9.907(24.768%)(0.000m),40.000(100.000%)(3.214m),None,None
15,1,-4.4929,-3.5547,0.227,85,206,0.972,15,0.00,282,303.98,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),33.629(33.629%)(1.460m),17.407(17.407%)(0.000m),10.625(13.282%)(0.000m),40.000(100.000%)(3.214m),10.625(26.563%)(0.067m),None,None
16,1,-6.5958,-3.7448,0.256,221,540,0.970,30,0.00,305,736.96,0,0,36.080(45.100%)(1.723m),74.594(74.594%)(5.849m),25.906(25.906%)(0.633m),15.447(15.447%)(0.000m),10.231(12.789%)(0.000m),26.048(65.119%)(1.719m),11.566(28.916%)(0.168m),2728.492,4286.378
17,1,-2.9821,-3.6999,0.208,254,643,0.968,35,0.00,331,891.58,0,0,51.000(63.750%)(3.321m),64.000(64.000%)(4.714m),32.613(32.613%)(1.351m),16.882(16.882%)(0.000m),10.304(12.880%)(0.000m),40.000(100.000%)(3.214m),10.304(25.761%)(0.033m),None,None
18,1,1.0183,-3.4378,0.258,310,781,0.967,40,0.00,362,1083.42,0,0,40.000(50.000%)(2.143m),62.000(62.000%)(4.500m),51.159(51.159%)(3.338m),21.020(21.020%)(0.109m),11.597(14.496%)(0.000m),40.000(100.000%)(3.214m),10.258(25.645%)(0.028m),2530.558,3631.428
19,1,-5.1537,-3.5281,0.275,334,812,0.965,40,0.00,396,1244.94,0,0,54.000(67.500%)(3.643m),57.000(57.000%)(3.964m),58.289(58.289%)(4.102m),22.179(22.179%)(0.233m),11.661(14.577%)(0.000m),40.000(100.000%)(3.214m),9.815(24.537%)(0.000m),None,None
20,1,-7.2106,-3.7122,0.343,349,857,0.963,40,0.00,431,1158.01,0,0,8.899(11.124%)(0.000m),12.628(12.628%)(0.000m),19.370(19.370%)(0.000m),33.895(33.895%)(1.489m),16.287(20.359%)(0.000m),11.262(28.155%)(0.135m),11.470(28.675%)(0.157m),1634.300,2011.682
21,1,-4.1191,-3.7316,0.286,75,182,0.961,15,0.00,439,258.80,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),28.647(28.647%)(0.926m),16.033(16.033%)(0.000m),10.214(12.767%)(0.000m),40.000(100.000%)(3.214m),10.858(27.145%)(0.092m),None,None
22,1,3.1557,-3.4186,0.323,292,725,0.959,40,0.00,469,1071.99,0,0,49.000(61.250%)(3.107m),63.000(63.000%)(4.607m),56.223(56.223%)(3.881m),22.124(22.124%)(0.228m),11.923(14.904%)(0.000m),40.000(100.000%)(3.214m),10.289(25.721%)(0.031m),1856.974,3001.220
23,1,-0.4687,-3.2903,0.381,164,410,0.957,25,0.00,486,636.05,0,0,10.686(13.357%)(0.000m),17.507(17.507%)(0.000m),33.820(33.820%)(1.481m),92.000(92.000%)(7.714m),67.681(84.601%)(5.109m),10.686(26.715%)(0.073m),40.000(100.000%)(3.214m),None,None
24,1,-4.1143,-3.3246,0.424,89,217,0.955,15,0.00,495,319.36,0,0,78.639(98.299%)(6.283m),51.572(51.572%)(3.383m),20.526(20.526%)(0.056m),13.382(13.382%)(0.000m),9.431(11.788%)(0.000m),40.000(100.000%)(3.214m),11.934(29.835%)(0.207m),None,None
25,1,-0.8073,-3.2239,0.356,397,994,0.953,45,0.00,535,1416.43,0,0,12.000(15.000%)(0.000m),22.000(22.000%)(0.214m),41.000(41.000%)(2.250m),60.942(60.942%)(4.387m),32.105(40.131%)(1.297m),36.325(90.813%)(2.821m),23.038(57.595%)(1.397m),685.971,2154.347
26,1,-3.9349,-3.2513,0.438,202,493,0.951,30,0.00,556,766.73,0,0,11.004(13.755%)(0.000m),18.363(18.363%)(0.000m),36.800(36.800%)(1.800m),87.000(87.000%)(7.179m),77.067(96.334%)(6.114m),10.739(26.846%)(0.079m),40.000(100.000%)(3.214m),None,None
27,1,-3.8480,-3.2734,0.456,347,846,0.949,40,0.00,591,1242.21,0,0,10.629(13.287%)(0.000m),17.907(17.907%)(0.000m),36.601(36.601%)(1.779m),53.000(53.000%)(3.536m),43.358(54.198%)(2.503m),10.246(25.616%)(0.026m),31.442(78.605%)(2.297m),1779.204,3075.640
28,1,-6.0765,-3.3735,0.419,175,421,0.947,25,0.00,609,636.47,0,0,9.280(11.601%)(0.000m),12.691(12.691%)(0.000m),18.569(18.569%)(0.000m),39.614(39.614%)(2.102m),49.883(62.353%)(3.202m),12.691(31.728%)(0.288m),36.327(90.817%)(2.821m),None,None
29,1,-1.2795,-3.3013,0.392,170,443,0.945,25,0.00,626,604.13,0,0,58.819(73.523%)(4.159m),69.000(69.000%)(5.250m),24.404(24.404%)(0.472m),14.552(14.552%)(0.000m),9.638(12.047%)(0.000m),40.000(100.000%)(3.214m),10.896(27.240%)(0.096m),1710.248,2178.079
30,1,-2.2895,-3.2676,0.399,338,850,0.944,40,0.00,660,1085.93,0,0,21.000(26.250%)(0.107m),25.000(25.000%)(0.536m),92.423(92.423%)(7.760m),37.013(37.013%)(1.823m),17.810(22.262%)(0.000m),40.000(100.000%)(3.214m),12.542(31.355%)(0.272m),None,None
31,1,-2.4450,-3.2410,0.427,174,431,0.942,25,0.00,678,626.17,0,0,11.159(13.948%)(0.000m),19.369(19.369%)(0.000m),42.293(42.293%)(2.389m),95.000(95.000%)(8.036m),70.616(88.270%)(5.423m),10.369(25.922%)(0.040m),40.000(100.000%)(3.214m),None,None
