episode,stage,reward,avg_reward,MSE,timeframe,steps,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc
1,1,-5.8679,-5.8679,0.000,258,631,1.000,35,0.00,26,650.07,0,0,45.250(56.563%)(2.705m),83.000(83.000%)(6.750m),50.764(50.764%)(3.296m),20.858(20.858%)(0.092m),11.507(14.384%)(0.000m),32.858(82.144%)(2.449m),10.179(25.447%)(0.019m),3998.247,4766.550
2,1,-2.8832,-4.3755,0.000,116,281,0.998,20,0.00,38,258.37,0,0,11.157(13.946%)(0.000m),18.980(18.980%)(0.000m),39.610(39.610%)(2.101m),100.000(100.000%)(8.571m),76.230(95.288%)(6.025m),10.624(26.561%)(0.067m),40.000(100.000%)(3.214m),None,None
3,1,-4.3814,-4.3775,0.000,108,262,0.996,20,0.00,49,228.46,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),31.317(31.317%)(1.212m),16.760(16.760%)(0.000m),10.412(13.015%)(0.000m),40.000(100.000%)(3.214m),10.670(26.674%)(0.072m),None,None
4,1,-0.1995,-3.3330,0.678,152,391,0.994,25,0.00,65,338.54,0,0,12.409(15.511%)(0.000m),24.908(24.908%)(0.526m),85.244(85.244%)(6.990m),97.000(97.000%)(8.250m),67.642(84.553%)(5.105m),9.931(24.829%)(0.000m),40.000(100.000%)(3.214m),None,None
5,1,-4.2640,-3.5192,0.593,234,621,0.992,35,0.00,89,847.21,0,0,22.000(27.500%)(0.214m),21.000(21.000%)(0.107m),25.000(25.000%)(0.536m),36.000(36.000%)(1.714m),47.907(59.883%)(2.990m),21.796(54.490%)(1.264m),40.000(100.000%)(3.214m),0.000,469.197
6,1,-2.3347,-3.3218,0.558,103,276,0.990,20,0.00,100,393.98,0,0,78.639(98.299%)(6.283m),60.548(60.548%)(4.344m),22.444(22.444%)(0.262m),14.376(14.376%)(0.000m),10.000(12.500%)(0.000m),40.000(100.000%)(3.214m),12.338(30.844%)(0.250m),None,None
7,1,-3.2195,-3.3072,0.706,79,195,0.988,15,0.00,108,277.16,0,0,78.639(98.299%)(6.283m),33.209(33.209%)(1.415m),16.886(16.886%)(0.000m),11.863(11.863%)(0.000m),8.877(11.096%)(0.000m),40.000(100.000%)(3.214m),12.803(32.007%)(0.300m),None,None
8,1,-1.8767,-3.1284,0.572,237,577,0.986,30,0.00,132,876.14,0,0,53.658(67.072%)(3.606m),83.000(83.000%)(6.750m),23.752(23.752%)(0.402m),14.163(14.163%)(0.000m),9.380(11.725%)(0.000m),39.509(98.772%)(3.162m),10.605(26.512%)(0.065m),3553.523,4368.512
9,1,-4.5751,-3.2891,0.435,293,746,0.984,40,0.00,162,1013.05,0,0,55.761(69.701%)(3.832m),46.000(46.000%)(2.786m),22.000(22.000%)(0.214m),20.000(20.000%)(0.000m),23.000(28.750%)(0.321m),40.000(100.000%)(3.214m),26.889(67.222%)(1.810m),0.000,1119.179
10,1,-3.9452,-3.3547,0.380,204,499,0.982,30,0.00,183,753.14,0,0,54.093(67.617%)(3.653m),92.000(92.000%)(7.714m),49.532(49.532%)(3.164m),20.352(20.352%)(0.038m),11.228(14.035%)(0.000m),39.454(98.635%)(3.156m),9.932(24.829%)(0.000m),3664.659,3813.537
11,1,-1.7882,-3.2123,0.378,144,365,0.980,25,0.00,198,480.75,0,0,10.213(12.767%)(0.000m),16.733(16.733%)(0.000m),32.325(32.325%)(1.321m),92.000(92.000%)(7.714m),77.067(96.334%)(6.114m),10.213(25.534%)(0.023m),40.000(100.000%)(3.214m),None,None
12,1,0.8215,-2.8762,0.410,213,542,0.978,30,0.00,220,800.40,0,0,12.396(15.495%)(0.000m),24.533(24.533%)(0.486m),73.015(73.015%)(5.680m),72.000(72.000%)(5.571m),62.000(77.500%)(4.500m),10.047(25.118%)(0.005m),40.000(100.000%)(3.214m),1756.859,2066.765
13,1,-3.7454,-2.9430,0.302,273,685,0.976,35,0.00,248,969.37,0,0,52.000(65.000%)(3.429m),79.000(79.000%)(6.321m),51.427(51.427%)(3.367m),21.131(21.131%)(0.121m),11.658(14.572%)(0.000m),38.887(97.218%)(3.095m),10.312(25.779%)(0.033m),2291.726,2528.878
14,1,2.3547,-2.5646,0.268,255,663,0.974,35,0.00,274,1012.26,0,0,49.529(61.911%)(3.164m),100.000(100.000%)(8.571m),29.000(29.000%)(0.964m),21.000(21.000%)(0.107m),29.000(36.250%)(0.964m),35.960(89.901%)(2.781m),40.000(100.000%)(3.214m),0.000,1272.826
15,1,-1.8177,-2.5148,0.281,115,293,0.972,20,0.00,286,470.43,0,0,9.410(11.762%)(0.000m),13.711(13.711%)(0.000m),21.811(21.811%)(0.194m),63.947(63.947%)(4.709m),76.230(95.288%)(6.025m),11.321(28.302%)(0.142m),40.000(100.000%)(3.214m),None,None
