episode,stage,reward,avg_reward,MSE,timeframe,steps,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc
1169,1,23.1537,28.6300,0.190,938,2553,0.096,75,0.34,50000,2901.97,0,0,23.266(29.083%)(0.350m),42.000(42.000%)(2.357m),37.000(37.000%)(1.821m),22.000(22.000%)(0.214m),19.520(24.400%)(0.000m),16.453(41.133%)(0.691m),13.778(34.444%)(0.405m),0.000,1631.146
1170,1,51.9974,29.2778,0.200,2355,6478,0.096,100,0.43,50000,7231.20,1,1,17.420(21.775%)(0.000m),26.000(26.000%)(0.643m),28.000(28.000%)(0.857m),26.000(26.000%)(0.643m),19.898(24.873%)(0.000m),12.261(30.653%)(0.242m),14.040(35.100%)(0.433m),69.849,1122.185
1171,1,36.5533,29.9404,0.211,1414,3868,0.096,90,0.43,50000,4090.50,0,0,19.175(23.969%)(0.000m),27.000(27.000%)(0.750m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),14.039(17.548%)(0.000m),13.480(33.699%)(0.373m),9.856(24.640%)(0.000m),0.000,1407.124
1172,1,10.4812,29.6511,0.230,406,1121,0.096,50,0.43,50000,1278.07,0,0,18.880(23.599%)(0.000m),24.000(24.000%)(0.429m),31.000(31.000%)(1.179m),41.000(41.000%)(2.250m),33.000(41.250%)(1.393m),13.279(33.196%)(0.351m),27.000(67.500%)(1.821m),0.000,808.447
1173,1,41.3188,29.6469,0.213,1498,4050,0.096,90,0.43,50000,4437.67,0,0,20.172(25.215%)(0.018m),20.000(20.000%)(0.000m),40.000(40.000%)(2.143m),37.680(37.680%)(1.894m),17.861(22.326%)(0.000m),14.268(35.671%)(0.457m),12.581(31.453%)(0.277m),0.000,1575.532
1174,1,36.6048,30.1674,0.185,1498,4051,0.096,90,0.43,50000,4609.58,0,0,19.456(24.320%)(0.000m),20.000(20.000%)(0.000m),22.000(22.000%)(0.214m),26.000(26.000%)(0.643m),24.053(30.066%)(0.434m),13.707(34.268%)(0.397m),17.054(42.634%)(0.756m),0.000,1708.907
1175,1,9.5501,29.6150,0.231,293,744,0.095,40,0.43,50000,876.46,0,0,57.548(71.936%)(4.023m),28.000(28.000%)(0.857m),21.000(21.000%)(0.107m),20.000(20.000%)(0.000m),24.000(30.000%)(0.429m),40.000(100.000%)(3.214m),40.000(100.000%)(3.214m),0.000,979.178
1176,1,11.4002,29.0115,0.223,344,854,0.095,40,0.43,50000,1132.60,0,0,61.881(77.351%)(4.487m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),21.000(21.000%)(0.107m),67.598(84.498%)(5.100m),40.000(100.000%)(3.214m),40.000(100.000%)(3.214m),0.000,1567.976
1177,1,45.1307,29.6533,0.202,1915,5109,0.095,95,0.42,50000,6162.39,0,0,17.538(21.922%)(0.000m),22.000(22.000%)(0.214m),24.000(24.000%)(0.429m),21.000(21.000%)(0.107m),15.391(19.239%)(0.000m),12.317(30.792%)(0.248m),10.832(27.079%)(0.089m),57.999,1442.477
1178,1,50.1166,30.3686,0.189,1486,4021,0.095,90,0.42,50000,4675.76,0,0,21.476(26.845%)(0.158m),20.000(20.000%)(0.000m),33.000(33.000%)(1.393m),36.000(36.000%)(1.714m),22.176(27.720%)(0.233m),15.164(37.911%)(0.553m),15.654(39.136%)(0.606m),0.000,1493.699
