episode,stage,reward,avg_reward,MSE,timeframe,steps,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc
1,1,-6.8892,-6.8892,0.000,383,946,1.000,45,0.00,39,738.61,0,0,10.973(13.716%)(0.000m),18.486(18.486%)(0.000m),37.785(37.785%)(1.906m),39.000(39.000%)(2.036m),34.000(42.500%)(1.500m),10.578(26.445%)(0.062m),31.071(77.678%)(2.258m),1000.020,2083.795
2,1,-1.1759,-4.0326,0.000,166,420,0.998,25,0.00,56,330.61,0,0,10.918(13.647%)(0.000m),17.887(17.887%)(0.000m),34.555(34.555%)(1.559m),86.000(86.000%)(7.071m),67.642(84.553%)(5.105m),10.918(27.295%)(0.098m),40.000(100.000%)(3.214m),None,None
3,1,-3.2522,-3.7724,0.446,125,308,0.996,20,0.00,69,322.75,0,0,78.639(98.299%)(6.283m),36.851(36.851%)(1.805m),17.273(17.273%)(0.000m),11.806(11.806%)(0.000m),8.633(10.791%)(0.000m),40.000(100.000%)(3.214m),11.806(29.515%)(0.193m),None,None
4,1,-3.9867,-3.8260,0.512,134,324,0.994,20,0.00,83,297.03,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),72.055(72.055%)(5.577m),23.441(23.441%)(0.369m),12.007(15.009%)(0.000m),40.000(100.000%)(3.214m),9.855(24.639%)(0.000m),None,None
5,1,-4.2938,-3.9196,0.476,320,793,0.992,40,0.00,115,802.11,0,0,12.645(15.806%)(0.000m),26.143(26.143%)(0.658m),58.000(58.000%)(4.071m),54.000(54.000%)(3.643m),50.000(62.500%)(3.214m),9.866(24.664%)(0.000m),40.000(100.000%)(3.214m),1639.574,2891.779
6,1,1.3560,-3.0403,0.446,182,454,0.990,30,0.00,134,444.62,0,0,9.760(12.200%)(0.000m),13.762(13.762%)(0.000m),20.931(20.931%)(0.100m),50.941(50.941%)(3.315m),64.362(80.452%)(4.753m),12.510(31.275%)(0.269m),40.000(100.000%)(3.214m),2917.942,3963.565
7,1,3.8129,-2.0613,0.317,357,882,0.988,45,0.00,170,856.69,0,0,11.227(14.034%)(0.000m),20.351(20.351%)(0.038m),48.000(48.000%)(3.000m),42.000(42.000%)(2.357m),38.000(47.500%)(1.929m),9.931(24.828%)(0.000m),38.408(96.019%)(3.044m),716.868,2598.123
8,1,1.8071,-1.5777,0.232,216,577,0.986,35,0.00,192,494.52,0,0,23.000(28.750%)(0.321m),20.000(20.000%)(0.000m),23.000(23.000%)(0.321m),100.000(100.000%)(8.571m),55.025(68.781%)(3.753m),40.000(100.000%)(3.214m),40.000(100.000%)(3.214m),0.000,1013.914
9,1,-4.5029,-1.9027,0.230,301,740,0.984,40,0.00,223,762.63,0,0,51.387(64.233%)(3.363m),53.000(53.000%)(3.536m),34.035(34.035%)(1.504m),17.618(17.618%)(0.000m),10.754(13.442%)(0.000m),37.420(93.550%)(2.938m),10.754(26.884%)(0.081m),1523.779,2113.347
10,1,-3.2914,-2.0416,0.295,220,541,0.982,30,0.00,245,555.19,0,0,10.076(12.595%)(0.000m),15.213(15.213%)(0.000m),25.512(25.512%)(0.591m),79.000(79.000%)(6.321m),64.588(80.735%)(4.777m),11.391(28.477%)(0.149m),40.000(100.000%)(3.214m),None,None
