episode,stage,reward,avg_reward,MSE,timeframe,steps,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc
1,1,-1.6395,-1.6395,0.000,242,599,1.000,50,0.00,25,228.03,0,0,65.942(82.427%)(4.922m),100.000(100.000%)(8.571m),46.799(46.799%)(2.871m),20.370(20.370%)(0.040m),11.490(14.363%)(0.000m),40.000(100.000%)(3.214m),10.418(26.044%)(0.045m),None,None
2,1,-4.4564,-3.0479,0.000,143,345,0.998,35,0.00,40,128.19,0,0,11.348(14.185%)(0.000m),20.569(20.569%)(0.061m),50.061(50.061%)(3.221m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),10.038(25.094%)(0.004m),40.000(100.000%)(3.214m),None,None
3,1,-3.5905,-3.2288,0.000,86,211,0.996,30,0.00,49,75.97,0,0,77.786(97.233%)(6.191m),38.602(38.602%)(1.993m),18.496(18.496%)(0.000m),12.732(12.732%)(0.000m),9.365(11.707%)(0.000m),40.000(100.000%)(3.214m),12.977(32.443%)(0.319m),None,None
4,1,-1.0343,-2.6802,0.000,232,559,0.994,50,0.00,73,222.09,0,0,60.284(75.355%)(4.316m),45.447(45.447%)(2.726m),19.782(19.782%)(0.000m),13.218(13.218%)(0.000m),9.492(11.865%)(0.000m),40.000(100.000%)(3.214m),12.483(31.209%)(0.266m),None,None
5,1,-3.0640,-2.7569,0.000,184,475,0.992,45,0.00,92,166.82,0,0,9.560(11.949%)(0.000m),14.025(14.025%)(0.000m),22.532(22.532%)(0.271m),69.259(69.259%)(5.278m),77.067(96.334%)(6.114m),11.358(28.395%)(0.145m),40.000(100.000%)(3.214m),None,None
6,1,-5.4257,-3.2017,0.000,122,295,0.990,35,0.00,105,110.51,0,0,9.524(11.905%)(0.000m),14.172(14.172%)(0.000m),23.244(23.244%)(0.348m),79.690(79.690%)(6.395m),77.067(96.334%)(6.114m),11.037(27.593%)(0.111m),40.000(100.000%)(3.214m),None,None
7,1,-2.1340,-3.0492,0.000,114,288,0.988,35,0.00,117,103.54,0,0,9.415(11.769%)(0.000m),12.800(12.800%)(0.000m),18.595(18.595%)(0.000m),38.807(38.807%)(2.015m),64.485(80.607%)(4.766m),13.046(32.616%)(0.326m),40.000(100.000%)(3.214m),None,None
8,1,-2.4900,-2.9793,0.000,95,241,0.986,30,0.00,127,84.04,0,0,77.786(97.233%)(6.191m),96.268(96.268%)(8.172m),24.532(24.532%)(0.486m),14.628(14.628%)(0.000m),9.688(12.110%)(0.000m),40.000(100.000%)(3.214m),10.953(27.382%)(0.102m),None,None
9,1,-8.1946,-3.5588,0.702,255,618,0.984,50,0.00,153,405.90,0,0,18.853(23.566%)(0.000m),38.485(38.485%)(1.981m),24.065(24.065%)(0.436m),14.350(14.350%)(0.000m),9.504(11.880%)(0.000m),13.325(33.312%)(0.356m),10.745(26.862%)(0.080m),None,None
10,1,-2.7469,-3.4776,0.732,90,223,0.982,30,0.00,162,125.47,0,0,77.786(97.233%)(6.191m),49.024(49.024%)(3.110m),20.143(20.143%)(0.015m),13.244(13.244%)(0.000m),9.393(11.741%)(0.000m),40.000(100.000%)(3.214m),12.039(30.098%)(0.218m),None,None
11,1,0.3944,-3.1256,0.418,406,1013,0.980,65,0.00,203,618.98,0,0,38.568(48.209%)(1.989m),66.000(66.000%)(4.929m),22.361(22.361%)(0.253m),13.919(13.919%)(0.000m),9.487(11.859%)(0.000m),27.870(69.675%)(1.915m),11.272(28.180%)(0.136m),1159.706,2512.952
12,1,-4.7556,-3.2614,0.191,211,539,0.978,50,0.00,225,347.00,0,0,77.418(96.773%)(6.152m),100.000(100.000%)(8.571m),69.973(69.973%)(5.354m),26.722(26.722%)(0.720m),12.790(15.987%)(0.000m),40.000(100.000%)(3.214m),9.851(24.629%)(0.000m),None,None
13,1,-2.6267,-3.2126,0.175,103,250,0.976,30,0.00,236,166.90,0,0,8.725(10.906%)(0.000m),12.075(12.075%)(0.000m),17.932(17.932%)(0.000m),40.132(40.132%)(2.157m),76.230(95.288%)(6.025m),11.623(29.058%)(0.174m),40.000(100.000%)(3.214m),None,None
14,1,-4.8635,-3.3305,0.218,112,270,0.974,30,0.00,248,154.65,0,0,78.639(98.299%)(6.283m),100.000(100.000%)(8.571m),30.879(30.879%)(1.166m),16.526(16.526%)(0.000m),10.267(12.833%)(0.000m),40.000(100.000%)(3.214m),10.521(26.302%)(0.056m),None,None
15,1,-0.9747,-3.1735,0.185,424,1025,0.972,65,0.00,291,703.73,0,0,9.860(12.325%)(0.000m),15.353(15.353%)(0.000m),27.060(27.060%)(0.756m),84.000(84.000%)(6.857m),64.829(81.036%)(4.803m),10.611(26.529%)(0.066m),40.000(100.000%)(3.214m),3069.515,3846.008
16,1,-4.9711,-3.2858,0.153,486,1215,0.970,70,0.00,340,796.72,0,0,26.781(33.476%)(0.726m),21.000(21.000%)(0.107m),37.000(37.000%)(1.821m),69.000(69.000%)(5.250m),48.177(60.222%)(3.019m),19.129(47.822%)(0.978m),35.245(88.111%)(2.705m),0.000,628.005
17,1,-3.7979,-3.3159,0.135,134,324,0.968,35,0.00,354,233.46,0,0,9.934(12.418%)(0.000m),15.722(15.722%)(0.000m),28.496(28.496%)(0.910m),100.000(100.000%)(8.571m),67.642(84.553%)(5.105m),10.432(26.080%)(0.046m),40.000(100.000%)(3.214m),None,None
18,1,-6.0893,-3.4700,0.143,343,839,0.967,60,0.00,389,443.69,0,0,77.786(97.233%)(6.191m),96.000(96.000%)(8.143m),51.210(51.210%)(3.344m),21.041(21.041%)(0.112m),11.608(14.510%)(0.000m),40.000(100.000%)(3.214m),10.268(25.670%)(0.029m),None,None
19,1,0.1438,-3.2798,0.140,215,593,0.965,55,0.00,411,383.33,0,0,11.270(14.088%)(0.000m),19.364(19.364%)(0.000m),41.311(41.311%)(2.283m),84.000(84.000%)(6.857m),61.023(76.278%)(4.395m),10.602(26.504%)(0.064m),40.000(100.000%)(3.214m),1410.167,1489.216
20,1,-2.5070,-3.2412,0.170,140,347,0.963,40,0.00,425,243.94,0,0,10.293(12.866%)(0.000m),15.541(15.541%)(0.000m),26.063(26.063%)(0.650m),100.000(100.000%)(8.571m),77.067(96.334%)(6.114m),11.636(29.091%)(0.175m),40.000(100.000%)(3.214m),None,None
21,1,-2.8192,-3.2211,0.169,186,457,0.961,45,0.00,444,246.16,0,0,11.165(13.956%)(0.000m),19.379(19.379%)(0.000m),42.315(42.315%)(2.391m),100.000(100.000%)(8.571m),61.779(77.224%)(4.476m),10.374(25.936%)(0.040m),40.000(100.000%)(3.214m),None,None
