episode,stage,reward,avg_reward,MSE,timeframe,steps,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc
1069,1,19.2481,21.4126,0.258,690,1887,0.118,65,0.00,49584,1632.86,0,0,22.303(27.878%)(0.247m),31.000(31.000%)(1.179m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),21.000(26.250%)(0.107m),15.781(39.452%)(0.619m),15.000(37.500%)(0.536m),0.000,956.335
1070,1,25.5065,21.6558,0.238,1267,3417,0.118,85,0.00,49711,3045.10,0,0,11.213(14.016%)(0.000m),19.667(19.667%)(0.000m),41.000(41.000%)(2.250m),35.124(35.124%)(1.620m),16.622(20.777%)(0.000m),10.292(25.730%)(0.031m),11.677(29.193%)(0.180m),238.686,1557.325
1071,1,17.6731,21.6615,0.223,688,1873,0.117,65,0.00,49780,1684.76,0,0,19.879(24.849%)(0.000m),40.000(40.000%)(2.143m),34.138(34.138%)(1.515m),17.671(17.671%)(0.000m),10.786(13.483%)(0.000m),14.017(35.043%)(0.430m),10.786(26.965%)(0.084m),321.634,1708.289
1072,1,8.6934,21.0465,0.222,420,1184,0.117,55,0.00,49822,1036.69,0,0,13.000(16.250%)(0.000m),26.000(26.000%)(0.643m),44.000(44.000%)(2.571m),30.000(30.000%)(1.071m),23.000(28.750%)(0.321m),10.000(25.000%)(0.000m),18.987(47.468%)(0.963m),54.467,1405.648
1073,1,10.5929,21.1381,0.261,379,1113,0.117,50,0.00,49860,932.20,0,0,23.547(29.434%)(0.380m),40.000(40.000%)(2.143m),50.000(50.000%)(3.214m),40.000(40.000%)(2.143m),13.000(16.250%)(0.000m),16.618(41.544%)(0.709m),10.000(25.000%)(0.000m),235.643,1049.376
1074,1,29.6717,21.0718,0.250,1237,3352,0.117,85,0.00,49984,2991.86,0,0,17.320(21.650%)(0.000m),20.000(20.000%)(0.000m),25.000(25.000%)(0.536m),37.000(37.000%)(1.821m),18.331(22.914%)(0.000m),12.167(30.417%)(0.232m),12.942(32.356%)(0.315m),0.000,1489.444
1075,1,29.2613,20.9636,0.259,1155,3174,0.116,85,0.00,50100,2755.12,0,0,24.000(30.000%)(0.429m),20.000(20.000%)(0.000m),30.000(30.000%)(1.071m),35.916(35.916%)(1.705m),16.850(21.063%)(0.000m),18.958(47.395%)(0.960m),11.838(29.596%)(0.197m),0.000,1155.300
1076,1,8.9500,20.8634,0.256,463,1250,0.116,55,0.00,50147,1086.96,0,0,19.630(24.537%)(0.000m),25.000(25.000%)(0.536m),22.743(22.743%)(0.294m),14.013(14.013%)(0.000m),9.485(11.856%)(0.000m),13.854(34.636%)(0.413m),11.129(27.823%)(0.121m),111.239,1218.502
1077,1,25.5837,21.1369,0.256,1023,2768,0.116,80,0.00,50250,2575.20,0,0,13.000(16.250%)(0.000m),28.000(28.000%)(0.857m),46.000(46.000%)(2.786m),35.000(35.000%)(1.607m),17.269(21.586%)(0.000m),10.000(25.000%)(0.000m),12.144(30.360%)(0.230m),121.504,1531.984
1078,1,10.9256,21.0852,0.238,454,1254,0.116,55,0.00,50296,1080.56,0,0,10.000(12.500%)(0.000m),13.000(13.000%)(0.000m),20.000(20.000%)(0.000m),30.000(30.000%)(1.071m),17.995(22.494%)(0.000m),28.000(70.000%)(1.929m),12.663(31.657%)(0.285m),37.527,1094.281
